,Predictions_prob_1,Predictions_prob_0,text,uncertainty,already_annotated,already_sampled,drawn,speech_par_id,oscar_label,yuchen_label,final_code
48,0.146644012,0.853355988,"Remember this. You've had her policies, Democrats running some of the inner cities for 50, 70, 80, even over a hundred years. And look what you have right now, poverty, no education, crime, you can't walk down the street with your child. We're going to fix it, we're going to fix it.",0.706711977,FALSE,NA,uncertainty,2016-08-24-coliseum-jackson-mississippi_58,neither,neither,neither
52,0.187349536,0.812650464,This Administration has failed America's inner cities. Remember: it has failed America's inner cities. It's failed them on education. It's failed them on jobs. It's failed them on crime. It's failed them at every level.,0.625300927,FALSE,NA,uncertainty,2016-07-21-national-convention-cleveland_35,neither,neither,neither
54,0.66226828,0.33773172,"Ford is moving all of its small car production to Mexico. When I'm President, if companies want to fire their workers and leave for Mexico, then we will charge them a 35% tax when they want to ship their products back into the United States. That means the companies won't leave in the first place and, if they do, we'll at least make money when they ship their products across the border.",0.324536561,FALSE,NA,uncertainty,2016-10-21-fletcher-north-carolina_6,neither,neither,neither
55,0.000178837,0.999821163,"These are our values and these are the principles of our economic plan for a stronger America. It's a plan that creates good jobs here in America; a plan that gives relief to middle-class families struggling to pay the bills; and a plan that puts our fiscal house in order and makes our economy more competitive so that we can invest in the high-wage, middle-class jobs of tomorrow. First, we will create good-paying, middle-class jobs right here in America. Today, if a company is torn between creating jobs in Michigan or Malaysia, we now have a tax code that encourages you to go overseas. George Bush thinks that's right. I believe it's wrong. And as President, I will end it.",0.999642325,FALSE,FALSE,random,2004-09-15-economic-club-2_16,neither,neither,neither
57,0.000184713,0.999815287,"I understand the West Jefferson High School Band played. I thank them for that. I want to thank Congressman Cleo Fields for coming with me tonight and for all the work he's doing on our behalf, thank you. My good friend, Congressman Bill Jefferson, who plays both sides of the river here, and that's good politics. Sometimes it's not good in public life to straddle the fence, but I picked up pretty quick it's a good thing to straddle this river. If his in-laws hadn't been from here I think he would have moved them over here just to make sure he was covered.",0.999630574,FALSE,FALSE,random,3268_2,neither,neither,neither
60,0.000827472,0.999172528,"I've got a big difference with Governor Clinton on crime. You know, in Arkansas, prisoners spend 20 percent of their sentences and that's all; federal government, it is 85 percent of their sentences in jail. It's my firm belief that we need to back up our police officers more. We need to have a little more compassion for the victims of crime and a little less for the criminal element. Thank God for the local police that are out there standing up against these drug and criminal elements. Our police officers are trying to make our neighborhoods safer. And the other day I was endorsed by eight people, came up from Arkansas, and they were the Fraternal Order of Police from Little Rock, to endorse me for president of the United States.",0.998345056,FALSE,FALSE,random,3182_14,neither,neither,neither
61,0.000217841,0.999782159,"What did you invest in? Mr. Piunno. We—where? We invested in equipment, digital printing equipment, black equipment, and full-color equipment.",0.999564318,FALSE,FALSE,random,2004-09-04-broadview-heights-ohio_36,neither,neither,neither
62,0.000179241,0.999820759,"I thought I would like to come out and take a look at you, because you are going to be responsible for my Medicare, and I want to know if you are for it, like I am, or against it, like Nixon. I just want to know. Yes--in very serious terms, you will be responsible for at least designing the plans for the education of my grandchildren.  I want to know whether or not you are going to still believe that this country is rich enough, big enough, and good enough, to provide excellence in education.  I want to know whether or not you are going to believe that the federal government has the responsibility to be of help to students in colleges and universities, so that everyone who so desires and is capable can have the experience of education--from preschool--up through college.  Or whether you are going to identify yourself with a philosophy that says you can go it on your own.",0.999641517,FALSE,FALSE,random,2063_8,neither,neither,neither
63,0.331908338,0.668091662,"And they take - in the case, they take - Mexico takes care of your air conditioner, and they fire their 1,400 people who were so great to me. And they think they're going to make air conditioners in their beautiful new plant in Mexico, and sell them across the border and make lots of money, and we have all the employment. Not going to happen. We're going to put a 35 percent tax on and they're staying in the United States",0.336183324,FALSE,NA,uncertainty,2016-10-12-pavilion-ocala-florida_155,neither,neither,neither
66,0.427107825,0.572892175,"Imagine if we had spent this money rebuilding the inner cities of Philadelphia. Instead, we spent trillions on foreign countries and left our own to crumble. We defend other countries' borders, invest in their resources, but abandon our own. The plan I am proposing targets substantial new investment here at home to fix America's transportation, drinking water, and other vital infrastructure. This can be achieved through a focus on public-private partnerships, proven financing programs, and tax credits that incentivize companies to make major job-and-wealth producing investments in the local economy.",0.145784349,FALSE,NA,uncertainty,2016-10-21-center-newtown-pennsylvania_6,neither,neither,neither
67,0.203483236,0.796516764,"To defeat Islamic terrorism we must also speak our forcefully against a hateful ideology that provides the breeding ground for violence and terrorism to grow. It's a breeding ground. It's a terrible, terrible breeding ground.",0.593033528,FALSE,NA,uncertainty,2016-08-15-university-youngstown-ohio_44,neither,neither,neither
68,0.387779687,0.612220313,"Now, Ford is moving all if its small car production to Mexico. A Trump Administration will stop the flight of American jobs. If Ford, or another company, announces they want to move their jobs to Mexico or another country, then I will pick up the phone – I will call the executives – and I will tell them that if they want do that, we will charge a 35% tax when they try to ship their products back across the border.",0.224440627,FALSE,NA,uncertainty,2016-10-31-campus-warren-michigan_20,neither,neither,neither
81,0.000195544,0.999804456,"But guess what? It has now become clear that under the Bush administration the policy of this government is that foreign companies located in the United States should pay lower taxes than American companies located here with the same income. I want foreign investment in America, but I want people here to pay their fair taxes, no matter who they are, no matter where they're from. Everybody ought to be on the same playing field.",0.999608912,FALSE,FALSE,random,3018_7,neither,neither,neither
84,0.000291012,0.999708988,"We are developing a sensible national missile defense, but we must not--not now, not by the year 2000--squander $60 billion on an unproved, ineffective Star Wars program that could be obsolete tomorrow. We are fighting terrorism on all fronts with a three-pronged strategy. First, we are working to rally a world coalition with zero tolerance for terrorism. Just this month I signed a law imposing harsh sanctions on foreign companies that invest in key sectors of the Iranian and Libyan economies. As long as Iran trains, supports and protects terrorists, as long as Libya refuses to give up the people who blew up Pan Am 103, they will pay a price from the United States.",0.999417976,FALSE,FALSE,random,3190_66,neither,neither,neither
87,0.452529513,0.547470487,"When we came to Washington, we faced a near crisis in Central America--a crisis that could, over time, have resulted in a direct threat to our southern border. Despite the roadblocks thrown in our way by some liberals in the House of Representatives, we've prevented what might have become or mushroomed into a major catastrophe in Central America. The danger isn't gone, but I'm proud to say not one square inch of territory has been lost to Communist aggression in the world in these last three-and-a-half years. It's vital that we make certain the voters understand how important it is to elect a Congress which will support our efforts to keep America growing and building, to keep America strong and proud. Now, there's some fine people running for the House here in Texas, and I know you're putting out the maximum effort to get them elected. I understand that your voter registration efforts have been tremendous. Senator Tower and so many others of you are doing a fantastic job. And let's make certain that on Election Day the voters send Phil Gramm to the United States Senate.",0.094940973,FALSE,NA,uncertainty,2812_18,neither,neither,neither
90,0.158787693,0.841212307,"The U.S. Customs agents with whom I met today at the International Bridge between Texas and Mexico are representative of the many thousands of dedicated federal, state, and local law enforcement officials engaged in our total war against drug abuse all across this country--men and women to whom every American owes a debt of gratitude for their efforts to defeat the menace which is truly """"public enemy number one."""" Keeping heroin and all dangerous drugs out of the United States is every bit as crucial as keeping out armed enemy invaders. In this effort, the Bureau of Customs is one of our first lines of defense. Its agents on all our coasts and borders do an important job comprised of equal parts of vigilance, exacting detail, tedium, and constant danger. Here in Laredo these men put their lives on the line daily, as do their Mexican counterparts across the border in Nuevo Laredo, in order to help save countless other lives from drug addiction.",0.682424613,FALSE,NA,uncertainty,2315_0,neither,neither,neither
91,0.337068171,0.662931829,"And we've got to do something about the epidemic of gun violence that has taken too many, too many lives in our country. Again, I think we can come together. A very long majority of Americans and a majority of gun owners believe in comprehensive background checks. They believe in the Second Amendment, as I do. They believe in the right of individuals to have guns, as I do. But they believe, along with me, that we should not let guns fall into the wrong hands of people who will use them to kill other people, and make it so easy to get them.",0.325863659,FALSE,NA,uncertainty,2016-09-27-raleigh-north-carolina_34,neither,neither,neither
94,0.878649741,0.121350259,"And we will cut in half, in the first four years, drug use ages twelve to seventeen if we have to send the National Guard to the border to keep drugs from coming into America in the first place. So I might say that I'm a little hoarse, but I'm in good shape. We're excited about this campaign. New Mexico is very, very important. I need your votes. And when this tax cut takes effect, Bill Clinton will be eligible, if he leaves his change of address, we'll send him the check.",0.757299481,FALSE,NA,uncertainty,3377_11,neither,neither,neither
96,0.702378392,0.297621608,"And the second one deals with parents, mostly fathers, who refuse to make child-support payments. They're called the """"deadbeat dads""""."""" And right now, a single mother in Detroit can struggle to keep the kids fed on a small salary while their father's on a lark in Chicago. He could be way behind on child support, but no one can touch him across state lines. Well, that's a disgrace, and now the long arm of the law can reach over the border and tell that dad to pay up or go up the river.",0.404756785,FALSE,NA,uncertainty,3161_14,neither,neither,neither
97,0.00018853,0.99981147,"And what is the other charge my opponent makes against your President? Oh, he says, that under President Eisenhower America has become second, that she's second in education, that our science is second, that we have the worst slums, that we have the most crowded schools, that we're second in space. Listen my friends: anybody who says that America is second-rate like that doesn't deserve to be President of the United States. My friends, we're not going to choose as captain of the team a man who is running down the team not only at home, but abroad.",0.99962294,FALSE,FALSE,random,1867_10,neither,neither,neither
100,0.370476712,0.629523288,"General Barry McCaffrey, a four-star general, was appointed to lead our war on drugs after he led our troops south of the border, and did so much to keep drugs from coming into America. His strategy is targeted at doing those things which will keep drugs away from our children. We've proposed the largest antidrug effort in history, and I hope Congress will give us the extra $700 million we ask for, so that we can do everything possible to really, effectively, turn these trends around and make sure that we have drug use going down, not just among adults, which it is--cocaine use has dropped by a third among adults in the last four years--we have got to get drug use going down among our children. We can't have these kids out there believing they are not in danger when they are, and you have to help.",0.259046575,FALSE,NA,uncertainty,3213_34,neither,neither,neither
102,0.450079677,0.549920323,"Let me take this opportunity to thank our wonderful police and law enforcement officers. This state has known unbelievable heartache in recent days after the murder of 5 police officers, and the wounding of another 7, in the assault on Dallas. We pray for the families, and hope for the speedy recovery of the wounded.",0.099840645,FALSE,NA,uncertainty,2016-08-23-arena-austin-texas_7,neither,neither,neither
103,0.000196348,0.999803652,"Second, I will propose and sign into law reforms to prevent financial firms from concealing their bad practices. An inexcusable lack of financial transparency allowed Wall Street firms to engage in reckless behavior that padded their profits and fattened executive bonuses when times were good, but now imperil the financial security of millions of Americans when their bets turned sour. So much of the damage to our economy could have been avoided if these practices had been exposed to the light of day. Americans have a right to know when their jobs, pensions, IRAs, investments, and our whole economy are being put at risk by the recklessness of Wall Street. And under my reforms for the financial sector, that fundamental right will be protected.",0.999607304,FALSE,FALSE,random,2008-09-19-bay-wisconsin-0_13,neither,neither,neither
106,0.150723382,0.849276618,It'll be important that we create an environment in which our police and our communities can work together and trust each other. I believe we are safer when everyone has respect for the law and everyone is respected by the law. And that's what we're going to work for.,0.698553236,FALSE,NA,uncertainty,2016-11-04-market-detroit-michigan_24,neither,neither,neither
108,0.602809876,0.397190124,"Democratic countries do not go to war with one another. They don't sponsor terrorism, or threaten one another with weapons of mass destruction. Precisely because they are more likely to respect civil liberties, property rights, and the rule of law within their own borders, democracies provide the best foundations on which to build international order. Democracies make more reliable partners in diplomacy and trade, and in protecting the global environment, something we must do more of in the years ahead.",0.205619752,FALSE,NA,uncertainty,3020_13,neither,neither,neither
114,0.000203031,0.999796969,"Q. Monday. The President. Monday? Yes, we'll know pretty soon.",0.999593939,FALSE,FALSE,random,2004-09-10-discussion-portsmouth-ohio_172,neither,neither,neither
117,0.300428371,0.699571629,"The question of whether we have peace at home, that's on the line in this campaign. Whether we are going to be able to restore respect for law and respect for order, and whether we have justice in this land. That's what is a question.",0.399143259,FALSE,NA,uncertainty,2180_10,neither,neither,neither
121,0.190322755,0.809677245,"There is another form of radical extremism--just as dangerous, just as corrosive to our liberties--the extremism of those who preach disrespect for our courts--for certain laws--who play to the basest fears and deepest suspicions of our people. Mark my words carefully: this strategy of organized hate--if left unanswered and unchecked--can lead America to disaster--just as surely as the radical tactics of the shouters and disrupters. The former governor of Alabama says he is running on a platform of law and order.",0.619354489,FALSE,NA,uncertainty,2047_12,neither,neither,neither
123,0.497234827,0.502765173,"Decent shelter and decent education are important to all Americans. They aren't the only matters on which the President has talked but not acted, where he has preached but not led. Let me remind you of his position on the immigration laws.",0.005530346,FALSE,NA,uncertainty,1351_12,neither,neither,neither
124,0.000176271,0.999823729,"But, my friends, to come back to my home county to receive from you perhaps one of the greatest welcomes I have ever had in any appearance across the country. I know the chairman, Bob Finch, all the others, said, """"Just wait until you get to Orange County. We'll top everything.""""",0.999647458,FALSE,FALSE,random,2162_1,neither,neither,neither
126,0.355892188,0.644107812,"I have an announcement this morning before taking off for Washington and Oregon. I'm pleased to announce that the Secretary of Commerce will designate 36 counties along our border with Mexico--in California, Arizona, New Mexico, and Texas--as the Southwest Border Economic Development Region. This region is being established in response to a request by Governor Brown, together with the Governors of New Mexico, Arizona, and Texas.",0.288215624,FALSE,NA,uncertainty,2500_0,neither,neither,neither
131,0.000317663,0.999682337,"My opponent recently announced that he is the conservative—the candidate of """"conservative values""""—must have come as a surprise to a lot of his supporters. There's some problems with this claim. If you say the heart and soul of America is found in Hollywood, I'm afraid you are not the candidate of conservative values. If you voted against the bipartisan Defense of Marriage Act, which President Clinton signed, you are not the candidate of conservative values. If you gave a speech, as my opponent did, calling the Reagan Presidency 8 years of """"moral darkness,"""" then you may be a lot of things, but the candidate of conservative values is not one of them.",0.999364674,FALSE,FALSE,random,2004-09-02-convention-new-york_33,neither,neither,neither
133,0.124356305,0.875643695,"But perhaps on no other issue is the dividing line so clear, on no other issue is my opponent's philosophy so completely at odds with mine, and I would say, with the common sense attitudes of the American people, than on the issue of crime. Let's talk common sense for a moment.  I believe that the first priority of our law enforcement system must be the peace of our neighborhoods and the safety of ordinary law-abiding citizens.",0.75128739,FALSE,NA,uncertainty,2969_2,neither,neither,neither
136,0.642767584,0.357232416,"Enforcement of Immigration Laws Ms. Salinas. Mr. President, the fact that you announced—you mentioned the deferred action was granted months before the election has led some of your critics to say that it was just only to win the Hispanic vote. Why didn't you do that earlier during your Presidency?",0.285535167,FALSE,NA,uncertainty,2012-09-20-question-and-answer_35,neither,neither,neither
137,0.796351151,0.203648849,"Frankly, law-abiding Americans are fed up with the cruel and unusual punishment inflicted on them by those who are soft on crime. So I would like to strengthen the rights of victims and I have some ideas for how we can do that. Here are just a few:",0.592702302,FALSE,NA,uncertainty,2971_26,neither,neither,neither
138,0.517945703,0.482054297,"Francis Garcia--Francis? She's a commissioner of the Copyright Royalty Tribunal. And as you know, the federal co-chairman of the Southwest Border Regional Commission is the federal representative who ties together the southwestern states, relates them one to another, to Mexico as well, and to our federal government. And Cristobal Aldrete is the co-chairman representing the federal government, and he administers that major responsibility.",0.035891405,FALSE,NA,uncertainty,2570_13,neither,neither,neither
142,0.000206207,0.999793793,"Coming to Ohio this time, I could not but reflect on the occasion over 30 years ago when two citizens of this state were running against each other for the presidency. In 1920, as you will recall, the big issue was American membership in the League of Nations. James M. Cox of Ohio, the Democratic candidate--and his running mate, Franklin D. Roosevelt--stood solidly for the League. A lot of Republicans were for the League too. Some of them thought perhaps they could best work for peace by supporting the party of Woodrow Wilson.",0.999587586,FALSE,FALSE,random,952_17,neither,neither,neither
144,0.000182134,0.999817866,"I wonder if she had -- I wonder if she had the questions in my debates. I don't think so because she didn't do that well. I don't think so. I don't think so. But the years of betrayal will end. And they will end. And they're going to end quickly. They're going to end as of the day we take office, which is going to be very, very soon.",0.999635732,FALSE,FALSE,random,2016-11-07-raleigh-north-carolina_17,neither,neither,neither
147,0.158929008,0.841070992,"As I said in the beginning, think about everything that is important to you, whether it is jobs and rising incomes, whether it is education, healthcare, whatever it might be. Whether it is protecting our rights. People who have fought so hard, whether it is immigration reform, whatever it might be, think about it because you know what?",0.682141984,FALSE,NA,uncertainty,2016-10-12-state-fairgrounds-pueblo_54,neither,neither,neither
150,0.360829975,0.639170025,"Drug use has doubled ages 12 to 17 in the last forty-five months, while Clinton was AWOL. He's been AWOL before, but he's been AWOL on the war on drugs, AWOL on the war on drugs. He cut interdiction; he cut the drug czar's office. Then he says, """"Well, this ought to be bipartisan, nonpartisan."""" He is the President. He didn't believe it was necessary. He said, """"Oh, we ought to have more treatment, more treatment."""" Why not a little prevention? Why not stop drugs at the border, so they never are used by young people in America?",0.27834005,FALSE,NA,uncertainty,3363_37,neither,neither,neither
152,0.88050311,0.11949689,"2. The Offshoring Act Establishes tariffs to discourage companies from laying off their workers in order to relocate in other countries and ship their products back to the U.S. tax-free. They leave the United Stated like carrier like forward like so many others. They leave the United States and fire all of their employees. They go to Mexico or another country. They build a beautiful brand new plant. They hire other people. They then take their air conditioners, their cars, whatever they're making. They send it tax free across what will be a very strong border believe me but they send it tax free across the border and what do we end with we have?",0.761006219,FALSE,NA,uncertainty,2016-10-22-eisenhower-complex-gettysburg_42,neither,neither,neither
155,0.458385942,0.541614058,"And to those who say that law and order is the code word for racism, there and here is a reply: our goal is justice for every American. If we are to have respect for law in America, we must have laws that deserve respect. Just as we cannot have progress without order, we cannot have order without progress, and so, as we commit to order tonight, let us commit to progress.",0.083228116,FALSE,NA,uncertainty,2148_30,neither,neither,neither
156,0.754785109,0.245214891,"Today, on a very complicated and very difficult subject, you will get the truth. The fundamental problem with the immigration system in our country is that it serves the needs of wealthy donors, political activists and powerful, powerful politicians. It's all you can do. Thank you. Thank you.",0.509570219,FALSE,NA,uncertainty,2016-08-31-center-phoenix-arizona_8,neither,neither,neither
159,0.000171999,0.999828001,"I was delighted--and now to come to Allstate, it really is tremendous. But let me say one thing, that if you have time tonight, I would hope that you would take thirty minutes and watch a program we are putting on Channel 7. The master of ceremonies is going to be somebody you have heard of, particularly if you are interested in sports. Joe Garagiola is going to be the master of ceremonies. Joe is one of the individuals who volunteered to come out and be an active supporter and campaigner with me; in addition, a former colleague of ours, a good Democrat from the state of Oregon, former Congresswoman Edith Green, and I think we are going to have Chuck and maybe some others on the program. It will give you, I think, a new flavor.",0.999656002,FALSE,FALSE,random,2509_1,neither,neither,neither
162,0.568071871,0.431928129,The President. Right. Q. It was eradicated there and traced by DNA—every offspring—and traced to a herd back in Canada. The border was closed and is closed—Canadian beef and dairy animals. I just wondered if you could tell me about a timetable——,0.136143742,FALSE,NA,uncertainty,2004-09-10-discussion-portsmouth-ohio_160,neither,neither,neither
166,0.000184415,0.999815585,"Thank you very much, Ben Jensen, for introducing me to your constituents here in Atlantic as generously as you have, and while I am expressing thanks, may I tell all of you how much Pat and I appreciate the fact that you've been standing here for quite a spell.  We're running a little late, and we do want you to know that we appreciate your coming out and waiting for us and delaying your lunch until we got here. As a matter of fact, I'm going to make my talking part of this program rather brief so you can get on with the eating part as well.  And I see that each of you, at least, will have a souvenir of having had lunch with Pat and Dick, so we at least have to have some of this lunch or that won't mean anything.",0.99963117,FALSE,FALSE,random,1760_0,neither,neither,neither
168,0.797597138,0.202402862,"We had a victory in the war on drugs within our grasps; we could almost feel it. A new message was sent from the White House beginning in 1993. We saw the so-called drug czar's office, the Office of National Drug Control, slashed by 83 percent. We saw efforts to scale back interdiction, which would have stopped drugs before they reached our shores or crossed the borders.",0.595194276,FALSE,NA,uncertainty,3302_23,neither,neither,neither
169,0.581740026,0.418259974,"But to fix our immigration system, we must change our leadership in Washington and we must change it quickly. Sadly, sadly there is no other way. The truth is our immigration system is worse than anybody ever realized. But the facts aren't known because the media won't report on them. The politicians won't talk about them and the special interests spend a lot of money trying to cover them up because they are making an absolute fortune. That's the way it is.",0.163480052,FALSE,NA,uncertainty,2016-08-31-center-phoenix-arizona_7,neither,neither,neither
170,0.000214328,0.999785672,"Audience members. Boo-o-o! The President. When you're out there campaigning, tell people about this statistic: Only four United States Senators voted to authorize the use of force and then voted against funding for our troops. And two of those four are my opponent and his runningmate. They asked him. Of course, you know this. He said his answer to why he voted the way he did, he said, """"I actually did vote for the $87 billion, before I voted against it."""" You've heard that. They then said, well—they kept pressing him. He said he was proud of his vote. And finally, he just said, """"The whole thing was a complicated matter."""" There's nothing complicated about supporting our troops in combat.",0.999571344,FALSE,FALSE,random,2004-09-24-remarks-racine-wisconsin_49,neither,neither,neither
172,0.000177031,0.999822969,"There's another thing we've got to remember.  You know a lot of well-intentioned people come to me sometimes and they say, """"Mr. Nixon hasn't President Eisenhower been too tough?  On this Quemoy and Matsu, why didn't he turn over those islands to the Communists?  Why run the risk of war over them?""""",0.999645939,FALSE,FALSE,random,1844_8,neither,neither,neither
174,0.644768076,0.355231924,"But you also see a Republican nominee for president who incites hatred and violence like we've never seen before in any campaign. Hate speech being normalized. The dog whistles are out in the open. And yet, despite this, I remain convinced America's best days are ahead of us. In large part, that's because of the inspiring young people I meet every day.",0.289536153,FALSE,NA,uncertainty,2016-09-19-university-philadelphia-pennsylvania_14,neither,neither,neither
177,0.000311125,0.999688875,Thank you. Thank you. Thank you everywhere. Thank you. Thank you very much. Thank you. Thank you. I appreciate it.,0.999377749,FALSE,FALSE,random,3355_0,neither,neither,neither
180,0.000198773,0.999801227,"In a Dukakis Administration, we're going to have a Trade Representative who can tell the difference between right and wrong. And there will be no trips to Bitburg. Beginning on January 20, we're going to have a president who will work for peace in the Middle East from the day he takes office until that long awaited dream is fulfilled.",0.999602454,FALSE,FALSE,random,2889_17,neither,neither,neither
181,0.000204266,0.999795734,"My plan begins—any good plan begins with making sure our economy continues to grow. The global market is expanding and creating new markets and new competition. My view is, to create more jobs here in America, this has got to be the best place in the world to do business. That's why we will expand trade in a fair way. Look, we open up our markets, and it's good for you that we do. See, if you have more choices, you're likely to get a product you want at a better price and higher quality. What I'm saying when it comes to trade to other countries is you treat us the way we treat you. We can compete with anybody, anywhere, anytime, so long as the playing field is level.",0.999591468,FALSE,FALSE,random,2004-09-03-remarks-moosic-pennsylvania_19,neither,neither,neither
182,0.749984245,0.250015755,"As walls come down around the world, so must the walls in our minds between our domestic policy and our foreign policy. Think about it. Our prosperity as individuals, communities and a nation depends upon our economic policies at home and abroad--on Detroit's empowerment zone and your commitment to an airport facility that will connect you better to the rest of the world. Our well-being as individuals, communities and a nation depends upon our environmental policies at home and abroad. Our security as individuals, communities, and a nation depends upon our policies to fight terrorism, crime and drugs at home and abroad. We reduce the threats to people here in America by reducing the threats beyond our borders. We advance our interests at home by advancing the common good around the world.",0.499968491,FALSE,NA,uncertainty,3263_7,neither,neither,neither
183,0.000217938,0.999782062,"Audience members. Boo-o-o! The President. If that didn't pass a """"global test,"""" nothing will pass a """"global test."""" Listen, I'll continue to build strong alliances. We'll work with our friends and allies. But I will never turn over America's national security decisions to leaders of other countries.",0.999564124,FALSE,FALSE,random,2004-10-19-port-richey-florida_60,neither,neither,neither
184,0.383780392,0.616219608,"Let's talk about another issue that is important to our future, and the future of our children. That's the issue of crime. Violent crime is rising across the country. More than 2,700 have been shot in Chicago alone this year.",0.232439217,FALSE,NA,uncertainty,2016-08-23-arena-austin-texas_5,neither,neither,neither
187,0.251987838,0.748012162,"Our crackdown on crime, thanks to energetic support from citizens groups and local law enforcement agencies, has produced the sharpest drop ever in the history of the Crime Index. We intend to keep cracking down until your families and friends can walk your streets again without fear. And let's make a national commitment to save our children from the drug abuse that poisons their minds and bodies.",0.496024325,FALSE,NA,uncertainty,2880_21,neither,neither,neither
188,0.452045323,0.547954677,"The second highest aggravated assault rate.  And he talks about law and order.  A man who obeys the court orders that he likes, defies the ones that he doesn't.  A man who supports the laws that he wants to, and disobeys the others.",0.095909355,FALSE,NA,uncertainty,2073_22,neither,neither,neither
189,0.802243683,0.197756317,"And then he claimed that President Bush, and I quote--and this is his quote--""""hasn't fought a real war on drugs. I will,"""" end of quote. Yet the President immediately gutted the drug war and barely mentioned it in any public statement in three years. He cut the so-called drug czar's office 83 percent. When you want to stop it at the border, you've got to have funds. He cut funds for that 30 and 40 percent.",0.604487366,FALSE,NA,uncertainty,3336_30,neither,neither,neither
191,0.000211554,0.999788446,"I was a beneficiary of the GI bill many years ago when I got out. They didn't say to me you can't only go to a state school, or you must go to a religious university, or whatever it is. What happened there, these kids coming out of the service were given the GI bill, and they could go to the schools of their choice. It strengthened every single university. The same thing can happen now at the K-through-12 level, and that's what we're talking about here.",0.999576892,FALSE,FALSE,random,3082_15,neither,neither,neither
198,0.000201736,0.999798264,"Our people are being hit on all sides, by rising prices, layoffs, shorter working hours, and smaller real paychecks. This administration has made working men and women the hostages in their fight against inflation, and yet in the last three months, inflation has still been running at a 6 percent rate. Wholesale prices of the materials that go into consumer goods have been rising at a 10 percent rate. This will mean even higher consumer prices in the months ahead.",0.999596528,FALSE,FALSE,random,2408_3,neither,neither,neither
199,0.424741053,0.575258947,"Lorraine asked a question about immigration. She wanted to know what th future was of legal immigration in this country. And — and again, the president — you know, we had a question for him. I said, Mr. President, will you explain to us why it was that having — during your campaign said your highest priority would be to file a bill in your first year — first year, when there was a Democrat House and Democrat Senate — you would file a bill to reform our immigration system, and you did not do that. You didn't promise you'd get it passed, you just said you'd file it, and you did not even do that. He had no answer for that either.",0.150517893,FALSE,NA,uncertainty,2012-10-17-rally-leesburg-virginia_8,neither,neither,neither
