,Unnamed: 0,Speech_id,par_id,text,label,annotated_at,drawn,label2,l1vsl2
225,225,1772,19,"First, we have a record, a record of which we are proud.  There are many things that I think the people of America will be grateful to Dwight Eisenhower for.  They will be grateful to him because he brought such tremendous dignity and stature to the highest office of this land, the presidency of the United states.",not populist,11/17/20 15:40,randomly,not populist,agree
226,226,2004-08-12-remarks-carson-california,3,"The road to this America takes us in a new and better direction. It's based on telling the American people the truth – not selling them shop-worn slogans. But, in the last week, we've been told over and over again that America has turned the corner.",not populist,11/17/20 15:41,randomly,not populist,agree
227,227,945,8,"If our question, then, is what we are going to do about inflation, we must first be sure we understand what causes it. Those who let their politics impeach their honesty tell you that inflation is the product of governmental waste and mismanagement. Whether this is legitimate politics I shall not presume to say. But as an explanation of the causes of inflation, it is pure poppycock. It's like a husband coming into the kitchen, seeing one potato peeling that is too thick, and exploding that now he knows why you can't make ends meet. I'm for the government's peeling its potatoes with a sharp knife and a miserly eye. And I've done some sharp and miserly peeling in Illinois myself. But I'm not going to fool myself or you that meeting a nation's inflation problem is that simple.",not populist,11/17/20 15:43,randomly,not populist,agree
228,228,2004-10-29-columbus-ohio-2,2,"It's great to be back in Columbus. I don't know if you know this or not, but my grandfather was raised here. So why don't you send a home boy back to Washington? We love campaigning in your State. Ohio is a wonderful place. I'm campaigning hard to let people know that I've got an agenda for 4 more years.",not populist,11/17/20 15:44,randomly,not populist,agree
229,229,2012-11-04-concord-new-hampshire,11,"The President. Now, New Hampshire, in 2 days, you're all going to have a choice to make. And it's not just a choice between two candidates or two parties. It's a choice between two different visions for America, between a return to the top-down policies that crashed our economy and an economy that's built from the middle out and the bottom up and creates a strong, growing middle class.",not populist,11/17/20 15:44,randomly,not populist,agree
230,230,1304,4,"Just one or two items that are in this program of fear, and I will be on my hasty way through this section of New York state. They fear, they say, that these Republican, Independent and enlightened Democratic friends of mine will bring on a depression; that we may be able to lead the country toward peace, but if we do, there will be no jobs, men will be out of work, there will be breadlines--all that sort of bunk.  Now, the first thing that is necessary to lead our country toward peace is a strong America; and the first thing that means a strong America is an employed America--a prosperous America--that stands as an example of what free government can do for its citizens in this world.  That is the purpose to which this crusade is dedicated.",not populist,11/17/20 15:45,randomly,not populist,agree
231,231,2016-09-30-showplace-novi-michigan,28,"The catastrophe known as Obamacare will be repealed and replaced. And the disastrous trade deals, like NAFTA, that have caused so much pain in Michigan, will be renegotiated – and we will bring back your auto-manufacturing. Michigan has lost more than 1 in 3 of its manufacturing jobs since the twin disasters of NAFTA and China's entrance into the WTO – both deals pushed by Bill Clinton and supported by Hillary Clinton.",not populist,11/17/20 15:46,randomly,not populist,agree
232,232,2008-10-31-moines-iowa-1,14,"That's how we'll steer ourselves out of this crisis - with a new politics for a new time. That's how we'll build the future we know is possible - as one people, as one nation. And that's why I'm running for President of the United States of America.",not populist,11/17/20 15:46,randomly,not populist,agree
233,233,2284,30,"So, this is what I would do to bring America home from a hated war. And it is a program that will work. The people of France were once trapped in Vietnam, even as we are, but in 1954 they chose a new president, Pierre Mendes whose highest commitment was to achieve peace in Indochina. His program was very similar to mine. And within just five weeks, the war was over. Within three months, every last French prisoner had been returned.",not populist,11/17/20 15:46,randomly,not populist,agree
234,234,1351,15,"Words--empty words--have nowhere been so damaging and nowhere so cruel as in the Republican discussion of foreign policy. Those of Polish and Eastern European origin will remember particularly how the Republican orators--how Secretary of State Dulles--talked about """"liberation"""" four years ago. This talk of liberation also had only one purpose. It was to win votes from the gullible by creating hopes of rescuing friends and relatives who lived behind the Iron Curtain. And they know now how cynical and empty that talk was. Instead of liberating anyone, four years later half of Indochina is gone and Soviet influence is spreading even in the political and economic field.",not populist,11/17/20 15:47,randomly,not populist,agree
235,235,1327,2,"Well, the American people won't be fooled. What matters is not what it says on the label, but what is inside the package. And inside the Republican package is the same old stuff, the same Old Guard, the same old promises they make every four years. They still shine--but then, why shouldn't they? They've never been used.",not populist,11/17/20 15:47,randomly,not populist,agree
236,236,2012-10-11-2012-fundraiser-miami,19,"We can create more jobs by controlling our own energy. There are thousands of Floridians right now who are making a great living promoting solar energy and wind energy and clean energy all across this State. We doubled our investment in clean energy, which is creating jobs and is good for our environment. And we also raised fuel standards so that by the next—middle of the next decade, your cars and trucks will go twice as far on a gallon of gas.",not populist,11/17/20 15:47,randomly,not populist,agree
237,237,2004-10-27-remarks-vienna-ohio,17,"Audience members. Boo-o-o! The President. So they asked him about that vote, and you might remember perhaps the most famous quote of the 2004 campaign when John Kerry said, """"I actually did vote for the $87 billion, right before I voted against it.""""",not populist,11/17/20 15:48,randomly,not populist,agree
238,238,2004-09-06-poplar-bluff-missouri,41,"Before the Commander in Chief commits troops into combat, we must try all means to solve a problem. That's why I went to the United Nations. I was hoping that diplomacy would work. The United Nations looked at the same intelligence I looked at. They remembered the same history of Saddam Hussein that we remembered. And they voted 15 to nothing, and the U.N. Security Council said to Saddam Hussein, """"Disclose, disarm, or face serious consequences."""" The world spoke again.",not populist,11/17/20 15:49,randomly,not populist,agree
239,239,2260,0,"Thank you very much Chairman Joe Crangell, County Chairman Larry Kirwin, Abe Chapman, Jim Colombo, Midge Castanza, who just led us in a great cheer, Frank Lamb, Sam Slotnik, and my fellow Americans: Now I come here to Rochester this afternoon with some very good news. It may be that the Gallup Poll shows us behind, but the Liberty Poll here in Rochester shows that we are going to win this election. For the past three weeks, while Mr. Nixon has been sitting smugly on his Gallup Poll behind the White House, I have been out across this country talking to the people of America--to the old people, the young people and to those in between, and everywhere I have gone all across this land, what I have thought is an almost desperate hunger on the part of the people of this land to make America once again the kind of a great and good and peaceful and just land that it ought to be.",not populist,11/17/20 15:50,randomly,not populist,agree
240,240,2176,55,"Q: The question was raised a minute ago about answering in generalities, and you asked for a specific question. I thought that your answer to the young gentleman on the abolishment of the draft or the changes in draft was pretty general. You suggested that it should be considered changing to drafting men in the younger years rather than at graduate student level? As president would you direct that the draft change its process in this way?",not populist,11/17/20 15:50,randomly,not populist,agree
241,241,2288,16,"""""By giving the American people full access to the facts of political campaigning, this legislation will guard against campaign abuses and will work to build public confidence in the integrity of the electoral process."""" In light of the record, I frankly don't feel much confidence when I know that Mr. Nixon is sitting on a $10 million secret fund. How does the Nixon administration respond?",not populist,11/17/20 15:51,randomly,not populist,agree
242,242,2012-09-21-rally-woodbridge-virginia,19,"But now you've got a choice. The other side, they want to gut education to pay for more tax breaks for the wealthy. I think that's the wrong way to go. I think we can decide that in the United States of America, no child should have her dream deferred because of an overcrowded classroom. No family should have to set aside a college acceptance letter because they didn't have the money. No company should have to look for workers in China because they couldn't find ones with the right skills right here in Virginia.",not populist,11/17/20 15:51,randomly,not populist,agree
243,243,2115,30,"Now, Mr. Nixon, I notice the other day that you said you were for Medicare.  I guess it is because he is getting a little older.  Well, I want to reassure him that after this election is over, we will provide him social security, we will give him Medicare, he doesn't need to worry about that.  We Democrats will take care of him.  ",not populist,11/17/20 15:52,randomly,not populist,agree
244,244,2081,16,"I don't need to remind you what happened in Waterbury the last time the Nixon Republicans were in.  You remember.  Now, listen, if some of you want a long vacation with no pay, vote Republican.  You will get it.  But if you want to live like a Republican, vote Democratic and you will get it.    ",not populist,11/17/20 15:52,randomly,not populist,agree
245,245,1378,37,"No, I say the way to peace is not through fear and ever more horrible weapons--it is through faith and confidence and raising standards of living among the have-nots--the millions of people who tremble on the sidelines of this mad arms race in helpless terror and expanding hunger. Just because this administration has not been able to make any progress toward safe disarmament or even toward controlling H-bomb development, does not mean that such agreements are forever impossible. No matter which party wins in November, another supreme effort must be undertaken, and if that fails, then another and another--for leaders must lead, else the people perish.",not populist,11/17/20 15:52,randomly,not populist,agree
246,246,2455,7,"Mr. Carter calls our tax system a disgrace to the human race. If that's true, then it's a disgrace to the Democratic majorities in the Congress who have controlled both the House and the Senate, written every tax law and every tax loophole for the last twenty-two years. That's where the blame belongs.",not populist,11/17/20 15:53,randomly,not populist,agree
247,247,2176,11,"I have also indicated criticism of the administration's policy insofar as its information is concerned in Vietnam. I believe that it has failed adequately to inform the American people, the world, as to what our policies are, why we are there, what our objectives are. I think all of these failures have contributed to delaying an end to the war, and I believe that had these criticisms been adhered to or at least paid attention to by the administration that the war would have been ended before now.",not populist,11/17/20 15:54,randomly,not populist,agree
248,248,3358,11,"We start with the basic premise that it's your money, it's your money. It's called a tax cut. We haven't had one in ten years. You've probably forgotten about it. Plus, when candidate Clinton roared into California in 1992 and he told you everything you wanted to hear, in fact he'll tell you again this next week, anything you want, he's for it.",not populist,11/17/20 15:54,randomly,not populist,agree
249,249,1714,1,"The issue for the people of Oklahoma and Arkansas and Texas is not where I go to church.  The issue is: do you want a Republican to lead this country for four more years?  Now he has run on a program that he can stand up to Mr. Khrushchev, and yet this week, in the last days of this vital campaign, what does he do to go through New York?  He gets Nelson and Cabot and calls on the President, and they all drive up Broadway together.  The rescue squad is in full operation.  They are taking him around the country, the four of them, and I understand Alf Landon is joining them this week and Dewey.  They passed under a theater on Broadway which said, """"The King and I.""""  Mr. Nixon is running for the presidency, not the team, not the rescue squad, but Mr. Nixon.  And I don't believe the American people are going to select him to lead them in the next four years.  ",not populist,11/17/20 15:55,randomly,not populist,agree
500,500,2012-10-17-rally-chesapeake-virginia,19,"And I — — and I know — I know something about the greatness of the American spirit. I — I'm convinced that despite all the challenges we face, the debt and the joblessness — the — the challenges we face around the world, schools that are not performing as they should, all of those challenges, I'm convinced, are going to be overcome not by government but by the American spirit, by free people doing what needs to be done to make America stronger. I — I've seen the spirit of America throughout my life. One of my favorite experiences happened a number of years ago that just cemented again in my mind the great qualities of the human spirit that are seen day-in and day-out in American citizens across this country.",not populist,12/2/20 1:21,randomly,not populist,agree
501,501,3164,17,Governor Clinton says he wants to take more tax money to invest. Since when is the government able to invest in anything? You can't do it. I want to see private business invest by giving them tax relief and by getting this deficit down.,not populist,12/2/20 1:22,randomly,not populist,agree
502,502,2348,8,"Finally, let me say a word on another subject that is of great interest to everybody here in this state--I know that it is one of particular concern in this area--and it is that of education, to which I addressed myself just a few days ago on radio.  The best education is the education you get in the school that is closest to your home.  The Senate needs Bob Griffin standing against any kind of program that would bus children away from their homes across town.  We need him in the United States Senate for that kind of leadership.  We also need him because we can have peace abroad, we can have good jobs, and it isn't going to mean anything if our cities are ridden over with crime and drugs and all the other things which are part of modern life.",not populist,12/2/20 1:23,randomly,not populist,agree
503,503,2004-10-04-discussion-clive-iowa,106,"And I want you to hear this statistic. I think it's one of the most powerful statistics of the 21st century. Because we acted, 10 million citizens in that country, 41 percent of whom are women, have registered to vote in the October 9th Presidential election. Amazing, isn't it? It's an amazing statistic. The way I like to describe it is people are emerging from darkness to light because of freedom. And it's in our interest that Afghanistan be free. It's in our interest that we have an ally in the war on terror. It's in our interest that we have a model of freedom in a part of the world where freedom is desperately needed.",not populist,12/2/20 1:23,randomly,not populist,agree
504,504,3338,9,"Now Ronald Reagan thought every day was the Fourth of July, and Clinton thinks every day is Halloween. And that doesn't happen until October 31st. I would say to the President: """"When you come in here on Wednesday for the debate, don't try to frighten everybody in America. And don't take credit for everything.""""",not populist,12/2/20 1:23,randomly,not populist,agree
506,506,2084,9,Who shot from the hip in 1960 and called the Peace Corps a haven for draft dodgers? Who has refused time and again to meet me in open debate before the American people in 1968?  And who's going to wake up on November 6th and feel just like Tom Dewey felt in 1948?,not populist,12/2/20 1:25,randomly,not populist,agree
507,507,1429,4,"Now for some reason or other, the opposition has seen fit to paint a picture of gloom at home and doom abroad; and we can examine exactly what has been happening to see just how much substance there is to this. I would like to make one observation: if you do play politics with our great prosperity, it is just possible that you could destroy it. That we shall not let happen.",not populist,12/2/20 1:25,randomly,not populist,agree
508,508,2012-10-05-rally-fairfax-virginia,21,"Audience member. The President. You've got one? See? I just want to say, she's not a plant.—but you get a rebate if the insurance company spent too much money on administrative costs and CEO bonuses and not enough on your health care.",not populist,12/2/20 1:26,randomly,not populist,agree
509,509,1486,8,"Tonight, we salute George Meany as a symbol of that struggle and as a reminder that the fight to eliminate poverty and human exploitation is a fight that goes on in our own day. But in 1960, the cause of liberalism cannot content itself with carrying on the fight for human justice and economic liberalism here at home. For here and around the world, the fear of war hangs over us every morning and every night. It lies, expressed or silent, in the minds of every American. We cannot banish it by repeating that we are economically first or that we are militarily first, for saying so doesn't make it so. More will be needed than goodwill missions or talking back to Soviet politicians or increasing the tempo of the arms race. More will be needed than good intentions, for we know where that paving leads.",not populist,12/2/20 1:28,randomly,not populist,agree
510,510,3137,3,"Now, look at his record. Look at the record. He is a typical tax-and-spend, big-government, tax-and-spend, coddle-the-criminal man. We don't need that. Don't take my word for it. Ask the folks who know the record best. Ask your brothers and sisters in Little Rock, Fraternal Order of Police in Arkansas, Governor Clinton's hometown. They're endorsing not their governor but, you guessed it, they are endorsing George Bush for president of the United States of America. They're doing this not out of personal spite, but they're doing this because of the record. Arkansas ranks near rock bottom for every important per capita crime dollar it spends: for prisons, forty-sixth; for judicial and legal systems, fiftieth; and when it comes to spending for police officers, Arkansas ranks forty-ninth.",not populist,12/2/20 1:29,randomly,not populist,agree
511,511,1103,1,"My three days have carried me into quite a few corners of our country, so you may be interested in a few observations that I think are accurate. My first two days were spent in six southern cities. I was interested to see what were the subjects that seemed to interest them most, subjects involving national problems and the national scene, and then to compare those with similar reactions in the north. In my opinion they are identical.",not populist,12/2/20 1:30,randomly,not populist,agree
512,512,2012-10-05-event-abingdon-virginia,16,"Now I also — I also believe, in addition to energy, that — that we have an opportunity to create more jobs by selling our goods and services abroad. So I want to open up more trade with other nations. And if China's stealing jobs unfairly, I'll crack down on China. (Cheers, chanting, applause.)",not populist,12/2/20 1:31,randomly,not populist,agree
513,513,2012-09-08-rally-seminole-florida,54,"By the way, I do care. So I like the term Obamacare. Mr. Romney says he's going to repeal it, which means his plan is """"Romney-don't-care.""""",not populist,12/2/20 1:32,randomly,not populist,agree
514,514,2012-09-28-event-wayne-pennsylvania,11,"One of our — one of our national hymns says it well, in my view: O beautiful, for heroes proved in liberating strife, who more than self their country loved and mercy more than life. For all of you who've served in our military, would you please raise your hand? And those that are also in the military today, please raise your hand and be recognized.",not populist,12/2/20 1:35,randomly,not populist,agree
515,515,1009,30,"We are opposing Communism abroad, where its relentless pressure seeks further to narrow the area of freedom. We are opposing it at home where its agents and converts seek to undermine our society and corrupt our government. As I have repeatedly said, the federal government must use all its resources to expose and identify Communistic activity, to keep Communists out of places of responsibility in our society, and to protect our institutions from Communist espionage, sabotage and subversion. ",not populist,12/2/20 1:36,randomly,not populist,agree
516,516,2355,2,"I know, too, that Oklahoma is a team state.  You produce great teams.  You believe in teamwork.  You don't like to have one man cancel out another man's vote.  Let me say that during the years that I have been president, I have had the opportunity to work with many governors.  Of all the fifty governors, in this state one of my closest friends, but more important, one of the ablest men that I have met in terms of knowing the problems of his state, of knowing the problems of this nation, is Dewey Bartlett, and I think that Bartlett and Bellmon would just make a great team in the United States Senate.",not populist,12/2/20 1:36,randomly,not populist,agree
517,517,1376,4,"There is one way and only one way. America must return to the basic principles in which the nation believes. First of all, we must rededicate ourselves to our faith in democracy and make that faith a living principle. In the Middle East, Israel is a beacon of democratic faith and of twentieth century progress. Our policy, therefore, should be founded on the firm cornerstone of the friendship of the American people for its democratic friend--Israel. For three years we have tried the ignoble, expedient policy of isolating Israel and trying to buy the friendship of dictators. Colonel Nasser has given us his answer. Appeasement has once again proved neither wise nor honorable nor expedient.",not populist,12/2/20 1:37,randomly,not populist,agree
518,518,2008-10-03-remarks-abington-pennsylvania,22,"I won't pretend this will be easy or come without cost. We will all need to sacrifice and we will all need to pull our weight because now more than ever, we are all in this together. What this crisis has taught us is that at the end of the day, there is no real separation between Main Street and Wall Street. There is only the road we're traveling on as Americans - and we will rise or fall on that journey as one nation; as one people.",not populist,12/2/20 1:37,randomly,not populist,agree
519,519,1040,8,"You know, they used to say in Washington in the early days of the war that you were likely to contract one of three diseases--either ulcers, galloping frustration, or a sense of humor. I have never felt better; I feel frustrated only by the difficulty I have had in engaging in any genuine debate with the Republicans; and, as far as my sense of humor is concerned, I hope it is intact. And I hope the time will never come when the Republican party gets into office and forbids any humor in political campaigns.",not populist,12/2/20 1:37,randomly,not populist,agree
520,520,2966,1,What I saw was this: a skilled and dedicated American teacher leading talented and eager American students in a search for knowledge. Today they were doing an experiment involving enzymes and acids. Now I hope you'll forgive me if I don't explain in detail what was going on in that class. I haven't been keeping up with new trends in biology because I've been busy with a slightly different experiment that's going on around the country right now.,not populist,12/2/20 1:38,randomly,not populist,agree
521,521,3053,3,"But just listen to this. Look what came out just today or yesterday. I have to put my spectacles on because I want to be fairer to Mr. Bush than he ever is to me. I'm going to read this. Now listen to this. This man who says """"trust"""" without a hint of guilt in his voice, listen to this.",not populist,12/2/20 1:41,randomly,not populist,agree
522,522,1753,18,"I know what it is for a family to attempt to meet the bills at the end of the month.  I have seen housewives come in and refuse to buy strawberries out of season.  I have seen them come in and instead of buying that good-looking steak, get the stewed meat or the hamburger in order to balance the budget.",not populist,12/2/20 1:42,randomly,not populist,agree
523,523,2982,10,"My administration will continue to press our human rights agenda on the Soviet Union until every """"refusenik"""" has been released, until every oppression of Soviet Jewry has been erased. Of the Jewish homeland--of the homeland, of the state of Israel, let me say this: No better proof exists of the principle that freedom and security are best won through strength. It counts for little if left defenseless in a dangerous world. For 40 years, as its democracy blossomed in the desert, Israel has been assaulted and libeled by the anti-Semitism that is anti-Zionism. And it is assaulted and libeled still today by an infamous United Nations resolution and by terrorists and hostile neighbors, committed to Israel's destruction. But Israel has survived, and Israel has flourished, by effective use of arms when necessary, and then in uneasy peace by the deterrence that comes of well-known military and diplomatic resolve. I make this solemn pledge: That Israel will continue to survive--independent, strong, secure--that America will continue to stand beside her, never wavering in our support, and that the full strategic and economic partnership we've newly forged in the past eight years will be maintained and extended, that nothing will come between us, and that we will together seek a just and lasting peace for the Middle East and for the Jewish people.",not populist,12/2/20 1:43,randomly,not populist,agree
524,524,3054,36,"I ask for your help and your support to this end, not only to fight and conquer AIDS but to build the America you all deserve. Thank you very much.",not populist,12/2/20 1:44,randomly,not populist,agree
525,525,2004-09-09-remarks-colmar-pennsylvania,8,"I appreciate Congressman Jim Greenwood a lot. I must confess to you that when I heard he was retiring, I got a little mad at him, because I've enjoyed working with him. He is a good, decent, honorable man. And I appreciate you.",not populist,12/2/20 1:44,randomly,not populist,agree
526,526,2035,36,"So I call on you, my fellow Americans, not to become disillusionedwith the troubles that we find in the world at large, but rather tosee the enormous possibilities that are still unmet. This above all will require something that America has always founddifficult--patience, persevering patience.  It has been said ofthis nation that we are not a long-distance runner but a nation ofsprinters.  I hope not.  But in the year twenty-five of the nuclear age, wemust finally learn that peace will never be a short-run game butalways a marathon.  A new strategy for peace will be the work ofmany years, but it is worth it.",not populist,12/2/20 1:45,randomly,not populist,agree
527,527,2012-10-08-rally-san-francisco,40,"San Francisco, we are not as divided as our politics would suggest. We've got more in common than our pundits believe. I still believe in you. I'm asking you to keep believing in me. I'm asking for your vote. I'm asking you to knock on doors. I'm asking you to make phone calls. And if you do, we will win this election. We'll finish what we started, and we'll remind the world why the United States of America is the greatest nation on Earth.",not populist,12/2/20 1:46,randomly,not populist,agree
528,528,3312,48,"And I will work with business leaders to help ensure a drug-free workplace. Our nation cannot remain the most competitive and productive country in the world if employers are losing the battle against drugs in factories and offices. But most of all, I want to change the message coming from the White House. I will use the bully pulpit of the president of the United States to say to young people, drugs are deadly. And teenagers who have been deceived into believing that drugs are something you must experiment with will hear a very different message from Bob Dole and from Jack Kemp.",not populist,12/2/20 1:47,randomly,not populist,agree
529,529,2182,11,"But if there is one area in which the American achievement is most remarkable and which too often we do not pay attention to it as much as we should, it's in the area of agriculture. And now let me put this in perspective. The reason that we do not give the credit to agriculture that we should is that we are blessed, and I say """"blessed"""" quite deliberately, with so much production that it requires a farm policy that is controversial. And I know in this group we probably have a little disagreement on that point.",not populist,12/2/20 1:49,randomly,not populist,agree
530,530,1748,19,"And America's farmers--America's farmers--to whose hard work and almost incredible efficiency we owe the fact that we are the best fed, best clothed people in the world, I say American farmers must and will receive what they do not have today and what they deserve--a fair share of America's ever-increasing prosperity. And to accomplish these things, we will develop to the fullest the untapped natural resources our water, our minerals, our power with which we are so fortunate to be blessed in this rich land of ours. And we shall provide for our scientists, the support they need for the research that will open exciting new highways into the future--new highways in which we shall have progress which we cannot even dream of today.  And above all, in this decade of the Sixties, this decade of decision and progress, we will witness the continued revitalization of America's moral and spiritual strength with the renewed faith in the eternal ideals of freedom and justice under God which are our priceless heritage as a people.",not populist,12/2/20 1:50,randomly,not populist,agree
531,531,2004-10-24-alamogordo-new-mexico,1,"We're getting close to voting time, and I'm here to ask for your vote and for your help. Tell your friends and neighbors in the coffee shops and community centers and places of worship, we have a duty to vote in the United States. Get them headed to the polls. Don't overlook discerning Democrats like Zell Miller of Georgia. And when you get them headed to the polls, remind them if they want a safer America, a stronger America, and a better America, to vote for Bush-Cheney.",not populist,12/2/20 1:50,randomly,not populist,agree
532,532,2818,1,"I'm pleased to be here in """"Little Italy"""" with you to honor a man who reminds all Americans that we must always strive for the best, to push to the limits and beyond. Americans of Italian descent have given a great deal to this country. Their contribution began 492 years ago when Christopher Columbus, the son of a Genoa weaver, set forth on a voyage of discovery that changed the world. The ideals which many successive Italian immigrants brought with them are at the very heart of America. I'm speaking of hard work, love of family, patriotism, and respect for God. Thank you.",not populist,12/2/20 1:51,randomly,not populist,agree
533,533,2004-10-18-marlton-new-jersey,38,"Senator Kerry even has disregarded the contributions of Iraqis who are fighting for their freedom. When he speaks of coalition casualties in Iraq, he doesn't count the hundreds of Iraqis who have given their lives fighting the terrorists and the insurgents. When Iraq's Prime Minister came to Washington to address Congress last month, Senator Kerry did not show up. Instead, he called a press conference and questioned the Prime Minister's credibility. The Prime Minister of Iraq is a brave man who survived the assassins of Saddam. The Prime Minister of Iraq deserves the respect of the world, not the scorn of a politician.",not populist,12/2/20 1:52,randomly,not populist,agree
534,534,3024,10,"We got no job growth, no income growth, a health care system that's coming apart at the seams, too many people can't afford to go to college or to stay any more. This country is going in the wrong direction, and it's time to take a new course. That's what this whole election is all about. ",not populist,12/2/20 1:52,randomly,not populist,agree
535,535,2609,11,"Let's talk about Medicare. Medicare is a Democratic program put forward under Harry Truman, so that when you reach your retirement age, in addition to Social Security--and the payments are taken out of your Social Security, as you know--it provides health care for senior citizens. Democrats are very proud of this program. It was opposed by the Republicans. They thought it was socialism again.",not populist,12/2/20 1:53,randomly,not populist,agree
536,536,1367,9,"And, you know, he said that Eisenhower had had another new idea--to wage peace not war. When he said that I blinked and thought again of Woodrow Wilson and the last-ditch Republican fight against the League of Nations. I thought of Franklin Roosevelt and the United Nations. I thought of the Truman Doctrine, and aid to Greece and Turkey. I thought of the Marshall Plan, Point 4, and NATO and the great Democratic struggle of a generation for peace, in which I am proud to have played a very small part myself. ",not populist,12/2/20 1:53,randomly,not populist,agree
537,537,2004-09-09-remarks-colmar-pennsylvania,37,"In order to make sure health care is available and affordable, we've got to do something about these frivolous lawsuits that are running good doctors out of practice and running up your health care costs. I appreciate working with Jim Greenwood on this issue. He figured it out, and I hope the people of this country figure it out. These frivolous lawsuits are making it awfully hard for a lot of docs to practice medicine. You're losing good docs. Greenwood was telling me about the doctor that saved his dad's life, had to leave practice because his premiums were too high. Many doctors, in order to avoid litigation, practice defensive medicine. In other words, they run up the costs of health care so if they ever get caught—pulled in front of a court of law, they've got a defense. It's costing the taxpayers about $28 billion a year; the defensive practice of medicine costs 28 billion a year. We have a national problem, and it requires a national solution. I've submitted legislation that Greenwood got passed in the House. It's stuck in the Senate because the trial lawyers are powerful in the United States Senate.",not populist,12/2/20 1:54,randomly,not populist,agree
538,538,2004-10-25-remarks-greeley-colorado,65,"The President. And his policies make that clear. He says the war on terror is primarily a law enforcement and intelligence gathering operation. His top foreign policy adviser says, """"The war is just a metaphor, like the war on poverty."""" The Senator's goal is to go back to the mindset of the 1990s, when terrorism was seen as a nuisance, and we fought with subpoenas and a few cruise missiles.",not populist,12/2/20 1:55,randomly,not populist,agree
539,539,2004-09-23-bangor-maine-1,35,"I tell you what else we need to think about, and that is the retirement systems. Let me talk about Social Security here for a minute. If you're on Social Security, you'll be paid. Don't care what they say in the course of the campaigns. The Government will honor its commitment to you. The Social Security trust has got enough money to take care of you. Baby boomers like me, we're in pretty good shape when it comes to Social Security. But we need to think about the younger kids. We need to think about our children and our grandchildren. I believe younger workers ought to be allowed to take some of their own money and set aside a personal savings account to make sure that Social Security works, a personal savings account they call their own, a personal savings account that Government cannot take away.",not populist,12/2/20 1:55,randomly,not populist,agree
540,540,2986,8,"And you know, Americans understand something else, too. They understand that it is America's strength which made it the force for peace in the world. And tomorrow America has a chance to send a message to the liberals in Congress who would undercut our leadership and who are critical of our power, and it is a message summed in these four words, """"Peace through strength works.""""",not populist,12/2/20 1:58,randomly,not populist,agree
541,541,2012-10-07-st-lucie-florida,30,AUDIENCE MEMBERS: USA! USA! USA! USA! USA! USA! USA! USA! USA!,not populist,12/2/20 1:58,randomly,not populist,agree
542,542,2323,2,"Not only here in California but all across the nation, the urban transportation picture is brightening as we move into the 1970s. Not only are some cities, such as Washington, following San Francisco in the installation of fixed rail systems, but others are meeting their transportation needs through innovations such as exclusive-use rights-of-way for buses. I have sought to speed these developments by pushing for passage of the $10 billion Urban Mass Transportation Assistance Act of 1970 and by increasing the federal budget for mass transit from the previous high of $ 175 million in one year to St billion this year. The better transportation balance which we are striving for is indicated by the fact that in fiscal year 1973, for the first time, federal funds for urban mass transit will surpass spending on urban highways.",not populist,12/2/20 1:59,randomly,not populist,agree
543,543,2012-10-05-event-abingdon-virginia,4,"MR. ROMNEY: Thank you. Thank you. Gosh, I just — I just spent a half hour or so with some of your fine citizens from this area, folks who are working in this area that want to keep working in this area — wonderful couple that has a farm that — now they wonder whether they'll be able to keep the farm because the — the husband lost his job at the coal mine.",not populist,12/2/20 1:59,randomly,not populist,agree
544,544,3315,1,It is part of my opponent's strategy to soften the edges of our arguments--to play down basic conflicts. But some distinctions cannot be blurred or hidden. I cannot recall an election where the choices on economic policy were so fundamentally different.,not populist,12/2/20 1:59,randomly,not populist,agree
545,545,2012-11-02-campaign-rally-springfield,35,"Millionaires and billionaires, they're not going to be going to the poorhouse because they paid a slightly higher tax rate. They'll be fine. And if we're going to be serious about reducing the deficit, you've got to make choices. You can't just reduce the deficit on the backs of the middle class, on the backs of the poor.",not populist,12/2/20 2:00,randomly,not populist,agree
546,546,2401,0,"It's a great pleasure to be here in Chicago tonight. Seriously, I've been campaigning for president all over America, day after day, in city after city, for twenty-two months, and I won't say I always know where I am, but when I don't, I've at least learned to avoid the issue. I had an opportunity to chat privately with Cardinal Cooke tonight, and he gave me some advice. Among other things, I've agreed that if I ever give another interview on the biblical sins of pride and lust, it will be to a reporter from Our Sunday Visitor.",not populist,12/2/20 2:00,randomly,not populist,agree
547,547,2304,12,"Our administration, as you know, has provided the biggest tax cut in history, but taxes are still too high.  That is why one of the goals of our next administration is to reduce the property tax, which is such an unfair and heavy burden on the poor, the elderly, the wage earner, the farmer, and those on fixed incomes. As all of you know, we have cut inflation in half in this administration, but we have got to cut it further.  We must cut it further so that we can continue to expand on the greatest accomplishment of our new economic policy: for the first time in five years, wage increases in America are not being eaten up by price increases.",not populist,12/2/20 2:01,randomly,not populist,agree
