Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,code_bb,code_yl
0.725313089,0.274686911,"In foreign affairs, America is at peace. Since 1980, not one nation has fallen to Communist aggression, while the people of one country, Grenada, have been set free. And as I look south over the Gulf, I can't help thinking of one troubled part of the world--Central America. Some would have us take a position of weakness in Central America or withdraw from the region altogether. They want to hang a """"Do Not Disturb"""" sign on our border and pretend there are no problems. But that would betray the brave people of Central America and ignore our own national interests, for if Central America falls, make no mistake about it, refugees will flood our borders. I pledge to you that we will give firm support to the forces of liberty, democracy, and economic progress and that we'll do so as long as I hold this office.",2809_23,0.450626178,FALSE,,uncertainty,neither,neither
5.41E-05,0.999945887,"As a matter of fact, just so we keep the records straight, in five out of the last six years, Democratic Congresses have appropriated less than the administration has requested for reclamation. And so I say tonight: look at the record, the Republican record, the Eisenhower record.  It is not in anybody's language, standing still in this field or in any other.  America has moved ahead and we will move even further ahead in the next administration if we are given the opportunity which you can help to give us on November 8th.",1751_42,0.999891774,FALSE,FALSE,random,neither,neither
0.095936901,0.904063099,"He was, his teacher wrote, 'as respectful and optimistic as any student who ever entered my classroom.' He was also a DREAMer, brought here as an undocumented child. He loved America, and hoped one day to earn his citizenship. But in April 2007, while on a mission in Baghdad, he was killed by an improvised explosive device. He was just 19. The Army called him a hero and he was posthumously granted the American citizenship he'd always wanted.",2016-09-15-institute-washington-dc_20,0.808126199,FALSE,,uncertainty,neither,neither
0.797264993,0.202735007,"Imagine what our country could accomplish if we started working together as One People, under One God, saluting One American Flag. Together, we will make America wealthy again. We will make America strong again.",2016-10-03-center-pueblo-colorado_44,0.594529987,FALSE,,uncertainty,exclusionary,exclusionary
0.405559623,0.594440377,"We will also totally eliminate Common Core and bring education local. We're gonna bring it local. People do not like Common Core in this country, that I can tell you.",2016-11-01-valley-forge-pennsylvania_21,0.188880755,FALSE,,uncertainty,neither,neither
0.26463706,0.73536294,"Decent shelter and decent education are important to all Americans. They aren't the only matters on which the President has talked but not acted, where he has preached but not led. Let me remind you of his position on the immigration laws.",1351_12,0.470725881,FALSE,,uncertainty,neither,neither
0.398072946,0.601927054,My opponent and I differ on these issues. Look at his record. He voted against the Defense of Marriage Act and voted against the ban on partial-birth abortion.,2004-10-28-saginaw-michigan-0_59,0.203854108,FALSE,,uncertainty,neither,neither
0.524849528,0.475150472,"Countless Americans who have died in recent years would be alive today if not for the open border policies of this administration. This includes incredible Americans like 21-year-old Sarah Root. You've heard that story, you've seen it, you've read about it.",2016-10-28-manchester-new-hampshire_57,0.049699056,FALSE,,uncertainty,exclusionary,neither
5.76E-05,0.99994236,"I see it in your faces, and I've been seeing it all over this country in the past two or three weeks.  Mike Dukakis and Lloyd Bentsen are going to win this election.  The challenges are new, the times are different, but the fundamental issue is the same.",2942_30,0.999884721,FALSE,FALSE,random,neither,neither
0.738800738,0.261199262,"But we must also talk about those who have been left behind, the millions suffering in disastrous conditions in so many of our inner cities – and neighborhoods afflicted by poverty, drugs, and violence. No group in America has been more harmed by Hillary Clinton's policies than African-Americans. There is no better evidence of this fact than Hillary Clinton's immigration policy, which brings in illegal immigrants and refugees to take jobs from hardworking African-American and Hispanic citizens.",2016-08-30-arena-everett-washington_6,0.477601476,FALSE,,uncertainty,neither,exclusionary
0.794334905,0.205665095,"We had a victory in the war on drugs within our grasps; we could almost feel it. A new message was sent from the White House beginning in 1993. We saw the so-called drug czar's office, the Office of National Drug Control, slashed by 83 percent. We saw efforts to scale back interdiction, which would have stopped drugs before they reached our shores or crossed the borders.",3302_23,0.58866981,FALSE,,uncertainty,neither,neither
0.38680308,0.61319692,We are going to enforce the law. We are going to protect your jobs and wages. And we are going to keep our country safe.,2016-08-23-arena-austin-texas_17,0.22639384,FALSE,,uncertainty,neither,neither
6.63E-05,0.999933709,"But now we have learned something else. Charles Stewart, Jr., and all the others, are not really dying for details, but for a deception. The President may say peace, peace, but there is no peace, and there never was.",2300_6,0.999867417,FALSE,FALSE,random,neither,neither
0.740511975,0.259488025,"And the second one deals with parents, mostly fathers, who refuse to make child-support payments. They're called the """"deadbeat dads""""."""" And right now, a single mother in Detroit can struggle to keep the kids fed on a small salary while their father's on a lark in Chicago. He could be way behind on child support, but no one can touch him across state lines. Well, that's a disgrace, and now the long arm of the law can reach over the border and tell that dad to pay up or go up the river.",3161_14,0.48102395,FALSE,,uncertainty,neither,neither
5.55E-05,0.999944453,"Nor is there anything false about the dams that create your Berlin and Mosquito Creek reservoirs, about the mighty projects in the Tennessee Valley and throughout the West, or about reclamation and irrigation projects across the country which have brought barren soils to flower. The people of America are stronger today and infinitely more secure than they ever were before. And we have unlocked forces of nature which have given to this nation a strength it never had before. And for these things, my friends, we don't believe it is time for a change.",1013_13,0.999888906,FALSE,FALSE,random,neither,neither
0.150345726,0.849654274,"These are valid concerns expressed by decent and patriotic citizens from all backgrounds, all over. We also have to be honest about the fact that not everyone who seeks to join our country will be able to successfully assimilate. Sometimes it's just not going to work out. It's our right, as a sovereign nation to chose immigrants that we think are the likeliest to thrive and flourish and love us.",2016-08-31-center-phoenix-arizona_11,0.699308548,FALSE,,uncertainty,exclusionary,exclusionary
0.324625553,0.675374447,"On January 20, when, with your help this son of immigrants will enter the White House as president of the United States. Sto Lat!",2886_26,0.350748894,FALSE,,uncertainty,neither,neither
0.736620567,0.263379433,"Because our country doesn't win anymore. We don't win with trade, we don't win with our great military, we don't allow them to win, we don't win with ISIS The world is laughing at us. We don't win at the borders. We don't win with taking care of our vets. We don't win with anything. We don't win anymore. We will start winning again like you've never seen before.",2016-10-27-expo-springfield-ohio_57,0.473241134,FALSE,,uncertainty,neither,neither
0.512096825,0.487903175,"And we will follow their example of unity. We will work across all racial and income lines to create One American Nation. Together, we will have one great American future.",2016-09-07-philadelphia-philadelphia-pennsylvania_37,0.02419365,FALSE,,uncertainty,neither,neither
0.000108117,0.999891883,"FIRST, I will announce my intention to totally renegotiate NAFTA one of the worst deals our country has ever made signed by Bill Clinton or withdraw from the deal under Article 2205. SECOND, I will announce our withdrawal from the Trans-Pacific Partnership a potential disaster for our country. THIRD, I will direct my Secretary of the Treasury to label China a currency manipulator. China is a currency manipulator. What they have done to us by playing currency is very sad and I don't blame them. They have been very smart. I blame our politicians for letting this take place. So easy to stop so easy to stand.",2016-10-22-eisenhower-complex-gettysburg_35,0.999783766,FALSE,FALSE,random,neither,neither
0.795001749,0.204998251,"We are going to build a border wall, enforce our laws, and keep Radical Islamic Terrorists out of our country. We are also going to end the government corruption Hillary Clinton put her emails on an illegal secret server open to foreign hacking. Then she bleached and destroyed 33,000 emails – after a congressional subpoena. She lied to Congress, under oath, and her staffers took the Fifth Amendment and got immunity deals.",2016-10-05-center-reno-nevada_26,0.590003497,FALSE,,uncertainty,exclusionary,exclusionary
0.087184485,0.912815515,"Hillary Clinton wants to double down on Obamacare, destroying American health care forever. She wants to expand Obamacare and make it even more expensive. I will repeal and replace Obamacare and we will replace it with a much less expensive plan and a plan that is much, much better.",2016-10-28-manchester-new-hampshire_12,0.82563103,FALSE,,uncertainty,neither,neither
6.16E-05,0.99993838,"To bring down the barriers to opportunity so that every citizen has the chance to work with us to make America the most powerful, the most productive, and the most dynamic economic force on the face of the earth. The solutions we've proposed are not big money solutions or big government solutions; they don't depend on government working alone; they depend on people working together. And unlike Mr. Bush's tired old ideas, they won't leave America running in place; they'll make America the most powerful and productive country in the world.",2917_11,0.999876759,FALSE,FALSE,random,neither,neither
6.32E-05,0.999936788,"May our garners be full,affording every kind of store... May there be no breach in the walls,no exile, no outcry in our streets.Happy the people for whom things are thus...  That is the vision that you can bring to millions of Americans. It is the vision that will inspire the next administration. It is an ideal worth the energy and the dedication and the prayers of all Americans.",2669_16,0.999873576,FALSE,FALSE,random,neither,neither
0.768810376,0.231189624,"On these issues, my opponent and I are miles apart. He said he would only appoint judges who pass a liberal litmus test. He was part of an extreme minority that voted against the Defense of Marriage Act. He voted against the ban on partial-birth abortion.",2004-10-31-cincinnati-ohio-1_31,0.537620751,FALSE,,uncertainty,neither,neither
6.73E-05,0.999932663,"Between the cities there is something else that is unique in history. The flowing fields and plains of our Republic; an agriculture of unprecedented abundance. And the geographical diversity of America--from the deserts of the Southwest to the rich green delta lands, from our mountain ranges, the Sierra Nevadas, and the Green Mountains of Vermont, to the vast fertile plains of the mid-continent.",2198_2,0.999865325,FALSE,FALSE,random,neither,neither
0.358061693,0.641938307,"According to a report for the Boston Globe from the year 2008 to 2014 nearly 13,000 criminal aliens were released back into U.S. communities because their home countries would not, under any circumstances, take them back. Hard to believe with the power we have. Hard to believe.",2016-08-31-center-phoenix-arizona_79,0.283876614,FALSE,,uncertainty,exclusionary,exclusionary
0.888326866,0.111673134,"Very sharp recent increases in the prices of heroin throughout the eastern United States indicate that the supply is drying up and that the pressure is on the criminal drug trade.  And I can assure all of you, and I can assure those who may be the subject of those who might be prosecuted, that we are going to keep the heat on until the despicable profiteers in human misery are driven out of their hiding places and are put in prison where they belong.  Nor will this effort stop at our own borders.",2311_7,0.776653732,FALSE,,uncertainty,neither,neither
0.124796545,0.875203455,So look at this. Look at this. Syrian refugees admitted to the United States on a monthly basis. Look what's happening. Look what's happening.,2016-08-12-arena-erie-pennsylvania_86,0.75040691,FALSE,,uncertainty,neither,neither
0.764351729,0.235648271,"The fifth clear choice in this election is on the values that are so crucial to keeping America's families strong. Here, my opponent and I are miles apart. I believe marriage is a sacred commitment, one of the most fundamental, most enduring, and most important institutions of our civilization. My opponent says he supports marriage, but his record shows he will not defend it. This isn't a partisan issue. The vast majority of Democrats, for example, supported the Defense of Marriage Act, which defined marriage as the union of a man and a woman—a bill which President Clinton signed into law. But Senator Kerry was a part of the far left bank, far left minority, that voted against that piece of legislation. I will always stand firm to protect the sanctity of marriage.",2004-10-22-wilkes-barre-pennsylvania_55,0.528703459,FALSE,,uncertainty,exclusionary,exclusionary
0.558640319,0.441359681,"Our system is also rigged by the donors, giving hundreds of millions to Hillary Clinton's campaign. The reason Hillary Clinton pushes for NAFTA, or the Trans-Pacific Partnership, and for completely open borders, is because her international donors control her every move. If we let the Clinton Cartel run this government, history will record that 2017 was the year America lost its independence.",2016-10-17-bay-wisconsin-0_11,0.117280638,FALSE,,uncertainty,exclusionary,exclusionary
0.201301143,0.798698857,"To defeat Islamic terrorism we must also speak our forcefully against a hateful ideology that provides the breeding ground for violence and terrorism to grow. It's a breeding ground. It's a terrible, terrible breeding ground.",2016-08-15-university-youngstown-ohio_44,0.597397714,FALSE,,uncertainty,neither,neither
0.881827047,0.118172953,"And in my view on day one, on January 20th in 1997, Bob Dole and Jack Kemp are going to start a war on drugs, and we're going to make it pay, and we're going to stop drugs at the border if necessary. And I've spoken to the National Guard, and they're willing to accept the mission. We will stop drugs before they come into America, and that's the best way for prevention.",3308_24,0.763654093,FALSE,,uncertainty,neither,neither
6.54E-05,0.99993459,"I want to help businesses double their exports in this country. I want to create a million new manufacturing jobs over the next 4 years, and you can make that happen by the choice we make in this election. I want greater control of our energy. After 30 years of doing nothing, we raised fuel efficiency standards on cars so by the middle of the next decade, your car or truck will go twice as far on a gallon of gas. We have doubled the amount of renewable energy from wind and solar; we're creating thousands of jobs all across the country as a result. And today, the United States of America is less dependent on foreign oil than at any time in nearly two decades.",2012-09-28-2012-fundraiser-5_16,0.99986918,FALSE,FALSE,random,neither,neither
0.270047445,0.729952555,"And while the administration was doing nothing to change the immigration laws, it was also stalling on the admission of the 214,000 refugees from tyranny for whom Congress had specifically provided in 1953. Today, thousands of persons, many of them refugees from Communist tyranny, look to America as a place where they might begin a new life of freedom. To them, America now turns a suspicious and unwelcoming face. To change this face, to erase the bigotry and discrimination from our immigration laws, is one of the urgent duties that faces the New America.",1351_14,0.459905111,FALSE,,uncertainty,neither,neither
0.660749947,0.339250053,"I met the police and these are unbelievable people. We will bring this crime wave to an end. We will also keep our community safe from terrorism. Just a short time ago, Orlando was the victim of the worst mass shooting in American history during the Islamic terror attack on The Pulse nightclub.",2016-11-02-fairgrounds-orlando-florida_48,0.321499893,FALSE,,uncertainty,neither,neither
0.143861455,0.856138545,We will bring back our jobs. We will make America strong again. We will make America safe again.,2016-09-07-philadelphia-philadelphia-pennsylvania_39,0.71227709,FALSE,,uncertainty,neither,neither
0.208322168,0.791677832,"I don't believe in the agenda of the ACLU. I believe we can take a moment in our schools for prayer. I believe we can take a moment for the Pledge of Allegiance, too.",2967_21,0.583355663,FALSE,,uncertainty,neither,neither
0.724068388,0.275931612,"Casey Chadwick was a great example, and he was let free, and she should be alive today. Jamiel Shaw has a son—had a son, a great young man, killed violently. And I don't know if you know, but killed violently by an illegal immigrant, shot three times in the face for no reason; somebody that wasn't supposed to be here.",2016-10-12-pavilion-ocala-florida_113,0.448136777,FALSE,,uncertainty,exclusionary,exclusionary
0.260463158,0.739536842,We Will Make America Strong Again. We Will Make America Safe Again.,2016-10-29-center-phoenix-arizona_35,0.479073685,FALSE,,uncertainty,neither,neither
6.25E-05,0.999937526,"I want us to take a new course--not tax-and-spend economics--you can't divide a pie that's not growing; not trickle-down economics because the benefits never trickle down, but invest and grow--invest and grow. I believe we should have a tax policy that asks the wealthiest Americans, yes, to pay a little more, but then gives them incentives--not across-the-board cuts, but incentives. It says you want to pay lower taxes, invest in new plants, new businesses, new technologies, new jobs--we'll lower your taxes.",3034_11,0.999875051,FALSE,FALSE,random,neither,neither
0.610020572,0.389979428,Syria is in the midst of a disastrous civil war. ISIS controls large portions of territory. A refugee crisis now threatens Europe and the United States.,2016-08-15-university-youngstown-ohio_13,0.220041144,FALSE,,uncertainty,neither,neither
0.69679938,0.30320062,"And do you notice all the time for weeks and weeks of debating my plan, debating, talking about it, what about this, what about that. They never even mentioned her plan on immigration because she doesn't want to get into the quagmire. It's a tough one, she doesn't know what she's doing except open borders and let everybody come in and destroy our country by the way.",2016-08-31-center-phoenix-arizona_31,0.393598759,FALSE,,uncertainty,exclusionary,exclusionary
