,Unnamed: 0,Speech_id,par_id,text,party,term,comp,label,drawn,high_pride_yl,low_pride_yl,auth_yl,high_pride_bb,low_pride_bb,auth_bb,disagree
123,123,1625,4,"Forty years ago this year a young New Yorker journeyed to Ohio and called on your governor, James Cox.  He was, of course, Franklin D. Roosevelt, who was running in 1920 for the vice presidency of the United States, with Governor Cox of Ohio.  Governor Cox and Franklin Roosevelt then journeyed to Washington, D.C., and went to see Woodrow Wilson, sick, aging, and at the end of his career.  After Woodrow Wilson talked for a few minutes however, with great feeling and great fire of his desire for a unified world and a world of peace, Governor Cox broke in and said, """"We are behind you 100 percent,"""" and they fought that campaign in part to implement the ideal of Woodrow Wilson for the establishment of the League of Nations, and lost.  But Governor Cox and Franklin Roosevelt, in losing that election in 1920, held before themselves and the people their concept of the service that they can render in an election, of attempting to turn the attention of the people to the great issues that face us, and the great possibilities that lie in action in the future.  And I believe in this election 40 years later, we merely do not run for office, but we also seek to establish a basic point, that what this country is now doing is not good enough, that in the 1960s, if we are going to maintain our freedom, if we are going to meet our commitments at home and abroad, we have to do better, and that is the basic issue which has separated Mr. Nixon and myself. ",dem,1960,FALSE,not populist,randomly,0,0,0,0,0,0,0
124,124,3006,12,"Mr. Bush says he believes in family values. Well, I do, too. The difference is, I'm interested in your family and your values and your future. That's why I think when people work forty hours a week and they're still trapped in poverty the tax system ought to give them money back and lift them above the poverty line so they can raise their own children.",dem,1992,FALSE,not populist,randomly,0,0,0,0,0,0,0
125,125,2012-11-04-concord-new-hampshire,24,"The President. So let me tell you the change we need for the next 4 years. Change is a country where every American has a shot at a good education. Government can't do it alone. Parents have to parent. Students, you have to study. But don't tell me hiring more quality teachers won't help this economy grow. Don't tell me that students who can't afford college should just borrow money from their parents. That wasn't an option for me or Bill Clinton or Michelle or a whole bunch of you.",dem,2012,FALSE,not populist,randomly,0,0,0,0,0,0,0
126,126,2720,9,"His accent is Polish, but his summons is universal.  Geno Baroni grew up in a Pennsylvania town where, he remembered, """"The Italians and the Poles dug the coal.""""  And Geno followed that crusade of compassion all his life.  We can honor him best by making his cause forever our own.",dem,1984,FALSE,not populist,randomly,0,0,0,0,0,0,0
127,127,2068,15,"So we say today, I am a man, not a black man or a white man.  I am a man.  I am a woman.  Not black or white but a woman.  I am a child.  I am one of God's children, not black or white but a child, and here are two little girls alongside of me and we are going to be tested in the years ahead not by what we adults do to each other, but by what we adults do for these young people to make their life better. ",dem,1968,FALSE,not populist,randomly,0,0,0,0,0,0,0
128,128,2016-10-18-colorado-springs-colorado,66,"We just got the first-ever endorsement from our ICE and Border Patrol Office. First time they've ever done it. ICE was just last week. As secretary of state, Hillary Clinton allowed thousands of criminal aliens to be released because their home countries would not take them back. They were too evil. They were too evil drug lords, heads of gangs. I mean these people were evil. They wouldn't take them back.",rep,2016,FALSE,not populist,randomly,0,0,0,0,0,0,0
130,130,2562,0,"How many of you believe the Democrats are going to whip the Republicans in Illinois and all over this country? I believe this is going to be true. I came here for a couple of reasons. I wanted to associate myself politically with Alan Dixon and with the Springfield Redbirds--I figured that would help me all through this country--and secondly, to be with my good friends behind me on the platform. David rode in with me from Washington this morning on the plane. He's going to make a wonderful new Democratic Congressman, and I look forward to being with him in January. And Roland Burris and Jerry Consentino, Todd Renfrow, and Speaker Redmond--all of you have an eager ally in me in bringing that victory to Democrats at the local, state, and of course, the federal level in November.",dem,1980,TRUE,not populist,randomly,0,0,0,0,0,0,0
131,131,2442,12,"We want a home for every family that will work and save, and we want that home for them in a decent neighborhood. We will get that kind of a program and those kinds of homes under a Ford administration. We've built almost 3 million homes in the last 2 years under this administration, and we will be doing better in the next 4 years.",rep,1976,FALSE,not populist,randomly,0,0,0,0,0,0,0
132,132,2012-10-09-columbus-ohio-1,44,"You know what, that's not who we are. That's not what this country is about. Here in America, we believe that we're all in this together. We understand that America is not about what can be done for us, it's about what can be done by us together, as one Nation and as one people.",dem,2012,FALSE,not populist,randomly,0,0,0,0,0,0,0
133,133,2046,2,"So, Mr. Mayor, I am proud to be the first candidate for the presidency in the United States in the history of this country to visit the largest city in the free world and to stand here on this platform with Hans Tanyler, the largest mayor of the largest city in the free world.  Stand up, Mr. Mayor.  Look at that.  A man that looks that good, is that big and strong, just has to be a Democrat.  No doubt about it.",dem,1968,TRUE,not populist,randomly,0,0,0,0,0,0,0
134,134,3032,8,"Let me tell you something, folks. This campaign has changed dramatically that we're lifting up all of our people, and we're going forward together. I believe that Florida will be better off--that Florida will be better off--under an economic policy that says, trickle-down economics is a failure. It says, just cut taxes on the richest Americans and let the benefits trickle down. I say, we want to make millionaires the old-fashioned way. No more across-the-board tax cuts, but give people incentives for investment in new plants, in new technologies, in new small businesses, in agriculture, in housing, putting the American people to work. That's what creates economic opportunity. That's what we need in this state, and that is what we need in this nation.",dem,1992,TRUE,not populist,randomly,0,0,0,0,0,0,0
135,135,2028,6,"Let's get down to cases here.  You can bet we are going to tell it just like it is.  That's the way it's going to be.  For nearly four decades we have marched together in this country for the same goal:  a safer, a better, a more prosperous and a freer America and Americans, an America of equal opportunity where every individual can say not in defiance but in pride, I am an American and I am a man and I am proud to be a citizen of this great country.  Yes, yes, we march, we marched for Franklin Roosevelt out of the dark days of the Depression when he said that all we had to fear was fear itself and we marched right on through that Depression and America went on to win a great victory not only over a Depression, but in World War II and we marched with Harry Truman, who told it just like it was and he did something about it, too, for all of us, and we marched and we marched with John F. Kennedy who stood before you eight years ago and said these words to you:  """"I would like it to be said that in our administration, our country moved, but special emphasis on education, took care of our children and gave medical care to the aged and that we ended discrimination of all kinds in the United States.""""  He said, and I say, we want fair treatment for all Americans.  that is the Democratic program.  And, my friends, we have been marching to that  music, to Democratic administrations, and we passed Medicare and more aid to education to help our children than any other administration in the history of this country and we passed more civil rights legislation and we have done more for our job training and more opportunity than any political party or any administration.  That's why we are proud to be Democrats.  And you can tell your grandchildren that you were there when America awoke from eight years of fitful sleep, the great GOP slumber, and moved forward once again under Kennedy, under Johnson, and now under Humphrey and Muskie.  Yes, Mr. Nixon says, and now listen to what he says, because really it's hard to understand what he says.  It's a little confusing.  Listen to what he says.  He says, """"If you elect Hubert Humphrey, it will be more of the same.""""  And you know, that fellow is beginning to tell the truth.  It's new Nixon when it comes to that.  And, by the way, friends, don't worry about the new one, don't even worry about the old one; what you've got to worry about is the real Nixon.  That's the one you got to worry about ",dem,1968,FALSE,not populist,randomly,1,0,0,1,0,0,0
136,136,3355,6,"One of the--I don't read all of these political things, but somebody told me the press reported that Bob Dole was frustrated. Well, I'm not sure I am frustrated, but I'm a little--I don't understand. Vice President Gore goes to a Buddhist temple---where everybody takes a vow of poverty, and comes out with $122,000. And so, good ol' Al, he explains it to the media, """"Oh, I was on an outreach program."""" So that will be the end of that. Nobody will look beyond that in the media. That's the end of that one.",rep,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
138,138,1976,19,"I never left home a single morning but what I thought I might not see my wife and daughters again that night, because we did not know when those missiles would become operational. But during that whole period, the man that we have heard heckled and harassed, the man that we have heard in the last few days criticized when he is not here to answer himself, the man that was your president, your Commander in Chief, was the coolest man in that room, and his name was John Fitzgerald Kennedy. He didn't shoot from the hip.  He didn't talk first and think afterwards.  He didn't get confused.  He listened and he learned, and finally on the last hour as the clock was ticking and we were within moments of action, Mr. Khrushchev came in with a letter and he wrapped up his missiles in his tarpaulin canvases, he put them on his boats, while our helicopters flew over their decks, and we watched them take them out one by one by one.  A war was prevented, a Republic was saved.",dem,1964,TRUE,not populist,randomly,0,0,0,0,0,0,0
139,139,2367,17,"We must be realistic. Although we believe deeply in our own system of government and our own ideals, we do not and should not insist on identical standards or an identical system in all other nations. We can live with diversity in governmental systems, but we cannot look away when a government tortures people, or jails them for their beliefs, or denies minorities fair treatment or the right to emigrate.",dem,1976,FALSE,not populist,randomly,0,0,0,0,0,0,0
140,140,2004-10-31-remarks-gainesville-florida,29,"The final choice in this election is the most important one of all because it concerns the security of your family. All progress on every other issue depends on the safety of our citizens. The most solemn duty of the American President is to protect the American people. If America shows uncertainty or weakness during these troubled times, the world will drift toward tragedy. This is not going to happen on my watch.",rep,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
141,141,2004-09-02-convention-new-york,44,"As importantly, we are serving a vital and historic cause that will make our country safer. Free societies in the Middle East will be hopeful societies which no longer feed resentments and breed violence for export. Free governments in the Middle East will fight terrorists instead of harboring them, and that helps us keep the peace. So our mission in Afghanistan and Iraq is clear: We will help new leaders to train their armies and move toward elections and get on the path of stability and democracy as quickly as possible. And then our troops will return home with the honor they have earned.",rep,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
143,143,2012-11-03-rally-bristow-virginia,56,"And that's why I need you, Virginia. Don't get tired. Don't get weary. If you're willing to knock on some doors with me and make some phone calls for me, grab some friends for me, turn out to vote for me, we'll win Virginia. We'll win this election. We'll finish what we started. We'll move forward. Together we'll renew the bonds and reaffirm the spirit that makes the United States of America the greatest nation on Earth.",dem,2012,FALSE,not populist,randomly,1,0,0,1,0,0,0
144,144,2874,0,"As you know, we just came from Milwaukee and, being that close, I just couldn't fly by Minnesota, particularly when I know our opponent's spending so much time in California. We're here to let the people of this great state know how much we care and that George Bush and I would be honored to have their vote on Tuesday. From the very beginning we've been running a national campaign, taking our cause all over America. Everyone knows that we've never written off any state, nor taken any state for granted. And even more important, we'll never take the voters for granted. When people enter the voting booth, that's the most private and protected moment of them all.",rep,1984,TRUE,not populist,randomly,0,0,0,0,0,0,0
145,145,2386,11,"These things are important to us as powerful, influential people. But they are much more important to those who look to us for leadership. Last night was a typical confrontation, I thought, between what we stand for and what the Republicans are. The debate was very revealing. Mr. Ford stood alone. He was making statements about foreign policy, not Mr. Kissinger. What he said outraged our allies, and disturbed our people in this country. There are three hundred thousand Soviet troops in Eastern Europe; there are two divisions in Poland. There are three or four divisions in Czechoslovakia. Eight years after the Soviet Union had promised to remove them. There are fifteen divisions in Eastern Germany. They are now building an even stronger Berlin Wall. If they tear down the wall, which way will the people move? They're not free in Eastern Europe. In Hungary there are three divisions, twenty years after the revolution was snuffed out.",dem,1976,TRUE,not populist,randomly,0,0,0,0,0,0,0
146,146,2980,12,"But how did those automobile companies get started? The early entrepreneurs--men like Henry Ford, W. C. Durant, and R. E. Olds--didn't get their early financing from the big banks in Chicago. They got it from venture capitalists in Detroit.",rep,1988,FALSE,not populist,randomly,0,0,0,0,0,0,0
147,147,1809,17,"To find and develop talent in America and thus avoid the waste of a potentially superior scientist, engineer, teacher, minister, or doctor, we need also a program in the field of education, an intensified one.  We must widen opportunities for all.  We must improve the quality of educational effort.  We must enhance the status of our teachers.  To that end, I have proposed a national program in support of education, emphasizing such elements as college scholarships for those who cannot under any circumstances afford to borrow and to pay back, tax credits or deductions to cover tuition and other costs of higher education, aid in school construction to provide needed facilities, and thereby to release local funds for raising teachers' salaries--all of this, however, particularly at the secondary and primary level, to be accomplished without compromising local controls of our school system.",rep,1960,FALSE,not populist,randomly,0,0,0,0,0,0,0
148,148,2004-09-20-derry-new-hampshire,37,"The President. I know there's a lot of cameras over there—[laughter]—1,700, is that right? Mrs. Helm. Yes.",rep,2004,TRUE,not populist,randomly,0,0,0,0,0,0,0
149,149,2016-10-31-campus-warren-michigan,29,"A Trump Administration will also secure and defend the borders of the United States. And yes, we will build a wall. We've received the first-ever endorsement from our ICE and Border Patrol officers. They tell us the border crisis is the worst it's ever been – it's a national emergency. They also warn America that Hillary's plan is the """"the most radical proposal in U.S. history.""""",rep,2016,TRUE,not populist,randomly,0,0,0,0,0,0,0
150,150,2186,12,"Fourth, federal laws applicable to public lands and related resources should be brought up to date. These lands will be managed to ensure their multiple use as economic resources and recreation areas. Fifth, although most of our nationally owned land is in the West, most of the population is in the East. We must work in cooperation with cities and states all over the country--but especially in the unindustrialized East--in acquiring and developing green space. The rugged grandeur of mountains a thousand miles away means nothing to a city child who is not able to get to them. Our cities must not be allowed to become concrete prisons. The creation of national parks and outdoor recreation areas near the large cities is as vital a part of the strategy of quality as the preservation of the great forests and rivers of the West.",rep,1968,TRUE,not populist,randomly,0,0,0,0,0,0,0
151,151,3176,10,"Our plan does just--here's what it does. It controls the growth of spending. It holds the line on taxes. And then I'm saying to the American people, give me these four things:",rep,1992,FALSE,not populist,randomly,0,0,0,0,0,0,0
153,153,3350,1,"You know, I was over there thinking, if I had a dollar for every time Clinton leveled with the American people, I would keep one and give one to Elizabeth. But I want to welcome you all to this retirement party for Bill Clinton this morning. I'm glad you're here.",rep,1996,TRUE,not populist,randomly,0,0,0,0,0,0,0
154,154,2012-09-25-york-city-1,24,"Every faith community can take action as well, by educating their congregations, by joining in coalitions that are bound by a love of God and a concern for the oppressed. And like that Good Samaritan on the road to Jericho, we can't just pass by indifferent. We've got to be moved by compassion. We've got to bind up the wounds. Let's come together around a simple truth, that we are our brother's keepers and we are our sister's keepers.",dem,2012,FALSE,not populist,randomly,0,0,0,0,0,0,0
156,156,1316,2,"My friends, tomorrow you are going into the voting booths.  When you go there, you are going alone with your conscience.  No one can know how you vote, and that is one of the priceless things for America--that you can do that.  No other person, no matter how close, can know what you do if you don't want him to.",rep,1952,FALSE,not populist,randomly,0,0,0,0,0,0,0
157,157,2279,1,"The fact is that Richard Nixon's position is a secret because he has neglected the Occupational Safety and Health Act and torpedoed its enforcement. He has catered to large corporate allies who don't want to carry the burden of making their facilities safe for their employees. He has vetoed funds for more industrial hygienists and safety compliance officers; he has packed the Labor Department with businessmen who are trying to gut the Act; he is parceling large parts of the Act out to the state safety departments, who tend to downplay the law because they don't wish to offend their local industries.",dem,1972,FALSE,populist,randomly,0,0,0,0,0,0,0
158,158,2004-10-16-beach-florida-2,57,"The President. The problem is with that """"global test,"""" the Senator can never pass it. Remember what happened in 1990. The United Nations Security Council passed a resolution supporting action to remove Saddam Hussein from Kuwait. The international community was united. Countries throughout the world joined our coalition. Yet, even after United Nations approval, in the United States Senate, Senator Kerry voted against the authorization for the use of force. If that coalition didn't pass his """"global test,"""" nothing will pass a """"global test.""""",rep,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
160,160,2012-10-10-mount-vernon-ohio,40,"And — — and I can sure tell you this. Everything I will do, when I'm president of the United States, will be designed to help people who have needs like your son, to make sure we care for them, to seek — to seek for the cures for diseases of all kinds. Almost every family I know has been touched by — by some type of disease or tragedy, and they want to know that we're working together to try and help.",rep,2012,FALSE,not populist,randomly,0,0,0,0,0,0,0
161,161,3041,24,"We need, for example, in your government, the toughest possible system of child support enforcement so people can't cross the state lines and beat their obligations to take care of their kids. There are some things that people's personal responsibility has to prevail on. But I'll tell you something folks; when you get right down to it this is a race of hope against fear, of new ideas against proven, failed ideas, of having the courage to change against the comfort of the status quo.",dem,1992,TRUE,not populist,randomly,0,0,0,0,0,0,0
162,162,2004-08-18-convention-cincinnati-ohio,25,"But, as you know, winning the war on terror demands a team effort. We all know that the best intelligence comes from working cooperatively with other nations – through real intelligence sharing and joint operations. That's why for months now, I have been calling for the creation of a National Director of Intelligence with the authority to oversee all of our intelligence agencies.",dem,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
164,164,2004-09-27-education-springfield-ohio,52,"[At this point, Mr. Tombaugh made brief remarks.] The President. Yes, see, one thing that's important about accountability is it lets you determine whether the curriculum you're using is working. If you're using a lousy curriculum, you're going to get lousy results. And it helps schools adjust. It helps teachers understand whether or not the systems they use work. This is a tool. This is a helpful tool. Measurement is good. I've heard all the excuses. Listen, I was a Governor at one time, and you heard them all, """"Oh, all they're doing is teaching the test""""—I'm sure you've heard that—or """"They're testing too much.""""",rep,2004,TRUE,not populist,randomly,0,0,0,0,0,0,0
165,165,1377,35,"The advertising men who manage the President's campaign get paid on a fixed return that hasn't been changed for fifty years. They would be outraged at the thought of a flexible fee. They, too, have a support price.",dem,1956,FALSE,not populist,randomly,0,0,0,0,0,0,0
166,166,2023,6,"Well, we have a big program ahead of us, and I'm not going to try to take up the whole evening of that program.  This is a gala.  This is supposed to be a lot of fun.  And I know my friend Buddy Hackett is over here, and he is going to do a job for us tonight .  We are looking forward to that.  I'm going to get right down to business tonight, because we have some business to do tonight.",dem,1968,FALSE,not populist,randomly,0,0,0,0,0,0,0
167,167,2007,6,"Now, Ralph would be here except for one reason:  I appointed him to go to the Interparliamentary Conference.  I don't know, I guess I wasn't quite so sure I was going to get the nomination or I wouldn't have sent him away.  But, he is a very prominent senator and we like to have good people represent our country abroad in these international conferences and he is away, but he will be back, and if any of you need to have a little political injection, Ralph has told me that he is prepared with the needle to do the job and he will be back here to help us out.",dem,1968,FALSE,not populist,randomly,0,0,0,0,0,0,0
168,168,2834,13,"Now, my opponent by the way, seems to have that liberation confused with the Soviet invasion of Afghanistan. He said what we did in Grenada eroded our moral authority to criticize the Soviets. I've never had any problem criticizing them. ",rep,1984,FALSE,not populist,randomly,0,0,0,0,0,0,0
169,169,3325,6,"I understand he went to sleep reading mine--and Howard's. So let's lay it out on the table, folks. This is about America, and it's about America's future. And I certainly don't want to offend any Democrats here. My parents were Democrats, and they're the best people I even knew. In fact, they didn't change for a while. And now they're both gone. But this is important business. This is not partisan. It's not about Bob Dole. It's not about Bill Clinton, as I said. It's a decision you will make. And Tennessee, as Howard pointed out and Jimmy pointed out, is a key battleground state. If we win Tennessee and Kentucky we're going to be there. We may get there another way, but I know we'll be there if we win Tennessee and Kentucky. And that means getting out the vote. It means encouraging people to take a look at our economic plan. This is not a gimmick.",rep,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
170,170,2004-10-09-st-louis-missouri,11,"And he'll do something else, what's needed. The high cost of medicine is making it hard for small businesses to expand, for people to keep their health care. He understands like I understand, these frivolous lawsuits are driving good doctors out of business and driving up your cost of medicine.",rep,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
171,171,1802,9,"This means we can never be satisfied with what we're doing because the situation changes, we've got to take advantage of new inventions as they come along, we've got to step up our defense forces as the Soviet Union moves in new directions, we've got to be sure that the time never comes that an American President is at a conference table where the man on the other side of the table says """"I'm stronger than you are and I can blackmail you.""""  And so, one, we will keep America strong militarily, and the second thing we will do is this.  We will be firm in our diplomacy.  We know this man as I emphasized.  We know that he doesn't react like the leaders of the free world.  We know that the naive and well-intentioned people who suggest that a concession here or a concession there will lead to peace forget the lessons of history.  My friends, we learned in Korea, we learned in dealing with Hitler, that whenever you're confronted with a dictator the way to peace is to strengthen strength and firmness, and the way to war is through weakness, both militarily and diplomatically.  We stand for strength and firmness and that's what we're going to continue, and that's what the American people are going to vote for on November 8th. ",rep,1960,FALSE,not populist,randomly,0,0,0,0,0,0,0
172,172,2751,25,"Never in modern history has there been a choice or a difference like this facing the American people.  When you reach for that voting lever, you actually hold your future and our future in your hands. If you pull their lever, you will pave the way for government intrusion into the most intimate decisions of your life.  But if you don't want politicians writing your prayers, running your private lives, then pull the lever that says Mondale-Ferraro.",dem,1984,TRUE,not populist,randomly,0,0,0,0,0,0,0
173,173,955,24,"I presume he has not had the opportunity I have had to observe their growth and great accomplishments during the past twenty years. He has picked up these strange ideas from the men around him--bitter obstructionists who oppose these programs in Congress and who seek now to divert attention from the record with baseless, hollow warnings about iron-fisted regimentation, and a sinister government. In short, the General has fallen victim to the same old Republican oratory we've been hearing for the past twenty years.",dem,1952,FALSE,not populist,randomly,0,0,0,0,0,0,0
174,174,1764,7,"And, as Mr. Khrushchev is visiting the United States today as he is attending the United Nations' General Assembly, it is well for us to look at the meeting there and to look at him to see what kind of man we are dealing with and what kind of policy America must follow if we are to avoid war. So, first, because he is a man who understands power and respects it, because he is a man who will use power if he can get away with it, to accomplish his ends, we must make sure that he never believes he is strong enough and that we are weak enough that he could start something without risking national suicide on his own part. And, so, the first necessity of leadership in these critical years ahead is that the United States must continue to be what she is today--the strongest nation in the world.  And, my friends, we must continue to maintain that advantage that we presently have, and the next president must be prepared to ask the American people for whatever was necessary to maintain it because through that strength in our hands, we serve the cause of peace.  We serve it because we will never use it in aggression.  We will only use it to deter those who would threaten the peace or threaten the freedom of others.",rep,1960,TRUE,not populist,randomly,1,0,0,1,0,0,0
176,176,1598,13,"Franklin Roosevelt said in his second inaugural address, """"This generation of Americans has a rendezvous with destiny.""""  I believe in 1960 a new generation of Americans who fought for freedom on all fronts in World War II have now come to where they have a rendezvous with destiny, that their generation must bear its responsibilities of leadership.  I want Khrushchev to know that a new generation of Americans has assumed the leadership, a generation of Americans that is not satisfied to be second best, that wants to be first, not first, if, but, when, or sometime, but first, period.  ",dem,1960,FALSE,not populist,randomly,0,0,0,0,0,0,0
177,177,3345,31,"And why doesn't John Huang...[missing text]...this guy that made, raised four or five, who knows how many million dollars, from all these foreign sources--have a press conference--tell the American people where the money came from. First they said they would. Now they say they won't. First they said they would. Now they say they won't.",rep,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
178,178,2083,12,"VOICES:  Boo, boo, boo, boo. VICE PRESIDENT HUMPHREY:  That third-party candidate has two issues, two issues that he talks about. VOICES:  Law and order.",dem,1968,TRUE,not populist,randomly,0,0,0,0,0,0,0
179,179,2938,5,"And Harry Truman went out all across this country, campaigned up and down and across America, and even election night, the """"Chicago Tribune"""" in one the most famous front pages ever in the history of this country, put out an early edition saying, """"Dewey Defeats Truman."""" My friends, it's not the pollsters who vote on Election Day, it's the people.  And I think the American people are getting a little tired of being told how they're going to vote.  They're going to make the decision.",dem,1988,TRUE,not populist,randomly,0,0,0,0,0,0,0
180,180,3295,6,"And she said, I don't mind those people having that debate back there, but if we're really going to be pro-life and pro-child, I wish they'd all come along with me and adopt some of these kids. We need to build a better life. And not very long ago I had the honor of signing the minimum wage bill, which Senator Harkin talked about, which also did some wonderful things for small business--made it easier for small business people to take out pensions on themselves and their employees, and for employees to take the pension from job to job, and made it easier for self-employed people to buy their own health insurance, and gave them more tax relief for doing it. But that bill had another little-known provision, which I'm particularly proud of. And on the day I signed that bill I thought of that woman holding that child, because that bill gives a $5,000 tax credit to Americans who will adopt children who need a home.",dem,1996,TRUE,not populist,randomly,0,0,0,0,0,0,0
181,181,1649,9,"My judgment is that the Republican party as presently constituted and presently led has not demonstrated either in the past or during this campaign that they have this kind of competence.  Mr. Nixon could not run on the program that he runs on if he recognized our times.  He could not run on the program that our power and prestige is at its height, that of the communists at the lowest it has been, that everything is all right and being done in its proper measure.  The very fact that he chooses that as his campaign indicates that he could not suddenly reverse in 1961 and determine on action.  If he really believes these things he says, in my opinion he disqualifies himself.  If he does not believe them, and runs on that program, he makes the same mistake that Stanley Baldwin made in England in 1935 which almost destroyed Great Britain, by misleading the people of England in 1935.  He prevented them, by not telling them the truth, he prevented them from arming at a time when it might have been possible to prevent the disaster of Munich.",dem,1960,FALSE,not populist,randomly,0,0,0,0,0,0,0
182,182,3311,13,"If we are going to get a handle on crime, teen pregnancy, drugs--all these things that threaten young people, we better take a look at education. We better break this hammerlock the unions and the bureaucrats have on education, and give the schools--and give the schools--we are going to give the schools back to the teachers and back to the parents. That's where they ought to be: back to the teachers and back to the parents.",rep,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
183,183,2004-10-25-remarks-greeley-colorado,37,"The President. He believes that instead of leading with confidence, America must submit to what he calls a """"global test."""" Audience members. Boo-o-o!",rep,2004,TRUE,not populist,randomly,0,0,0,0,0,0,0
184,184,3198,19,"Let me just mention something else. When Dawn introduced me and talked a little bit about herself, I thought to myself: I wonder how many nontraditional students there are who have to balance work and school and taking care of kids. I bet a lot of you do. I never go into a crowd of ordinary Americans that I don't hear somebody talk to me about how one of their biggest concerns is how they can succeed in their work life and succeed in raising their children in their home life.",dem,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
185,185,2004-10-16-beach-florida-0,0,"The President. Thank you all for coming. Thank you all for being here on a beautiful Florida Saturday afternoon. Laura and I are honored so many came out to say hello. We're here to ask for your vote and ask for your help. As Jeb said, it's nearly voting time, and we're counting on you to get your friends and neighbors to the polls. Everybody ought to vote in this country. In a democracy, we have a duty to vote. So round up everybody you can find, head them to the polls, and remind them, if they want a safer country, a stronger country, and a better country, to put me and Dick Cheney back in office.",rep,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
186,186,2004-09-10-discussion-portsmouth-ohio,106,"Let me spend a little time on Afghanistan. I think it's such a hopeful story. First, we're safer. See, Al Qaida trained thousands of people in Afghanistan. They found a soft spot, is one way to describe it, and they exploited it. And they—Al Qaida loved the Taliban. These guys were so backwards, it's unbelievable. They'd whip these mothers in town squares, and they wouldn't educate the girls. That's their view of the future. Imagine a society that's like that. No wonder these thugs were able to burrow in, into that society. They were parasitical. They were like parasites with the idea of eventually becoming the host themselves.",rep,2004,FALSE,not populist,randomly,0,0,0,0,0,0,0
187,187,1689,5,"Do you know that ten years ago we brought more foreign students to the United States than we do today under the governmental program?  Do you know the Soviet Union broadcasts ten times as many programs in Spanish to Latin America as we do?  Do you know we had more people stationed in West Germany in 1957 than throughout all of Africa?  I don't believe that this administration has been foresighted.  I don't believe that they have understood the kind of revolutionary world in which we live.  If they had, we would not be second in space.  We would not find ourselves today with six new countries of Africa, all members of the United Nations, that do not have a single U.S. diplomat in residence in any of the countries.",dem,1960,FALSE,not populist,randomly,0,1,0,0,1,0,0
188,188,2016-11-02-fairgrounds-orlando-florida,2,"That I can tell you because we have worked very hard, all of us, you, me, everybody. And it's very historic what's happening. I'd like to begin today by thanking all of you for joining me. This has been an incredible journey and we've all done it together. We're almost at the end.",rep,2016,FALSE,not populist,randomly,0,0,0,0,0,0,0
189,189,3202,31,"If we do it wrong, the present system will be better for the poor than the new system. But the problem is, the old system would never let people be liberated. If we do it right, we can liberate people who have been isolated and downtrodden and ignored and turned away from, and we could ease our conscience by saying, well, at least they're getting a welfare check.",dem,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
190,190,2932,3,George Bush doesn't care that working women earn only 64 cents for every dollar that men earn.  I want to put equality where it belongs--in your paychecks. George Bush doesn't even know that almost 40 million Americans--mostly working people and their families--don't have a dime's worth of health insurance.  I'm going to make sure that every job in America comes with basic health insurance.,dem,1988,TRUE,not populist,randomly,0,0,0,0,0,0,0
191,191,3097,18,"Not far from here, you know, is the birthplace of Will Rogers, the man who said he wasn't a humorist, he just watched the government and reported what happened. Well, I don't know what he'd say about Governor Clinton. Maybe he would say that here's a guy with the gall to promise the moon to America while the sky is falling down in his own backyard. But I really believe we can do better, and I say America deserves better. ",rep,1992,FALSE,not populist,randomly,0,0,0,0,0,0,0
192,192,2749,2,Did you see the debate last Sunday night?  That was the beginning of the victory march for the Mondale-Ferraro campaign.  This race is now red-hot.  The crowds are getting bigger.  The Republicans are getting more nervous.,dem,1984,FALSE,not populist,randomly,0,0,0,0,0,0,0
193,193,3286,33,But America has been different and America must be different. That's why when people start expressing their hatred of the federal government I stood up for the federal employees and reminded people they're our friends and neighbors--they're people like Sylvester. They're our neighbors and friends.,dem,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
194,194,3212,27,"Folks, I look at this community, I look at this school, I remember everything I've read about it. I saw that Air Force Colonel bragging on you. I know you sent student volunteers to work in the White House. I think of all the things you have done and built here, and it looks to me a pretty good picture of what America ought to be like as we start the twenty-first century.",dem,1996,FALSE,not populist,randomly,0,0,0,0,0,0,0
196,196,2775,31,"Well, wherever the new patriotism came from, there can be no gainsaying its arrival. Maybe you've seen the television show """"Call to Glory"""" that celebrates Air Force officers serving in the """"twilight struggle"""" of the cold war. Or maybe you've heard country singer Lee Greenwood's new song, """"God Bless the U.S.A.,"""" whose first verse says it so well:",rep,1984,FALSE,not populist,randomly,0,0,0,0,0,0,0
