,speech_par_id,text,bart_label,annotated_at,yuchen_label,,
130,1480_3,"I see no sense in it. I am confident that this state of Texas, as it did in the administration of Franklin Roosevelt, when John Garner associated himself with that administration, I am confident that in 1960 Massachusetts and Texas, the United States and the Democratic party, will be associated in a great national effort. Texas looks north and Texas looks south; Texas is a bridge. I think that there is no problem which should occupy the attention of the next administration in foreign policy more immediately than reestablishing the harmonious relations which existed in the administration of Franklin Roosevelt. The administration of Franklin Roosevelt looked south. They held out the hand of friendship to Mexico, to the Argentine, to Peru, to Brazil. They recognized that there was no security for the United States unless there was a happy atmosphere existing, a good neighbor policy existing between Latin America and the United States. And it is an unfortunate fact that this administration has waited to the last month, when their time is running out, when their days are on the yellow leaf, before they have looked south, before they have held out the hand of friendship to the people of Latin America. We together with Latin America are one. When the United States moves in a different direction from Latin America, we adversely affect the security of every American. I ask you to join up with us in this effort. The Democratic party has a great past, but I believe the Democratic party has a greater future. The Democratic party belongs to all the people. It has spoken for the people in the great moments of crisis which our country has faced, Wilson, Roosevelt, and Truman, and spoken on behalf of the men and women of this State and the men and women of this country. I ask you to join us now, to join in establishing once again the kind of progressive administration which has served this country so well in the past.",neither,1/27/21 1:45,neither,,
131,3225_38,"Look at Bosnia, a small country where biologically the Croats, the Serbs and the Muslims are indistinguishable. There is no true ethnic difference. They are in different groups because of accidents of political history. They lived together in peace and harmony for decades, and in no time at all they were killing each other's children. Now we've had peace for several months, nearly a year; now we've had elections. It's going to be a long road back for people that had, among other things, one of the most beautiful cities in the world in Sarajevo, and were willing to throw it all away just so they could feel superior to somebody else.",neither,1/27/21 1:46,neither,,
132,2016-11-03-raleigh-north-carolina_42,"I am determined to make this one of the most important projects of my presidency and I hope all of you will join me in doing that. And I have to say - I have to say that is only part of what must be done because the leading cause of death for young African-American men, more than the next nine causes. We have 33,000 people a year dying from guns. I just cannot tolerate this any longer. I have met the families of those who have lost loved ones, who have lost the first graders in Sandy Hook, the bible study churchgoers in Charleston, the club-goers in Orlando, the moviegoers in Aurora, Colorado, people going about their lives being cut down and cut senselessly short. We have to take steps to reduce gun violence, and I know we can do that because the vast majority of Americans agree something must be done and a very big majority of gun owners agree as well.",inclusive,1/27/21 1:46,neither,0,Social justice for African Americans
133,3020_16,"And there are still other reasons why we cannot retreat to a fortress America. The collapse of Soviet communism has not only brought new democratic forces onto the world stage, it has also unleashed some darker undercurrents: civil war, ethnic hatred, intolerance, and the spread of dangerous military technologies. There is the risk that the pendulum could swing back against democracy, freedom, and the hope for peace in many places in this world.",neither,1/27/21 1:46,neither,,
134,2004-09-13-care-muskegon-michigan_117,"Remember, Iraq is going to be having elections in January. They've got a tough Prime Minister. I like him, Allawi. He's a strong guy. He's the guy that, by the way, survived an assassination attempt by Saddam Hussein. The guy sent the people in to—he was living in London at the time—they sent a ax-wielding thug to try to chop him to pieces. And he survived it. Seriously. So he understands. He understands the tyrant. He believes in the aspirations of the people. He wants there to be elections. He knows that Iraq can handle democracy. It's what he believes in his soul. I believe we ought to help him get there.",neither,1/27/21 1:46,neither,,
135,1252_5,"If you will pardon me a digression within a digression, let me say one thing more.  If you will never forget this one thing, that America's greatness is that it is a government founded squarely in a deeply felt religious faith, you will never go far wrong.  Our forefathers, in order to make this clear, in attempting to explain this form of government to the world said, """"We hold that all men are endowed by their Creator with certain rights.""""  Unless they called upon the Creator to explain this government, it made no sense, and freedom doesn't make sense unless it has its roots very deep in some kind of religious faith.  If you never forget that, I would venture that on that one word of advice you will never go far wrong.",neither,1/27/21 1:47,neither,,
136,2016-09-18-caucus-washington-dc_6,"who will fight for the forgotten, who will invest in our children, and who will really have your back in the White House. We need ideas, not insults, real plans to help struggling Americans in communities that have been left out and left behind, not prejudice and paranoia. We can't let Barack Obama's legacy fall into the hands of someone who doesn't understand that, whose dangerous and divisive vision for our country will drag us backwards. Instead, we need to come together, to get incomes rising with a higher minimum wage, to invest in neglected communities with efforts like Jim Clyburn's 10-20-30 plan, to get guns out of the hands of dangerous people, to fight for a criminal justice system that actually delivers justice, and to make sure that all kids have good schools and good teachers no matter what zip codes they live in.",neither,1/27/21 1:47,inclusive,0,Don't see any reference to minorities.
137,2004-10-16-sunrise-florida-0_43,"The President. In a time of change, some things do not change, the values we try to live by, courage and compassion, reverence and integrity. In a time of change, we must support the institutions that give our lives direction and purpose, our families, our schools, our religious congregations. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. We stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:47,neither,,
138,2016-09-18-caucus-washington-dc_5,"As a country, we have a moral obligation to give her family and every family a chance to rise up and reach their dreams. That is what's at stake in this election. It's not about golf course promotions or birth certificate. It comes down to",neither,1/27/21 1:47,neither,,
139,2713_20,"Last month, in Dallas, Mr. Reagan attacked those of us who are trying to preserve the separation of church and state.  He supports a constitutional amendment instituting school prayer, with the prayers chosen by local politicians.  In Dallas, he said that anyone who opposes that amendment is """"intolerant"""" of religion.",inclusive,1/27/21 1:47,inclusive,,
140,2086_3,"This is no way to run for the presidency.  The people, to trust you, have to know where you stand. You know where I stand on all the issues--on Vietnam, on civil peace, on human rights--Medicare, Social Security, education, cities, poverty, tax reform.  You know where I stand, because I have spoken out on the issues.  I addressed the nation on the crucial problem of order and justice in our society.",neither,1/27/21 1:47,inclusive,0,"The people may know where he stands on civil rights, but as a reader of this pargarph, I don't. :)"
141,2004-10-27-remarks-vienna-ohio_7,"Most of all, I want to thank you all for coming. You're lifting my soul and lifting my spirits. It is so great to see such a big crowd. I want to thank you for putting up the signs. I want to thank you for making the phone calls. I want to thank you for what you're going to do as we're coming down the stretch, which is to turn out that vote. With your help, there is no doubt in my mind, we will carry Ohio again and win a great victory.",neither,1/27/21 1:47,neither,,
142,2190_39,"Without weakening our commitment to public education, my administration will protect and encourage the private option. The private option should not be available only to the wealthy: that is not the American way. And America is richer for the diversity of those groups which prefer a distinctive schooling.",neither,1/27/21 1:48,neither,,
143,2971_31,"That's the attitude we'll have in a Bush administration. I expect to take personal responsibility for building a safer America--a better America. Some of the choices we have to make in fighting crime aren't easy, but that's what leadership is all about.",neither,1/27/21 1:48,neither,,
144,3235_7,"It is especially exciting for me because the budget adopts my program to continue our advances in education. And it is a fitting tribute to Senator Claiborne Pell's last session of Congress because--and I don't think he knows this yet--the budget we agreed to last night contains the biggest increase in Pell Grant scholarships in twenty years. The budget will put 40,000 more young children in Head Start. The budget fully funds our commitment to the technological literacy initiative which will connect every classroom in every school in America to the Information Superhighway by the year 2000. It protects our environment by funding clean air, clean water and safe food. It recognizes that we are both a nation of immigrants and a nation of laws. It builds on our approach to combat illegal immigration at the borders, in the workplace and in the criminal justice system. But it does so without hurting innocent children or punishing legal immigrants. Thank goodness we have turned that around.",inclusive,1/27/21 1:48,neither,0,"""nation of immigrants"""
145,2004-10-09-remarks-waterloo-iowa_30,"In a time of change, some things don't change. Those are the values we try to live by, courage and compassion and reverence and integrity. In changing times, we'll support the institutions that give our lives direction and purpose, our families, our schools, our religious congregations. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. We stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:48,neither,,
146,2294_5,"It is time to remember that those who suffer and die at our hands in a war that is wrong are created in the image of God just as we are.  And in remembering that, we can perhaps begin to remember also that America was founded on the faith that all people are created equal--that they are endowed with inalienable rights of life, liberty and the pursuit of happiness. And it is this faith which I want America to come home to in 1972.",neither,1/27/21 1:49,neither,,
147,2336_17,"At the same time, you can be certain of this: on matters affecting basic human values--on the way Americans live their lives and bring up their children--I am going to respect and reflect the opinion of the people themselves.  That is what democracy is all about. In the next four years, as in the past four, I will continue to direct the flow of power away from Washington and back to the people.  In meeting our material needs, we must never overlook every American's spiritual need for personal freedom.  When freedom is taken away from the individual, in the name of the people, the people lose their freedom.This is the land of opportunity, not the land of quotas and restrictions.  This is the land that holds all men to be created equal, not the land that demands that all citizens become the same.  Above all, this is the land where an alien paternalism has no place at all--because we deeply believe in a system that derives its power from the consent of the governed.",neither,1/27/21 1:49,neither,,
148,1549_13,"The contribution of that generation was the maintenance of freedom here in the United States and the maintenance of the private enterprise system. I think the contribution of the next generation of Americans in the sixties and the seventies can be the maintenance of freedom around the world. Can we in our time and generation cause the tide to begin to come in for freedom, or shall it ebb and we be left high and dry by 1970 or 1975, isolated with a world turning to the East and not to the West? That is the question before us, as serious and as great a question has faced this country since 1860, the issue in many ways as the issue of 1860, half slave or half free. I think it will be free but it will depend in the final analysis upon all of us.",neither,1/27/21 1:49,neither,,
149,2008-10-28-hershey-pennsylvania-1_7,"After months of campaign trail eloquence, we've finally learned what Senator Obama's economic goal is: to spread the wealth. In a radio interview revealed this week, he said the same thing -- that one of the quote, """"tragedies"""" of the civil rights movement is that it didn't bring about """"redistributive change."""" You see, Senator Obama believes in redistributing wealth, not in policies that grow our economy and create jobs. He said that even though lower taxes on investment help our economy, he favors higher taxes on investment for quote """"fairness."""" There's nothing """"fair"""" about driving our economy into the ground. We all suffer when that happens, and that is the problem with Senator Obama's approach to our economy. He is more interested in controlling wealth than in creating it ... in redistributing money instead of spreading opportunity. I am going to create wealth for all Americans, by creating opportunity for all Americans.",neither,1/27/21 1:50,neither,,
150,2004-09-27-west-chester-ohio_39,"Listen, in changing times, things—some things won't change, the values we try to live by, courage and compassion, reverence and integrity. In changing times, we'll support the institutions that gives our lives direction and purpose, our families, our schools, our religious congregations. We stand for a culture of life in which every person matters and every being counts. We stand for marriage and family, which are the foundations of our society. I stand for the appointment of Federal judges who know the difference between personal opinion and the strict interpretation of the law.",neither,1/27/21 1:50,neither,,
151,2004-09-04-broadview-heights-ohio_120,"The President. Yes, thank you, sir. I was hoping he'd ask that question. That's the kind of question I was hoping to get. First, register people to vote. It's—we have a duty to vote. Did I tell you—talk about the 10 million people in Afghanistan today yet? No. Okay. It's hard to believe, isn't it? Ten million people in Afghanistan have registered to vote. It's amazing—it's amazing, isn't it? Really think about that. Prior to September the 11th, 2001, these people were living in the—well, prior to later on in 2001, they were still living in the clutches of the Taliban. These barbaric people would not let young girls go to school. They would whip their mothers in the public square if they didn't toe their dark vision of Islam, you know, toe the line. They were the opposite of the kind of people we are in America. We respect human rights. We respect human dignity. We value the freedom to worship the way you want to. They're the opposite, and yet, 3 years later, people are lining up to vote, 10 million people. This is in spite of the fact that the Taliban is jerking people off a bus and executing them because they're holding registration cards or they were workers trying to get people to register. You cannot stop liberty. It's a powerful force. People want to be free.",neither,1/27/21 1:50,neither,,
152,1624_19,"I hope, in closing, may I say that all of those of you who are students at this college will consider during your lifetime embarking on a career of public service.  In the next ten years we are going to try to develop in this country a sense of the public interest comparable or superior to what the Soviet Union is able to develop in its country by power of the police state.  How many young students at this college are willing to spend part of their lives in Africa or Latin America or Asia, are willing to spend part of their time in this college learning not merely French or Spanish or Italian, but learning some of the esoteric dialects of India or Africa, learning something about those countries, preparing themselves as doctors or teachers or engineers or scientists, or nurses, or public health officials, or Foreign Service officers, to contribute part of your talents, part of the benefits of your education to society as a whole?  This college was not founded and has not been maintained merely to give this school's graduates an economic advantage in the life struggle.  There is a higher purpose.  Professor Woodrow Wilson said that every man sent out from a college should be a man of his time as well as a man of his nation.  I ask you to consider how you can best use the talents which society is now helping develop in you in order to maintain that free society.  All of us are involved in the discipline of self-government.  All of us in this country, in a sense, are office holders.  All of us make an important decision as to what this country must be and how it must move and what its function shall be, and what its image shall be, and whether it shall stand still, as I believe it is now doing, or whether it shall once again move forward.  ",neither,1/27/21 1:51,neither,,
153,1308_9,"Why is that important in the United States?  For this reason:  The real strength of the United States is the genius, the initiative, the desire to earn of 155 million people.  Today, if we want you to take risks, to get out and exploit every single talent that God gave you, you must have a floor of security under you.  But don't let anyone tell you that is as high as you can go.  All of these programs are wonderful and we in this crusade are committed to extending them, making them better, covering people that are not now covered--but we do that so that you will go out and earn what you want for yourselves and your families and those little tots, making everything of yourselves that you can in this United States.  The only limitation is that you must not step on the equal rights of other people to be free and work in the same way.  That is the glory of America.",neither,1/27/21 1:51,neither,,
154,2012-09-25-york-city-1_9,"A global movement was sparked with the Trafficking Victims Protection Act, signed by President Clinton and carried on by President Bush. And here at CGI, you've made impressive commitments in this fight. We are especially honored to be joined today by advocates who dedicate their lives—and at times, risk their lives—to liberate victims and help them recover. This includes men and women of faith, who, like the great abolitionists before them, are truly doing the Lord's work: evangelicals, the Catholic Church, International Justice Mission, and World Relief, even individual congregations, like Passion City Church in Atlanta, and so many young people of faith who've decided that their conscience compels them to act in the face of injustice. And groups like these are answering the Bible's call to """"seek justice"""" and """"rescue the oppressed."""" Some of them join us today, and we are grateful for your leadership.",neither,1/27/21 1:53,neither,,
155,2064_12,"He goes into the South, he sniffs magnolia blossoms with Strom Thurmond.  He comes into the North and he says he is sort of for civil rights.  One day he says he is for the arms control treaty to stop the spread of nuclear weapons, but then he says, not now, take it easy, go slow.  This kind of man that gets saddle sore trying to ride the issues, both sides of the issues--is not the man we are going to let get into the White House.",neither,1/27/21 1:53,neither,,
156,2527_6,"Today, these attitudes have eroded. Education, particularly in America's urban centers, has been inundated by a barrage of social problems. Schools are facing a litany of ills--drugs, disruption, violence that victimizes both teachers and students, increased racial tensions, and the excessive demands for schools to be all things to all people.",neither,1/27/21 1:54,neither,,
157,2012-09-20-question-and-answer_20,"And so we had to take a whole series of emergency actions to make sure that we put people back to work, cutting taxes for middle class families and small businesses so that they could stay open or pay the bills, making sure that States got assistance so they didn't have to lay off teachers and firefighters and police officers, saving an auto industry that was on the brink of collapse. And so that took up a huge amount of time in the first year. But even in that first year, one of my first acts was to invite every single Member of Congress who had previously been supportive of comprehensive immigration reform and to say to them, we need to get this done. This is something I believe in deeply, because we are a nation of laws and we're a nation of immigrants. And I am willing to work with anybody to strengthen our border security and to crack down on employers who are taking advantage of undocumented workers, but what we also have to do is provide a pathway for all those millions of hard-working people who are simply here looking after their families, and oftentimes they've put deep roots in this country.",inclusive,1/27/21 1:54,neither,0,"""nation of immigrants"""
158,2016-10-29-center-phoenix-arizona_30,"Hillary's policies unleashed ISIS, empowered Iran, and spread death and destruction across the Middle East. Hillary and our failed Washington Establishment have spent $6 trillion on wars in the Middle East, and now it's in worse shape than ever before. Our failed establishment has betrayed the American worker and family. They've dragged us into foreign wars that have made us less safe, they have left our borders wide open at home, and they've shipped our jobs and wealth to other countries.",neither,1/27/21 1:54,inclusive,0,"Seems borderline exlcusionary (""open borders"")"
159,1598_7,"My judgment is that unless this country begins to move again, unless we realize the full importance of the times in which we live, unless we are ready to say to those who say """"You have never had it so good,"""" that we can do better, unless we are willing to recognize that a great country must be greater, unless we in our day and generation recognize that we have unfinished business, then we will not be true to this country, we will not maintain our freedom, we will not meet our responsibilities, and history will record that in the 1960s when the world exploded and when the world moved, the United States stood still.  Unless we build a strong country here, we are not going to be strong around the world.  The reason that Franklin Roosevelt was a good neighbor in Latin America was because he was a good neighbor in the United States, because he cared for the people living here.  Because he developed the natural resources of this country, of the Tennessee Valley.  He let people all around the world know that they could do it also.  Because he cared for people who worked, because he protected the rights of people who worked in our textile mills, because he protected the rights of the cotton farmer, because he moved this country forward in his time, the United States was a source of inspiration around the world.  Very few people in the world to the south of us, in Latin America and Africa and Asia, ever quoted modern American statesmen.  They quote Jefferson and Lincoln or Wilson or Roosevelt.  But the United States has ceased to be a source of inspiration to them, a source of energy, a source of vitality and example.  I believe it is our function to so build our society here, to so reinvigorate it, to so move it, that people around the globe ought to wonder how they can follow our role, what the president of the United States is doing, not merely what they are doing in the Far East, and what Mr. Khrushchev is saying or doing.  ",neither,1/27/21 1:55,neither,,
160,1026_5,"Now, I discovered that it was in Seneca Falls that she actually started the women's suffragette movement in this country. You know, I had a letter from a woman the other day through the mail and it said she was commending me on some speech I had made, and she said, """"You know, Governor Stevenson, I am very easily swayed by emotion, until I think--which I occasionally do."""" It seemed to me a very promising and hopeful thing for the future. But it wasn't only women's franchise that Susan Anthony was famous for. I am told that it was here at Seneca Falls in this very town that she also started a fashion that existed for many years in this country in collaboration--in cooperation with a woman named Mrs. Bloomer, and I look about this audience and I must say that I observe the utmost disloyalty to the traditions of Seneca Falls--I haven't seen a bloomer all morning, around.",neither,1/27/21 1:55,neither,,
161,2016-10-26-charlotte-north-carolina_7,"African-Americans compromise roughly 13 percent of the population, yet make-up 60% of murder victims under the age of 22. In 2015, violent crime in Charlotte increased by 18 percent – and it's expected to rise 24% in 2016. In the city of Chicago, nearly 3,500 people have been shot since January of this year.",neither,1/27/21 1:55,neither,,
162,2392_1,"I'm very glad that I had a chance to come here to meet with you tonight. My wife and my daughter, Amy, who is nine years old, have already been introduced. I also have a relative here, a sister-in-law, and a brother-in-law, my sister-in-law is from Estonia, and she and her husband are there and I'd like you to meet Anna, who was born in Estonia.",neither,1/27/21 1:55,neither,,
163,1848_13,"So, if we're not going to have a recession, how about our programs for progress for the future?  Well, here, as you might expect, the voter again is confronted with a real problem, because I say that I have programs that will produce progress, better schools and better housing for all Americans, a program of medical care for the aged, a program that will expand job opportunities for all of our people, a program in the field of civil rights that sees that all Americans move forward together, leaving none behind. My opponent, of course, has programs in these same fields, and, so, here again you have the predicament.  Which one of us are you to believe?  Well, first of all, I can point to the record, the record to which I referred a moment ago.  When you look at the progress in the Eisenhower years; in every one of these fields that I have mentioned; you will find that we have more than in the Truman years.  But some of you may say, """"Well, now, just a minute.  But Mr. Truman isn't running.""""",neither,1/27/21 1:56,neither,,
164,2012-09-17-los-angeles-california_29,"Now, my confidence, by the way, comes from the entrepreneurs I've met across the country. We're in a room full of hard-working entrepreneurs right here. Martha de la Torre is here. In 1988, Martha co-founded El Clasificado, a Spanish-language weekly. Classified ads; now, there's a tough business. But Martha adapted with the times. She became an expert in search-engine marketing, and she turned Clasificado.com into an online powerhouse.",inclusive,1/27/21 1:56,inclusive,,
165,2016-10-31-campus-warren-michigan_16,"So when you look around Michigan, and you see the rusted-out factories, the empty buildings, and the long unemployment lines, remember: Hillary Clinton did much of this to you. Hillary got rich selling your jobs – the same special interests who pushed the jobs out of America are the people who've given countless millions to the Clintons. Hillary gets rich making America poor.",neither,1/27/21 1:56,neither,,
166,2610_6,"And I look to the future, too, because we've not got food stamps so people don't have to have cash money to buy them. That was an idea that came from you all. And it's made it easier for those who've starved to eat. And we've had some economic setbacks in the last few years. The whole world has been shocked by high inflationary pressures. And we've added eight-and-a-half million new jobs; 1.3 million of those that weren't available on January 20th, 1977, are now held by black people in this country; another million by Hispanic American people. We've tried to focus our job programs for a change on permanent career jobs in the private sector of our economy and also on those who were chronically prohibited, by various factors that ought not have been there, from having full employment.",inclusive,1/27/21 1:56,neither,0,Job gains for minorities. Maybe not enough to make it inclusive?
167,2455_30,"THE PRESIDENT. Well, what we have recommended is that there be tax incentives for any businessman who either moves the plant into the inner city or expands and modernizes his business within the inner city where unemployment is 7 percent or higher, if I recall the precise figure. That, to me, would be an incentive and a very substantial part to the black businessman who wants to give jobs in the inner city to the unemployed, particularly the disadvantaged and the blacks, within a city.",inclusive,1/27/21 1:56,neither,0,Seems focused on equality and social justice
168,2763_15,"In South Africa, the issue is not the racist government and the communists that they've cozied up to.  It's between them and Bishop Tutu and the religious leaders and the decent, honorable people of South Africa who want justice for all of the people of that good country. If you'll help me get into that White House You know, I think Reagan's in for a big surprise.",neither,1/27/21 1:57,neither,,
169,1786_1,"Senator Case, Mr. Mayor, I want to tell all of you in this great assemblage here how much Pat and I have appreciated your welcoming us as you have.  We've been, frankly, literally overwhelmed by the crowds as we came in, and we particularly appreciate the fact that this is a rather odd hour, a difficult hour for many of you.  You are busy.  I suppose it is not too difficult for all the students here--you're getting out of class, so that is a little reward.  But let me say this, that whether you get out of class or not, I think it is very good of you to come to give us an opportunity to meet you, to give you a chance to see your government in action, and to see one of the candidates for the presidency of the United States.",neither,1/27/21 1:57,neither,,
170,1590_9,"Every educated man or woman who is a Negro has not only the opportunity to advance their own private interests--and I think this is true of every American--but they have the obligation to advance the common cause, advance the interests of their country. I hope it will be possible for more and more of them to serve the United States outside our boundaries, in the Foreign Service, in the information services, as doctors and nurses, not just in Africa, but in Europe, Asia, Africa, freely in areas and indicating our great contribution, our strong belief that we want to use all the talent that we can get.  Actually a far greater responsibility rests upon the Negro leadership than it does upon the leadership of almost any other group, and I believe that by meeting such as this you are meeting that responsibility.",inclusive,1/27/21 1:57,neither,0,Seems focused on increasing opportunties for African Americans
171,1483_8,"The Democratic party is not preaching disunity, Mr. Khrushchev. Our program is not one that will please you. The Democratic party wants to win this election, not to preside over the liquidation of the free world, or the destruction of mankind, but to achieve peace and regain our security by rebuilding our country.",neither,1/27/21 1:57,inclusive,0,Nothing about minorities
172,1024_5,"How much was it worth to prevent Communism from taking over Italy? I don't know how you measure such things, but I am sure that in times to come the American people will regard what they spent to help countries like Italy as a wise and a prudent investment--and I mean all Americans--not just Americans of Italian descent. You know, that really isn't Republican sabotage, because all those guys are for us, that run those.",inclusive,1/27/21 1:58,neither,0,Brief reference to Italian Americans
173,945_0,"I find myself tonight tempted to stray from a path I have followed now for a month. Day after day, night after night, I have tried to talk about public questions: international policy, farm policy, labor policy, civil rights, atomic energy, and many others. This road has led me through some twenty states from coast to coast. It has been lined with great numbers of people, friendly people, people who nod encouragingly when you try to talk to them intelligently and straight from the shoulder.",neither,1/27/21 1:58,neither,,
174,2012-09-20-question-and-answer_39,"College Affordability/Education Reform/Minority Student Dropout Rate Q. Thank you. First of all, I want to say, Mr. President, it's an honor for me to be here to—and my name is Ana Maria Menda, and I'm a candidate to a doctorate in special education studies at university level. So I would like to know, what do you attribute the dropout rate among Hispanics in the United States—15 percent—and what plans do you have to change that?",neither,1/27/21 1:58,neither,,
175,2771_62,"That torch went through the Cumberland Gap, past the Martin Luther King, Jr., Memorial, down the Santa Fe Trail, and alongside Billy the Kid's grave. In Richardson, Texas, it was carried by a fourteen-year-old boy in a special wheelchair. In West Virginia the runner came across a line of deaf children and let each one pass the torch for a few feet, and at the end these youngsters' hands talked excitedly in their sign language. Crowds spontaneously began singing """"America the Beautiful"""" or """"The Battle Hymn of the Republic.""""",neither,1/27/21 1:58,neither,,
176,2016-09-29-des-moines-iowa_32,"And so I want you to join this campaign. The election will be close, but we can win Iowa and we're going to win on November 8th. So if you can, text 'Join,' J-o-i-n, to 47246, or go to hillaryclinton.com and sign up to volunteer. If you're not sure if you're registered, see these signs, 'I Will Vote?' Iwillvote.com. You can go to iwillvote.com, put in your name and your address, to make sure you're registered. Because sometimes people get dropped off the registration lists and they are surprised when they show up to vote that they're not on it. So check that out. And then, vote, and get everybody you know to vote. And I hope that a lot of you will go to vote after today, after this beautiful rally we're having. Because we will prove that we are stronger together. And you know what else we'll prove? We will prove that love trumps hate.",neither,1/27/21 1:58,neither,,
177,2016-10-04-prescott-valley-arizona_34,"At the same time, our country is being infiltrated by terrorists. Just yesterday, an immigrant from Bangladesh was charged in another ISIS plot. Hundreds of immigrants from high-risk regions have been implicated in terrorism inside the United States since 9/11.",neither,1/27/21 1:59,neither,,
178,2016-07-28-democratic-national-convention_32,"So we gathered facts, we built a coalition and our work helped convince Congress to ensure access to education for all students with disabilities. It's a big idea, isn't it? Every kid with a disability has the right to go to school.",neither,1/27/21 1:59,neither,,
179,2012-10-25-rally-tampa-florida_7,The President. Except the ones that I'm in. Maybe even those too. But you've also had a chance to see the two candidates and the two perspectives. You've heard Governor Romney's sales pitch.,neither,1/27/21 1:59,neither,,
180,2004-09-24-remarks-racine-wisconsin_17,"I'm running for President with a clear and positive plan to build a safer world and a more hopeful America. I'm running with a compassionate conservative philosophy that Government should help people improve their lives, not try to run their lives. I believe this Nation wants steady, consistent, principled leadership. And that is why with your help, we'll carry Wisconsin and win a great victory in November.",neither,1/27/21 1:59,neither,,
181,1742_24,"In 1860, in the campaign a hundred years ago, Abraham Lincoln said the issue was whether this nation could exist half slave and half free. Now 100 years later, the question is will the world exist half slave and half free, or will it move in the direction of freedom?  Or will it move in the direction of slavery?",neither,1/27/21 1:59,neither,,
182,2004-10-04-discussion-clive-iowa_117,"Finally, let me share with you about my beliefs on liberty. I believe liberty has got the ability to transform societies. I do. And I believe that because I'm watching it happen in Afghanistan. But also I spend time with my friend Prime Minister Koizumi. He's an interesting guy. I saw him at the United Nations recently when I was up in New York, and I said, """"I'm telling people all across the country about our relationship. Do you mind?"""" He said, """"No."""" I didn't tell him I was going to tell you that Elvis is his favorite singer.",neither,1/27/21 1:59,neither,,
183,2262_4,"In Pittsburgh, unemployment among black men under thirty is reported at over 30 percent--and approximately half of the black male high school graduates of the last five years are without the work they were promised if they stayed in school. But Richard Nixon has vetoed the bills a Democratic Congress passed to create jobs. Do you want four more years of that?",inclusive,1/27/21 2:00,neither,0,Emphasizes importance of equal outcomes
184,2004-09-15-heritage-month-reception_23,"Recently, I talked about a school in Georgia, northeast Georgia, called Gainesville Elementary School. It's mostly Hispanic, mostly poor. It's the kind of school where people just say, """"Well, gosh, these kids can't learn. Give up. Move them through."""" This year, 90 percent of the students passed the State tests in reading and math. That's a fantastic statistic, isn't it?",neither,1/27/21 2:00,neither,,
185,2747_6,"Mr. Bush may think, as he said last night, that this administration has fought hard for civil rights, but it just ain't so. Mr. Bush may think, as he said last night, that the illegal war in Nicaragua is marvelous, but it just ain't so. Mr. Bush may think that the cure for unemployment is lowering minimum wage, but it just ain't so.",neither,1/27/21 2:00,neither,,
186,2012-09-09-rally-melbourne-florida_18,"We are a young nation. We've got the greatest diversity of talent and ingenuity. People want to come here from every corner of the globe. So no matter what the naysayers tell us, no matter what they—how dark they try to make things look for election time, there's not another country on Earth that wouldn't trade places with the United States.",neither,1/27/21 2:00,neither,,
187,2016-10-18-colorado-springs-colorado_62,"There are already a record 65 million people in the United States who speak a language other than English. It's in their interest and everyone's interest to control immigration so past arrivals can integrate into society and really join the middle class and the upper class. But in a secret speech to Goldman Sachs, she said, """"Citizens who want to control immigration are un-American."""" In other words, if you want to have a border, you want to have a wall, which creates a country. Even if you want people to come in, but come in through a legal process, she considers that un-American. So Hillary thinks most of the country is either deplorable, irredeemable, un-American, racist, or basement dwellers in the case of the Bernie Sanders people. She said they were basement dwellers. Hillary's plan includes an open border with the Middle East, meaning generations of radicalism and terrorism spreading and growing within our shores.",neither,1/27/21 2:01,inclusive,0,Seems pretty exclusionary--for immigration control and a wall
188,2630_15,"In closing, I want to make a special statement that I've not made before in this campaign. I want to say a few words directly to those citizens in this country who share the goals that I've just described to you, but who are considering a vote tomorrow for Congressman John Anderson. Obviously, there are some differences between us. But on many of the key issues of this campaign, like the need for energy conservation, pure air, clean water, controlling the spread of nuclear weapons, keeping our nation at peace, the equal rights amendment, our views are very close. And the most overriding issue of all, the issue of peace and the control of nuclear weapons and preventing the spread of nuclear weapons to terrorist countries and to other nations that don't now have the atom bomb--on this great fundamental issue, all of the candidates are on one side except that Governor Reagan is on the other side. ",neither,1/27/21 2:01,neither,,
189,1795_2,"Now, Pat and I are delighted to be here for a number of reasons.  You know, she was born in Nevada, and then came to California.  And we were married there.  And we've lived in California.  She came when she was quite young, so she's virtually a native Californian.  And I suppose this shouldn't be quoted in California, but as we were riding from the airport over to the auditorium, she said, """"You know, this is one of the most beautiful days I've ever seen.  I just love this part of the country.  We've got to come back here."""" ",neither,1/27/21 2:01,neither,,
190,2012-11-04-rally-hollywood-florida_2,"Audience members. Yeah! The President. I'm sorry, I couldn't hear you. Fired up?",neither,1/27/21 2:01,neither,,
