,speech_par_id,text,label_bart,label_oscar,agreement,label_yuchen,,final_label
138,2016-10-15-portsmouth-new-hampshire_26,"Once again, we are going to have a government of, by and for the people. We will make America wealthy again. We will make America powerful again.",populist,populist,TRUE,,,
139,1296_7,"I mention this, my friends, only to give you again an example of how I believe that leadership in Washington should work.  It should win the people.  It should try to keep government as close to the people as it can.  It should go and visit problems and try to learn on the spot what the problems are, because only in that way can we have honest, friendly government--and that is the kind of government, in my opinion, that America will unite behind.  It must be a government made up of outstanding men and women from all walks of life, from every section of our country--men and women who are eager to go back to these areas and find out what bothers America and then go back to try to solve these problems.  That is the pledge that we in this campaign--Republicans, Independents, enlightened Democrats--all the rest of us in this campaign--make to you.",not populist,not populist,TRUE,,,
140,3055_3,"This administration has set very low standards for our economy, for our leaders, and for themselves. A president who asks us to settle for less can't bring out the best in us. A president who is out of touch with the people can't take charge of our future. And when Mr. Bush looks at an anxious and frightened America and tells us this is as good as it gets, that says something worse about his presidency than anything I could ever say.",not populist,not populist,TRUE,,,
141,3059_21,"They do have time in the State Department to look into my mother's passport records. You read about that? Now, wait a minute. It's not all bad. I mean, imagine this. After the government offices close one night, three highly paid political appointees at the State Department departing from all past tradition, using their powerful political ins, sneak in a dark building, go into a dark room where there are all these old files there, bump into each other and get dirt on their nice suits, and they look for four hours trying to find some dirt on my poor mama. But there's some good there. It's the only time since Bush has been president that those three hacks worked till 10 o'clock at night.",not populist,not populist,TRUE,,,
142,2004-08-18-convention-cincinnati-ohio_11,"Military families are going through difficult times these days. Many of their loved ones are in faraway places, leaving them to care for their families alone. The last thing our servicemen and women need on their minds is the stress of wondering if their loved ones back home will be okay. What they need is a president who protects their families while they are putting their lives on the line protecting the American family. That means making sure families have competitive pay, good housing, decent health care and quality education for their children.",not populist,not populist,TRUE,,,
143,3337_27,"And we have seen a United States President talk about an end to the """"era of big government,"""" only a short time after he proposed to nationalize one seventh of the economy in a health care plan, the biggest government power grab in memory. He says these things apparently without embarrassment, without shame, as though his record were meaningless. We have never seen a President cover so much ideological territory in so short a time",not populist,not populist,TRUE,,,
144,2004-09-04-remarks-erie-pennsylvania_35,"Before the Commander in Chief commits troops into combat, we must try all means to solve a problem. That's why I went to the United Nations, in the hope that diplomacy would work. The United Nations Security Council looked at the same intelligence we looked at, remembered the history we remembered, came to the same conclusion that we came to: Saddam was a threat. And they pass a resolution that said, """"Disclose, disarm, or face serious consequences."""" In other words, the free world, after more than a decade of diplomacy, gave Saddam Hussein another chance, a final chance, to meet his responsibilities.",not populist,not populist,TRUE,,,
145,2474_17,"Mr. Carter and his party platform offer more promises, more programs, more spending, more taxes, more inflation, and more unemployment. I say the government is already too big, too powerful, too costly, too remote, and too deeply involved in your personal life. I want your government to be made your servant, not your meddling master.",populist,populist,TRUE,,,
146,2012-09-21-session-new-orleans_11,"My opponent claims that to pay for a new $5 trillion tax cut skewed towards the very top, he'd just close tax loopholes for the very wealthy. But independent experts say there's no way to do that without also cutting deductions that the middle class relies on, and that includes taxing things like Social Security benefits. And this could mean higher taxes for seniors on Social Security, including taxing benefits for seniors who make less than $32,000 a year for the first time ever. Nearly 30 million seniors could see their taxes go up by hundreds of dollars.",not populist,not populist,TRUE,,,
147,2705_29,"To the corporations and freeloaders who play the loopholes or pay no taxes, my message is:  Your free ride is over. To the Congress, my message is:  We must cut spending and pay as we go.  If you don't hold the line, I will--that's what the veto is for.",not populist,not populist,TRUE,,,
148,2016-08-16-west-bend-wisconsin_11,"Imagine how many lives could have been saved, all across this country, if Democratic politicians hadn't blocked in their cities what Rudy did in New York City? I'll make sure we deliver safe neighborhoods here in Milwaukee, and all across this country. It's easy for Hillary Clinton to turn a blind eye to crime when she has her own private security force. I believe all Americans, not just the powerful, are entitled to security.",not populist,not populist,TRUE,,,
149,1362_5,"Second, we insist that this future can be met only by a government dedicated to the proposition that the interests of all the people, and of no narrower group, must guide the policies of this nation. And I say that the present Republican administration, like other Republican administrations before it, is narrowly representative of a limited interest, the largest interests, and is committed to the proposition that by serving them the general welfare is served, too. Third, we insist that this future will be met only by an administration--by a president, an executive, who assumes the full responsibilities of his elected office.",populist,populist,TRUE,,,
151,2012-11-01-rally-boulder-colorado_47,"And what they're now counting on is that the American people will be so worn down by all the squabbling, so tired of all the dysfunction, that you actually reward obstruction, either by voting for folks claiming to bring about change or not voting at all, but either way, putting people back in charge who advocate the very same policies that got us into this mess. In other words, their bet is on cynicism. They're counting on you not voting. That's their entire strategy. But, Colorado, my bet is on you. My bet's on you. My bet's on the decency and good sense of the American people.",not populist,not populist,TRUE,,,
152,2004-10-27-sioux-city-iowa_23,"When you cast your vote this year, taxes are on the ballot: George Bush wants to give you four more years of tax giveaways for millionaires and a higher tax burden for you. Four more years of letting big corporations get away without paying any taxes while you pay more for health care, tuition, and childcare. My fellow Americans, do you want four more years of all that?",populist,populist,TRUE,,,
153,3079_45,"And the Congress is in a state of change, in flux, particularly in the House of Representatives. So what I've proposed is that when the Congress meets, the new one, I will get together with all the 100 or 150 members and say, """"Look, you and I have been listening to the same song, the same American people. They want the kind of changes that I've outlined here today."""" And I believe most Americans really do. And I'll say, """"Now let's get together, lay aside partisanship, and let's in the first 100 days enact this agenda."""" I'm going to have to move fast, but with a new Congress, I think we'll have something entirely different than the gridlocked Congress that I've been facing. I really believe there's going to be that much change. You've already seen it. You've already seen it happening in many of these primaries, and it's still going on.",not populist,not populist,TRUE,,,
154,2016-11-07-raleigh-north-carolina_50,We're going to go to Washington. We're going to drain the swamp. Can't believe it.,populist,populist,TRUE,,,
155,2004-09-10-chillicothe-ohio-0_31,"To make sure health care is available and affordable, we got to do something about these frivolous lawsuits that are running good docs out of practice and running your costs up. See, you cannot be pro-doctor, pro-hospital, pro-patient, and pro-trial-lawyer at the same time. You have to choose. My opponent made his choice, and he put him on the ticket. I made my choice. I'm for medical liability reform—now. In all we do to improve health care, we'll make sure the health care decisions are made by patients and doctors, not by bureaucrats in Washington, DC.",not populist,not populist,TRUE,,,
158,2016-11-02-fairgrounds-orlando-florida_22,"And she was given the questions by a woman that frankly should resigned from the DNC or be fired. But that's a really big deal. And you notice, they never—the dishonest prospect, the most dishonest.",not populist,not populist,TRUE,,,
159,2019_3,"On November the 7th, 1960, a gallant young senator closed his campaign for the presidency of the United States in this city.  And that night Senator John F. Kennedy addressed a closing rally at Boston Garden and he stated the issue of the 1960 campaign, and he stated it this way:  """"This race is a contest between the comfortable and the concerned, between those who believe that we should rest and lie at anchor and drift, and between those who want to move this country forward in the 1960s."""" Now, that was the message of our late and beloved President, the gentleman that honored this state, this city and this nation; and it is the same message that I bring to you today:  move this country forward!",not populist,not populist,TRUE,,,
160,1215_2,"Now I am on a crusade, a crusade that has as its purpose, as its first objective--not its ultimate but its first objective--the unseating of the shopworn administration in Washington.  In that crusade many millions of people have joined.  We haven't asked and we do not intend to ask what was your party affiliation before this crusade began? Because it is a crusade for honest government, for good government, for a government that will lead us toward peace in the world, solidarity, strength and prosperity at home.  My friends, these two objectives are related, because unless we are spiritually, intellectually, economically and militarily strong at home, we cannot lead the world toward peace.  But we are going to be strong at home only if we have a government in which all of you people--each of you--will take pride and therefore, you will support the basic aims and aspirations of government as we proceed through these troubled times.",not populist,not populist,TRUE,,,
162,3211_12,"And I said, the Democratic party does not love the government, it loves the people. The government should serve them; shut her down. Shut her down.",not populist,not populist,TRUE,,,
163,3049_12,"Now, I tell you what, you know, Bush, they talk about big government, but that's big government. Those three people have too much time on their hands if they were looking into my mama. I will say this. I don't know if you read the story about this, but consider this. You've got these three political hacks appointed to the State Department, and they're supposed to look into my mother's passport file, so they wait till six o'clock, till the office is closed, and in their nice suits, they sneak over to this dusty building where all these old files are kept, and they rummage around and bump into each other in this little, dark room until ten o'clock at night, when, disappointed, they give up that they hadn't found any trash on Mother.",not populist,not populist,TRUE,,,
164,2004-10-25-council-bluffs-iowa_42,"The President. I don't see much diplomatic skill in Senator Kerry's habit of insulting America's closest friends. He has called the countries serving alongside us in Iraq, quote, """"a trumped-up coalition of the bribed, the coerced, the bought, and the extorted.""""",not populist,not populist,TRUE,,,
166,3089_15,"No, our work in the world did not end with our victory in the Cold War. Our task is to guard against the crises that haven't caught fire, the wars that are waiting to happen, the threats that will come with little or no warning. I make this promise: as long as I am president, our services will remain the best-trained, the best-equipped, the best-led fighting forces in the world. This is the way we guarantee the peace.",not populist,not populist,TRUE,,,
167,2016-10-03-center-pueblo-colorado_12,"While I made my money as a highly-successful private businessman following the law, Hillary Clinton made her money as a corrupt public official breaking the law and putting her government office up for sale. By her own account, Hillary Clinton left the White House dead broke, and now she and her husband have made more than $200 million dollars – without building a company, or creating a single thing of value. During the early nineties, as companies were collapsing left and right, the media and powers that be said Donald Trump could never make it back. They said I had billions of dollars in borrowing, and hundreds of millions in personal guarantees, and no pathway out.",not populist,not populist,TRUE,,,
168,2202_2,"I am also proud to be here on the platform with the national candidates, and I, of course, refer to the man who will lead the ticket in the state of New York, and a man that I have always had certainly the great privilege to run with and work with, that I came to the Congress with 21 years ago, Senator Jack Javits; his colleague, Charlie Goodell; and then on the candidate side, Congressman Dan Button, Congressman Carlton King and Hamilton Fish, Jr. Will you all stand? And I can only say to you that when Nelson Rockefeller talks about the need for a mandate for change, for new leadership, remember, we not only need a president, we not only need a new cabinet, but we also need the men in the House and the men in the Senate that will support the programs that will provide that change that America wants. And today in the few moments that I have to speak to you I have selected a theme not from a Republican but from a man that all Americans consider to be not only one of the great Democratic candidates but one of the great Americans of his time and of our century, Al Smith. He was famous for that phrase, """"Let us look at the record."""" And today, as we enter the final week of this campaign, I think that it's time that we look at the record. I think that it's time that we get away from all of the personality charges that have been hurled. After all, we've got to recognize that what we are now voting on is the leadership that is going to either fail America or that will win for America over the next four years and the next eight years. And that is why this should not and has never been on my part a campaign devoted to the personalities.",not populist,not populist,TRUE,,,
169,2016-10-12-state-fairgrounds-pueblo_45,"And we can't ever go back there because believe me, trickle-down economics and refusing to regulate Wall Street and the mortgage market is what got us into that mess in the first place. And Donald Trump wants to get rid of the new rules on Wall Street. He wants to get rid of the Consumer Financial Protection Bureau, which returns money to people who've been defrauded by big companies. Well I have a totally different view.",not populist,not populist,TRUE,,,
170,3047_20,"My grandfather told me in the Depression in Arkansas, people were so poor that literally half of them lived in abject poverty. And one time when I was a boy, I asked my granddaddy what it was like in the Depression, and he said, """"Bill, people were so poor they took in one another's washing for a living."""" And you think about that. That's what it would be if we had a 100-percent service economy.",not populist,not populist,TRUE,,,
171,2251_7,"Now I want everyone here to listen very carefully to what I have to say about the finances of this presidential campaign. We need money too. We need television money, we need radio money, we need newspaper advertisements, we need pamphlets, we need registration, we need telephoning and we need all of these things that are necessary to bring our message to the people of this country. We don't have these big special secret funds behind us, but I want to ask everybody here, no matter how poor you are, to think seriously about contributing something to this campaign. Those of you who are students or housewives or farmers or working people--go to your friends, your neighbors, your associates and ask them to contribute something to make this truly a people's campaign. If you do that we will not only win this election, we will have a President in the White House who is put there by the people of this country and who knows no obligation to anyone other than the people of this country.",not populist,not populist,TRUE,,,
172,2343_24,"Let me say in that connection then, I would not hold out to this audience, and particularly to these younger people behind me, the certainty that there will not be conflict in the world, the certainty that there will not be small wars in the world.  But I do say this:  The chance for this new generation of Americans to grow up in a world without war for a whole generation is better than it has been, in my opinion, any time in this century, and we want to keep it that way. When we speak of these next four years, what we ask for is the opportunity to continue, to continue to develop these initiatives.  We think we have learned somehow, some of the methods with which to deal with these problems, and in dealing with these problems, we think that over the next four years we can make more progress in reducing the tensions in the world, in cooling the trouble spots like the Middle East and others that might explode into war.",not populist,not populist,TRUE,,,
173,2016-10-03-theater-akron-ohio_14,"But Trump's whole economic vision is really trickle-down economics. It's the same – the same idea that has failed us before. You see, he believes that all you do is cut taxes on the wealthy and then it trickles down. Well, we know that doesn't work. We've been down that road. And what he wants to do is, I think it's fair to say, trickle-down on steroids. What he has proposed would slash taxes on the wealthy.",not populist,not populist,TRUE,,,
174,2012-10-11-rally-miami-florida_11,"The President. Florida, I have seen too much pain and too much struggle because of bad economic policies that happened before we got elected to let this country go through another round of top-down economics. The centerpiece of Governor Romney's economic plan is a new $5 trillion tax cut that favors the wealthiest Americans.",not populist,not populist,TRUE,,,
175,3338_8,"We've got to stop--put an end to frivolous lawsuits putting small-businessmen and small-businesswomen out of business. And we need to put a cap on punitive damages, but President Clinton's not going to do it--they give him millions and millions of dollars. And so does the Hollywood elite. And so does John Sweeney and the AFL-CIO--all those ads scaring people on Medicare are coming from labor bosses, labor bosses--we're going to protect and defend and preserve Medicare. We're going to let it grow at 7 percent, which is more than President Clinton wants it to grow. We're going to save it just as we saved Social Security back in 1983 when Ronald Reagan was president of the United States--and we will do it again.",not populist,not populist,TRUE,,,
176,2004-10-11-fe-new-mexico_8,"Instead of standing up for you, George Bush has chosen secret meetings with the energy industry behind closed doors in the White House, where they can make their case, but there's no one there to make yours. And then the president when all the way to the Supreme Court to protect the identity of his secret energy advisors. And after four years of empty rhetoric and inaction, the Republican-controlled Congress is ending another session without passing a good energy bill for America. At the end of the day, George Bush just couldn't get it done. Just like with jobs, health care, and education, the President has more excuses than results.",populist,populist,TRUE,,,
177,2108_12,"In this election we are going to, I really believe, decide whetheror not we are going to revert back to a cold-war mentality, orwhether we are going to try to rise above it--not foolishlyignoring the dangers of our time, but rather trying to create aphilosophy of peaceful engagement, where we are ever alert todanger, but equally alert to opportunity. I believe that the arms race within itself is one of thefundamental issues.  But before I touch on that, which I have insome prepared remarks, let me say once again--the question beforethe American people in this election, which I believe is morefundamental than all the peripheral issues that most of us get todiscussing--bombing/not bombing--is whether or not we Americanscan live together in a community, as neighbors, as fellow citizens,white and black, rich or poor, to be together in trust and inconfidence, or whether we are to live in a society that is divided,a society of apartheid, a society of hate and suspicion and doubtand fear, that is aggravated by cheap demagoguery, or even high-class demagoguery.  If you are going to be a demagogue, I think youought to be a crude one.",not populist,not populist,TRUE,,,
178,3114_18,"I offer America a responsible government; a changed Congress; a smaller government; a government that serves the people, not the other way around; a government that understands the real strength of America is right here, right here. It's not all in D.C.; it's right here in Wixom, Michigan. That's where the power is. Give the power back to the people.",populist,populist,TRUE,,,
179,2008-08-28-national-convention-denver_40,"You make a big election about small things. And you know what – it's worked before. Because it feeds into the cynicism we all have about government. When Washington doesn't work, all its promises seem empty. If your hopes have been dashed again and again, then it's best to stop hoping, and settle for what you already know.",not populist,not populist,TRUE,,,
180,3201_28,"The day after my speech on this in Chicago, Bob Shapiro asked all his division heads to study every aspect of the company to see what they could do to help people on welfare find jobs at Monsanto. They're coming up with a plan for their own operations and, even more, they're asking their suppliers and other business contacts to do the same. That is amazing stuff.",not populist,not populist,TRUE,,,
181,2012-09-17-columbus-ohio-0_58,"Now, my opponent, he's got a different point of view. He said it was """"tragic"""" to end the war in Iraq. And he won't tell us how he'd end the war in Afghanistan. He wants to spend more money on programs that our Joint Chiefs don't even want. Well, you know what, I want to spend that money we're no longer spending on war to pay down our debt and to put people back to work here in Ohio, rebuilding roads and bridges and schools and runways. After a decade of war, it's time to do some nation-building here at home. That's why I'm running for a second term.",not populist,not populist,TRUE,,,
183,2012-10-08-newport-news-virginia_25,"Look, from one American to another, thank you so much. And to all of our veterans who are here today, thank you for your service to our country. We have the highest concentration of men and women serving, both active-duty and retired, in any congressional district in America. This is a special district.",not populist,not populist,TRUE,,,
184,3355_31,"We are not going to let the media steal this election. We are going to win this election. The country belongs to the people, not the New York Times. The country belongs to the people.",populist,populist,TRUE,,,
185,2004-09-09-remarks-johnstown-pennsylvania_20,"Audience members. Boo-o-o! The President. Awfully tempting when you're coming down the pike to tell everybody what they want to hear. So they said, """"Well, how are you going to pay for it?"""" He said, """"Oh, that's simple. We'll just tax the rich."""" There's two problems with that. One is that you can't raise enough money by taxing the rich to pay for $2 trillion. There's a gap between what he promises and what he says he's going to do. Guess who usually has to fill that gap? Yes. Here's the other problem. You've heard that rhetoric before, """"Oh, don't worry. We'll just tax the rich."""" They hire lawyers and accountants and dodge, and you get stuck with the bill. We're not going to let him tax you. We're going to win in November.",not populist,not populist,TRUE,,,
186,2004-09-06-racine-west-virginia_13,"At that convention in New York last week, after four years of catering to the big oil companies and the Saudis, George Bush suddenly said that he wanted America to be energy independent. But he's the one who invited energy company executives to secret meetings in the White House and let them write our energy policies. In 2000, he came right here to West Virginia, and promised $2 billion for clean coal technology. But you know what? He broke that promise, too. There's an old saying -- fool me once, shame on you. Fool me twice, shame on me. Well, we're not going to be fooled twice.",populist,populist,TRUE,,,
187,3339_55,And we're going to limit the size of government. The government is too big and spends too much of your money. It's your money. Never forget that it's your money.,not populist,not populist,TRUE,,,
188,911_19,"Even in the field of foreign policy I have been disappointed. There has been much trumpeting by the Republicans to the effect that they were about to unveil a new, a positive and dynamic, streamlined foreign policy. Well, it was unveiled Thursday night by my most distinguished opponent. And what did it turn out to be? Three of the ten planks were """"throw the rascals out."""" And the others turned out to be exactly the foreign policy this nation has been following. It is a good foreign policy. I am glad that the Republican candidate is for it. But does he not realize that this foreign policy has been bitterly fought and obstructed and sabotaged by prominent Republican leaders in the Senate and in the House? Many of the men who have been most indifferent to our allies, who have fought hardest against the Marshall Plan, against the Voice of America, and the Point Four Program and the other major pillars of our foreign policy are now running on the same Republican ticket with the candidate who endorses all of these measures. ",not populist,not populist,TRUE,,,
189,2004-08-19-fire-fighters-boston_12,But here's what you really need to know about them. They're funded by hundreds of thousands of dollars from a Republican contributor out of Texas. They're a front for the Bush campaign. And the fact that the President won't denounce what they're up to tells you everything you need to know – he wants them to do his dirty work.,not populist,not populist,TRUE,,,
191,2600_11,"I know the special sensitivity of Jerusalem. When we were at Camp David, in the seclusion of those grounds, Prime Minister Begin, President Sadat, and I agreed on an acceptable paragraph to be put in the Camp David accords about Jerusalem. Toward the end, they both agreed, mutually, that it might be better not to put it in. It was their decision, not mine. I wanted it in. I've still got a copy of it. It hasn't been lost. But I believe in an undivided Jerusalem forever, and I believe in a Jerusalem that has the right, that respects the right of worshipers to go to their own holy places. And I can tell you that no ultimate resolution of the legal status in international law concerning Jerusalem, through negotiations, will be imposed on anyone. It can only be concluded with the agreement of the government of Israel.",not populist,not populist,TRUE,,,
192,2288_25,"Second, as president, I will not allow any special interest group to plead its case in secret meetings at the White House unless the fact of the meeting and the presentation are made public. Third, I will urge Congress to enact legislation requiring prior public notice and public transcripts of all ex parte meetings held by regulatory agencies and the departments and agencies under the president's supervision. Fourth, I will instruct the White House staff to keep hands off the independent regulatory agencies. I will order them not to make any ex parte contact during the pendency of a proceeding, and if they do, I will ask them to resign.",not populist,not populist,TRUE,,,
194,3180_16,"I see these wonderful kids here, and I'm going to redouble my efforts to do something about this deficit. And here's what we're going to fight for with a new Congress; no more gridlock. There'll be 100 to 150 new members of Congress, and here's what we're going to get them to do: a balanced-budget amendment. A taxpayer check-off so every one of you can have some say in it. You check 10 percent of your income taxes if you want to and have them applied to one thing, bringing down the federal deficit. And Congress all have to cut accordingly. And then I will ask the new Congress to give me what forty-three governors have. They send all this pork-laden legislation. Give me that line-item veto. If they can't do it, give me a shot at it.",not populist,not populist,TRUE,,,
195,2194_25,"This is my answer. The American working man should not be the one to suffer for the reckless spending policies of this administration. I say to you, my friends, the spenders in Washington caused inflation and they are the ones who will be unemployed in January and not the American working man. I pledge to you a new policy, a policy that I announced in a major radio address two days ago, repeated in Cincinnati last night.",not populist,not populist,TRUE,,,
196,2012-09-22-milwaukee-wisconsin-0_38,"We want to bring change to Washington. And from the day we began this campaign, but more importantly, from the day I ran for this office last year—or 4 years ago—[Laughter]. Seems like just last year. I've always said that change is going to take more than one term and one—more than one President, and it takes more than one party.",not populist,not populist,TRUE,,,
198,2012-10-07-los-angeles-0_3,"Some of you are aware that—well, all of you are aware that Michelle and I just celebrated our 20th anniversary. And the actual anniversary date was not that romantic. And we had this wonderful young waiter, and he brought us all our stuff, and he was patient with us as we were dawdling over the menu. And we were milking it for all it was worth because we don't get out that often. But at the end of the dinner—it was very professional, very unobtrusive—but at the end of the dinner, he just said: """"I wanted to just say how much I appreciate you, because you saved my mother's life, because my mother had a stroke. She wasn't yet qualifying for Medicare, and because of the Affordable Care Act, we were able to get her coverage that allows her to take her medicines and is keeping her alive.""""",not populist,not populist,TRUE,,,
199,1812_10,"I think that the American people at this point realize that in these past seven and a half years we have had the kind of leadership in which the President has recognized that he must fight against pork-barrel schemes, which would spend more of the peoples' money in Washington so that you have less to spend here.  I don't think we can afford to have in the White House a man who, every time there's a problem, says, spend money--not his, but yours.  That's why I say, you can't afford him in the White House.",not populist,not populist,TRUE,,,
200,3085_11,"And on the one hand--the left hand, naturally--stands my opponent, a man who started in politics with the McGovern campaign--a politician nearly all of his adult life, a man who has known virtually no vocation beyond getting elected. And on the other hand, you're looking at a man proud to have spent half my life in the private sector working for a living, built a business, met a payroll. And from my own experience, I know that Ronald Reagan had it right: The American people aren't under-taxed; the government in Washington is overfed. If we had more congressmen like these sitting here, you wouldn't be yelling, """"Clean House!"""" And I wouldn't be having the problems I'm having with this darned Congress. Send us more like these men.",not populist,not populist,TRUE,,,
