,total_id,Speech_id,par_id,text,party,term,comp,populist_old_keywords
15526,2179_4,2179,4,"The first of his findings explains many of our other difficulties. America's voice in Europe, once so strong and so respected, is, in his words, """"now muffled in confusion--if it is listened to at all."""" Why is this?",rep,1968,True,False
62233,2004-10-07-remarks-wausau-wisconsin_4,2004-10-07-remarks-wausau-wisconsin,4,"I'm glad to be here on the stage with the next United States Senator from Wisconsin, Tim Michels. You got a good one in Tim, and I hope you put him in office. It's important. And make no mistake about it, with your help, he's going to win.",rep,2004,False,False
30188,2749_19,2749,19,"We have Penny Newman from Glenhaven, California.  I think you have just spoken.  Her two ailing sons grew up near a toxic waste dump.",dem,1984,False,False
27269,1280_3,1280,3,"We have got to get dedicated men and women from all over this United States who have been living closer to the people, who have not grown arrogant by being too long in power, who have not gotten too complacent or indifferent or think they can sell any bill of goods of fear and despair to America and so secure its votes. Now, if we are going to have a fresh start on this thing, we have got to have a complete change in the political complexion in Washington.  I picked up this morning a little clipping.  I am going to read to you just two sentences:  In South Bend, Indiana, yesterday, someone from the crowd addressed by the Democratic candidate, the administration's hand-picked candidate, shouted this question, """"Would you fire Acheson?""""   And it says here, """"Dean Acheson, the Secretary of State,"""" and the answer was this, """"I will answer questions like that after the election, the Governor replied.""""  Now, ladies and gentlemen, it is the only answer the poor man could make.  He has the record, this sorry record of the last seven years to defend, and here is one he can't defend; but he can't on the other hand, say in advance, I repudiate that record and the people who have made it.  But I say, this crusade in which I am engaged does repudiate that record of error, and we are ready to replace from top to bottom.  No one has anything but admiration for the great body of public servants of America who are contained in the civil service and in the uniformed services.  We are talking, in this top to bottom clean-out, about these political appointees, the policy-makers, if you please, of our country--and not only in domestic policy but in this foreign field.",rep,1952,True,False
66208,2008-10-20-remarks-belton-missouri_10,2008-10-20-remarks-belton-missouri,10,"I've been fighting for this country since I was seventeen years old, and I have the scars to prove it. If I'm elected President, I will fight to shake up Washington and take America in a new direction from my first day in office until my last. I'm not afraid of the fight, I'm ready for it.",rep,2008,False,False
4108,1983_36,1983,36,Wait a minute.  They have already told me I have talked too long and I have go to finish.  I want to tell you one more story.,dem,1964,False,False
53906,2008-09-12-dover-new-hampshire_8,2008-09-12-dover-new-hampshire,8,"It's time for change. And let me tell you exactly what that change will look like. Change means a tax code that doesn't reward the lobbyists who wrote it, but the American workers and seniors and small businesses who deserve it. Take a close look at the tax cuts I'm proposing and the special interest giveaways that my opponent is proposing, because that will tell you everything you need to know about who we're going to put first as President.",dem,2008,False,True
3605,2332_25,2332,25,"One other point that I would make before concluding is that sometimes there is a tendency to speak of the South as being sort of the Bible Belt, and that is said by some in a complimentary way and some in, shall we say, a rather derogatory way. I would only suggest I would put it in a broader sense.  There is, in this part of the country, a deep religious faith.  There is a great respect for moral values.  There is a great devotion to what we call character.  But let me say that in that religious faith and in that devotion to moral values and in that respect for character, while it exists in the South, it exists throughout this nation.",rep,1972,True,False
20032,2793_20,2793,20,"Now, let me just conclude by saying that we're rebuilding America's defenses; our nation is stronger; America is at peace. And since 1980, not a single nation has fallen to Communist aggression. And the people of one nation, Grenada, have been set free. As I will tell Soviet Foreign Minister Gromyko when I meet with him in a few days, we seek no territorial expansion and are making no effort to impose our will on anyone. But we will never again allow the United States of America to let down its guard.",rep,1984,False,False
13794,3138_0,3138,0,"Thank you all. Thank you very, very much. You've got a great Governor in George Voinovich, and his wife, Janet is with us here today. Let me say, while we're at it, every place I go they're holding up these signs saying """"Clean House!"""" I want to see us helping the Senate, too, by sending Mike DeWine to the United States Senate. I salute my former classmate in Congress, Chalmers Wylie, who's stepping aside. We want to see Debbie Price win that congressional seat. Help us clean House.",rep,1992,False,False
50959,2894_23,2894,23,"I want to lead an America that leads the world; an America that does not settle for second-place or second best. An America that loves peace, but knows the cost of freedom. An America that has not wavered from the pledge that another son of Massachusetts made twenty-eight years ago, a pledge to """"pay any price, bear any burden, meet any hardship, support any friend, oppose any foe to assure the survival and the success of liberty.""""",dem,1988,True,False
71168,2004-10-24-fort-lauderdale-florida_21,2004-10-24-fort-lauderdale-florida,21,"We always end our speeches in campaigns like this by saying """"God bless America."""" But it seems to me that we should also say to God, """"Thank you for blessing America in so many ways."""" May America always have God's blessing.",dem,2004,True,False
54170,2012-09-13-rally-golden-colorado_18,2012-09-13-rally-golden-colorado,18,"So I want to give tax relief to folks who need it, but I don't believe another round of tax cuts for millionaires are going to bring good jobs back to our shores. They're not going to bring down our deficits. Just like I don't believe that firing teachers or kicking students off of financial aid is going to grow our economy, especially when we've got to compete with the scientists and engineers that are coming out of China.",dem,2012,False,True
11913,1628_6,1628,6,"Now, this decline is continuing, and the program that Mr. Nixon has put forward in my opinion will provide for a further decline in farm income, because he provides the same program that Mr. Benson provides, which is a support price for corn or wheat, soybeans, whatever it may be, which is tied to 90 percent of the average market price for the three previous years.  Now, as the market price drops so drops the support price.  Where you had $1.50 for corn eight years ago, you may be getting 90 cents for corn today, or 93 cents.  That is the market price.  Mr. Nixon will pay you 90 percent of that market price next year, and if it drops to 85 cents, he will pay you 90 percent of that, and that is the step, down, down, down, until farmers are driven off their farms in increasing numbers.",dem,1960,False,False
60017,2004-10-22-wilkes-barre-pennsylvania_38,2004-10-22-wilkes-barre-pennsylvania,38,"Secondly, there's a gap between what he's promised and what he can deliver. By raising the top two brackets, you raise about 600 billion to 800 billion dollars, and he's promised 2.2 trillion. So there's a gap, a gap between the promises and what he can deliver. Guess who gets to usually fill those gaps?",rep,2004,False,False
22916,3049_10,3049,10,"I mean, this guy that wants you to give him four more years is running an administration--now, these are in the facts, you know--where the FBI is investigating the Justice Department, and the Justice Department is investigating the FBI. They don't have any time for criminals anymore, they're investigating each other. And then--since we're in Georgia, you know this--they've got that real hot federal court case going on down in Atlanta over the Iraq scandal, and the CIA and the Justice Department are fighting with each other over which one of them lied to the federal judge in trying to cover up what happened.",dem,1992,False,False
65292,2004-10-09-remarks-chanhassen-minnesota_21,2004-10-09-remarks-chanhassen-minnesota,21,"Listen, I recognize that a hopeful society must have a growing economy, and I have a strategy to keep this economy moving forward. In order to keep jobs here in America, in order to make sure people can find work, America must be the best place in the world to do business. That means less regulations on our businesses. That means we've got to do something about these junk lawsuits that are hurting small-business owners in America.",rep,2004,False,False
11683,3163_10,3163,10,"Well, we've seen in recent years the power of a tank or a gun, but the power of a simple idea is what we've really seen, an idea called freedom. In Asia, in Eastern Europe, South America, Mexico, people are coming to understand that government is neither superior nor savior. It is and must be their servant.",rep,1992,False,False
42642,1785_19,1785,19,"And so in all these areas we welcome the test--the test of the record, the test of our program. There is one other you should submit us to.  I know the people have spoken to me and they have said, """"Now Mr. Nixon, you say that you stand for more progress than your opponent does.  You stand for more progress in schools and health and education and welfare.""""  They say, """"How can you say this when he says he is going to spend more money for each of these programs than you do?""""",rep,1960,True,False
10635,2254_12,2254,12,"Now these are some of the weapons that produced that picture we saw in the press a few weeks ago of the little girl, Kim, running away from a school that had been hit by American napalm. She was naked, her clothing had been in flames, her flesh was burned and she was running directly into the lens of a cameraman nearby. I want to say to my fellow Americans that that picture ought literally to break the heart of the people of this country if we understand what its meaning is. We are told that it was accidental that they hit the school, that it was supposed to be a bomb that fell someplace else and that we did not intend to bomb this school in South Vietnam. But how many of us think that the tragedy would have been any less if it had been a little nine year old girl running away from a North Vietnamese school? These are the questions that I am going to force the people of this country to examine before they make their judgment on November 7th.",dem,1972,False,False
31046,2371_15,2371,15,"Housing. The Republicans say that housing is one of their campaign issues. But they have plunged the construction industry into a depression. The cost of a new house has increased by more than 50 percent, from an average of $30,000 in 1968 to an average of $46,000 in 1976. Interest rates are also up 50 percent. When Lyndon Johnson left office, more than half the families in this country could afford their own homes. Eight years later, less than a third of our families can.",dem,1976,False,False
50866,2670_14,2670,14,"I will name a Secretary of Housing and Urban Development who can and will straighten out the serious management problems in that federal agency. These are things that can be done relatively soon by a new president and a new administration. In the longer run, we have to search for a way to end the roller coaster nature of the housing industry. Exactly how to do this is not yet clear, but I intend to call upon some of the brightest minds in the lending industry, the home building industry, and construction trades, and the economic and public policy professions to come to grips with this question.",rep,1980,True,False
71122,2004-10-27-sioux-city-iowa_9,2004-10-27-sioux-city-iowa,9,"Borders porous with terrorists pouring in -- and he would do everything exactly the same? Sending our troops to war without body armor -- and he would do everything exactly the same? He says he's doing """"whatever it takes."""" In fact, he consistently takes us in the wrong direction. And he's doomed to repeat the same mistakes all over again.",dem,2004,False,False
9416,1398_17,1398,17,"Austria. Year after year, since World War II, military division and occupation had plagued the people of Austria. Today, Austria is unoccupied--united--and free.",rep,1956,False,False
28526,3293_5,3293,5,"My fellow Americans, four years ago when Massachusetts gave me an enormous support and sent Al Gore and me to Washington to work for you, I had come to you and said we had to get our country moving, we had to change the politics of Washington, we had to stop the politics of insults and get to the politics of issues. We had to get away from the politics of division and embrace the politics of unity. We had to stop pointing our fingers at each other ask what can we do together to get this country going in the right direction. You gave me the chance and I came here to say thank you. Thank you for doing that.",dem,1996,False,False
68340,2016-08-15-university-youngstown-ohio_27,2016-08-15-university-youngstown-ohio,27,"Three months before the invasion I said in an interview with Neil Cavuto to whom I offer my best wishes for a speedy recovery, that """"perhaps we shouldn't be doing it yet. And that the economy is a much bigger problem."""" In August of 2004, very early, right after the conflict, I made a detailed statement to Esquire Magazine in an interview. Here's the quote in full. """"Look at the war in Iraq and the mess we're in. I would never have handled it that way."""" This was right after the invasion. """"Does anybody really believe that Iraq is going to be a wonderful democracy where people are going to run down to the voting box and gently put in their ballot and the winner is happily going to go and step up and lead the country? C'mon.""""",rep,2016,True,False
761,2286_16,2286,16,"But I think the American people are interested in a different kind of leadership this year. I think the American people have had enough of secret money, secret plans, and secret deals.  I think they're looking for leadership that will tell them the truth--even when it's hard. ",dem,1972,True,True
52168,2012-11-05-des-moines-iowa_16,2012-11-05-des-moines-iowa,16,"Change comes when we live up to this country's legacy of innovation by investing in the next generation of technology and manufacturing. Instead of subsidizing oil company profits, I want to support energy jobs of tomorrow. And Iowa knows about clean energy and biodiesel and wind turbines that will free this country from the grip of foreign oil.",dem,2012,False,False
63339,2004-10-31-tampa-florida-2_18,2004-10-31-tampa-florida-2,18,"They asked him how he's going to pay for it. He said, """"Oh, don't worry, we'll just tax the rich."""" You have heard that before. The problem is, when you raise the top two brackets, you only raise between 600 and 800 billion dollars. That is far short of the 2.2 trillion he has promised. That's a tax gap. Given his record, guess who's going to get to fill the tax gap? You are. We're not going to let him tax you; we're going to carry Florida and win on November the 2d.",rep,2004,False,True
5575,1174_9,1174,9,"Can this burden be lightened without endangering national security? A Democrat administration--stale and self-satisfied from being too long in power complacently says: No, nothing can be done. That is not an American answer. Our answer is: Yes, much can be done.",rep,1952,True,False
43547,2931_19,2931,19,"Because we believe in the future of America. And I'm going to measure the success of my policies by the number of farms and ranches saved, the number of rural businesses reopened and small towns revived--because every farmer and rancher counts, and every small town is somebody's home. We Americans are an optimistic people.  Ready to move forward and meet the challenges of change.",dem,1988,True,False
22668,1851_16,1851,16,"Second, we also have to see to it that America's diplomacy is firm. Now, that doesn't mean that we won't always go the extra mile--and Cabot Lodge and I have some ideas for strengthening the United Nations, for setting up new organizations which can strengthen the cause of peace and freedom throughout the world. But, my friends, I can assure you of this: we are not, under any circumstances, going to enter into any agreements with the Soviet leaders which would surrender freedom any place in the world, because that leads to war and not to peace. President Eisenhower has shown that. That's why he took the position he did on Quemoy and Matsu and on the other great decisions.",rep,1960,True,False
57933,2012-10-23-event-morrison-colorado_42,2012-10-23-event-morrison-colorado,42,"Because it matters — it matters for your kids and their kids. It matters for 23 million Americans struggling to get a good job. It matters for the future of our planet to have a nation like ours, the leader of the world, strong and robust with a strong military and a strong economy and strong values and strong allies. It matters.",rep,2012,False,False
13591,2597_1,2597,1,"I wanted to see again the beautiful land and natural area that God has given to you. In 1978, I held a town meeting not far from here, in Aliquippa, and I wanted to come back to the Valley to talk to you about some of the choices that we face in this election. This is steel country, I know, and I'm glad to be here to talk about steel.",dem,1980,False,False
67935,2016-10-27-expo-springfield-ohio_18,2016-10-27-expo-springfield-ohio,18,"No, it's terrible what's happened, what's happened in this area, what's happened in this country with jobs is terrible. Hillary Clinton promised to bring upstate New York 200,000 jobs when she ran for Senate. Instead the jobs left. They didn't come in, they left. She been there for 30 years and hasn't fixed anything. She's just made things worse, except for herself and her husband.",rep,2016,False,False
64221,2004-10-02-builders-columbus-ohio_26,2004-10-02-builders-columbus-ohio,26,"We've doubled funding for education and counseling services to help first-time home-buyers navigate the lending process, understand the fine print, and avoid predatory lenders. Homeownership rates are an all-time high in America, nearly 70 percent. I love that statistic. Think about that. More and more people own a home in America. More and more people have a chance to realize the great dream of our country. Minority homeownership is at record levels as well. In 2002, I set a clear goal, 5.5 million new minority homeowners by the end of the decade. And in just 2 years, more than 1.6 million minorities have become homeowners. America is a stronger country every single time a family moves into a house of their own.",rep,2004,False,False
18082,2378_8,2378,8,"Is that good management, is that good leadership, is that good businesslike operation of our government? No it isn't. And we'll not have an end to the inflationary spiral; we'll never be able to meet our people's legitimate needs until we put our people back to work.",dem,1976,False,False
9745,1417_24,1417,24,"Yet in our labor toward the peace we seek, we must comprehend always its basic requirements and face up to them manfully. First: strength--spiritual, intellectual, economic and military strength. Second: unity--our clear awareness that the road to peace is one that all nations must travel together, else none can do so. Third: faith--a faith in the greatness of our purpose that inspires in all of us a readiness to work and to sacrifice that this greatest of all mankind's hopes may one day be realized.",rep,1956,False,False
52320,2012-09-12-vegas-nevada-0_31,2012-09-12-vegas-nevada-0,31,"Third, I've got a plan to give more Americans the chance to get the skills they need to compete. Education was the gateway of opportunity for me. It was the gateway of opportunity for Michelle. It was the gateway of opportunity for many of you. It is the gateway to a middle class life.",dem,2012,False,False
21520,3077_24,3077,24,"Now, as some of you may have heard, there's an election in about fifty-five days. So before I leave you this morning, I want to take just a moment and contrast my education vision with the opponent's. I want to be fair. When I convened the national education summit -I mentioned it earlier in this speech about--with the governors present, most of the governors attended. Governor Clinton's role was constructive. He helped to set the sensational education goals, and I commend him for that.",rep,1992,False,False
35271,1482_2,1482,2,"We want a country moving ahead here at home.  Last year the Soviet Union exceeded the economical growth of this country by three times.  Last year we had the lowest rate of economic growth of any major industrialized society in the world.  We've got a million and a half people coming into the market every year seeking jobs.  Unless this country moves ahead, unless we continue to grow, unless our defenses are strong, unless we're educating our children, unless we are showing in every way, in science, in space, and here in Texas, that this country is first, not to follow when or where, but first--and that's what the Democratic party wants to do in the 1960s.",dem,1960,False,False
67962,2016-10-27-expo-springfield-ohio_45,2016-10-27-expo-springfield-ohio,45,"Well they're not the JV anymore, folks. They're going to be no trouble, we are going to knock them so hard. But look, look, they're not the JV, and they weren't them. And now they're in 32 different countries. So she's saying we will get rid of ISIS. She wants to go back home and go to sleep, that's what she wants to do.",rep,2016,False,False
18091,2378_17,2378,17,"In the last twenty-one months, I don't believe there is any other human being in this country who has traveled more than I have, visited more places, talked with more groups, answered more questions, listened more carefully, to the heartbeat and the voice of our great country. When I began campaigning I didn't hold public office; I didn't have much money. I didn't have a nationwide campaign organization. I come from a small town--683 people. Not many people knew who I was. I bet not 1 percent of the people in this room had ever heard my name. We began campaigning just like you would if you wanted to be president. My wife and I and my children and a few volunteers began going from one home to another. And we would invite all the neighbors to come into the living room and meet with us--sometimes three or four people would show up. We'd go into a labor hall that would hold up to two to three hundred folks, and maybe ten people would come, and we'd stand in factory shift lines, and nobody knew why I was there or who I was. And by the time I explained, """"I'm Jimmy Carter from Georgia, I'm running for president,"""" they were already gone. We walked into beauty parlors and barber shops and restaurants, and on the streets and factory shift lines, later on, shopping centers, farmers' markets, livestock sales barns, city halls, county court houses. We talked a little. And we listened a lot. In New Hampshire and Florida, and Illinois and North Carolina, and all over the country. We had thirty primaries where you could win delegates. And I was in all of them. I didn't win them all. But because my base and my support was from the people, we built up a campaign organization that made history in presidential campaign politics in our country. Long before the convention even met, I had won the nomination of the Democratic party. Most of the delegates who went there for me had never been involved in politics before. But they believed in me and I believed in them, and I haven't changed. And I want to be sure that I've maintained my relationship throughout this present campaign, and up until November 2nd, and particularly after January the 20th. I owe special interest nothing. I owe the people everything and that's the way I'm going to keep it.",dem,1976,False,True
60493,2004-10-26-remarks-onalaska-wisconsin_45,2004-10-26-remarks-onalaska-wisconsin,45,"My opponent takes a different approach. His words on these issues are a little murky, but his record is really clear. He says he supports the institution of marriage but voted against the Defense of Marriage Act, which overwhelmingly passed with Democrat and Republican votes. My predecessor signed that bill into law, which defined marriage as a union between a man and a woman, and my opponent voted against it. He says—you know, he says he's got a personal view on the issue of life, but he voted against the ban on the brutal practice of partial-birth abortion.",rep,2004,False,False
59900,2004-09-03-west-allis-wisconsin_56,2004-09-03-west-allis-wisconsin,56,"When I traveled your State 4 years ago, I made a pledge to you. I said if I was honored to be able to hold this great office, I would uphold the honor and the dignity of the office to which I had been elected. With your help, for 4 more years I will continue to uphold the honor and the dignity of the White House.",rep,2004,False,False
57983,2012-09-26-event-toledo-ohio_12,2012-09-26-event-toledo-ohio,12,"There's a different path, and the path I represent is one which will add 12 million new jobs — — that will get rising take-home pay again. There are five things I'll do. Five things I'll do to get this economy going right from the state. Number one, I'm going to take full advantage of our oil, our coal, our gas, our nuclear —",rep,2012,True,False
1641,3358_7,3358,7,"I don't believe we can afford four more years of weak, weak leadership. I think we need a president who understands that the government is too big and takes too much of your money, your money, your money. And I now that in a crowd this size--the New York Times will write that not many people showed up--but the other papers will get it right. That a crowd this size--there are probably a lot of husbands and wives here--both are working; one to pay the bills for the family, the other to pay the taxes, which are now the highest in history, about 40 percent of what you earn goes for taxes. This should not happen in America.",rep,1996,True,True
35741,3097_8,3097,8,"We've got a good health care program for America, and I want to use competition to cut the cost of health care, make it available to you and your neighbors. And the way I see it, you should only feel the pain when you're in the doctor's office, not a month later when you get the bill in the mail. And so, do not go for the Clinton plan that says, get the government further involved; go for our plan that says, provide insurance to all, and keep the quality of health care we now have. ",rep,1992,False,False
9601,2863_13,2863,13,"You know, I have it all figured out. To get the economy in absolute perfect shape, we have to persuade our opponent to predict absolute disaster. He says he cares about the middle class. But then he boasts, he boasts--and I will quote--he says, """"I have consistently supported legislation, time after time, which increases taxes on my own constituents."""" Doesn't that make you want to be one of his constituents? ",rep,1984,True,False
66721,2016-11-03-winterville-north-carolina_44,2016-11-03-winterville-north-carolina,44,"Now it's fair to say """"Ok, that sounds good, how are you going to do all that?"""" Ok, I'll tell you two things. First, I have said, and you can hold me to it, I will not - will not raise taxes on anyone making less than $250,00 a year. You see, I come from the middle class. My dad never made anything near that, even in those dollars back in those days. But I know that the best way to grow our economy is from the middle out and the bottom up. Not the top down, that does not work for most Americans. And so, secondly, I'm going where the money is. The money has gone to the wealthiest of Americans and big corporations in the last 15 years. And if you ask Donald Trump what is his economic policy? It is to give trillions - trillions of dollars in tax cuts to himself, to his family, to the wealthy, to corporations. I just think that's a bad, bad idea.",dem,2016,False,True
24405,3060_0,3060,0,"Thank you. Thank you very much. As Senator Gore has already told you, I have all but lost my voice to make sure we can find America on November 3rd.",dem,1992,False,False
22395,3263_20,3263,20,"We are building prosperity at home by opening markets abroad, as I said earlier. I believe that decades from now people will look back on this period and see the most far-reaching changes in the world trading system in generations. More than 200 trade agreements we have negotiated have led to more than a million new jobs. They've helped to make America the number one exporter again. You know that here in Detroit. You led the nation here with the fastest recent growth in export trade. And today, for the first time since the 1970s, the United States is again the number one producer of automobiles in the world.",dem,1996,False,False
59805,2004-09-09-remarks-colmar-pennsylvania_30,2004-09-09-remarks-colmar-pennsylvania,30,"I told you there's some systems that need to change. One system that needs to change is the Federal Tax Code. It is too cumbersome. I tried to hold it the other day—[laughter]—when I was campaigning in Missouri. I'm in pretty good shape. It was hard to hold it. It's got a million words in it. It takes the American people 6 billion hours a year, every year, to file these forms. It is full of special interest loopholes. For the sake of economic growth and for the sake of fairness, we need to change the Tax Code. We need to make it simple and easy to understand.",rep,2004,False,True
24815,3262_8,3262,8,"And I have worked very hard and I'm proud to be able to say that compared to four years ago, in virtually every category of measurement, by those standards, we are better off than we were four years ago. We are on the right track to the twenty-first century. You know, in nearly every election and in too many over the last ten years or so, as you get along toward the end of the election things tend to get sometimes harsh and personal. And many of you said to me tonight--I appreciate it--that you liked the way I avoided that in the second debate. I thank you for your comments about that. But let me say that to me it is not necessary to do that, and in fact, doing that undermines what I think we ought to be doing, which is to look at the fact that we have two candidates and two philosophies here that are very different about how to reach the twenty-first century. And they are so different and clear, a vote should be easy to cast, and no one should be willing to stay home because the consequences are so significant for how we'll have to live.",dem,1996,True,False
4431,2722_7,2722,7,"In order to make that clear to the Soviets, I have agreed to meet with Soviet Foreign Minister Gromyko in New York on September 27.  This will be my fourth meeting with the foreign minister.  And I will tell him three things:",dem,1984,False,False
23957,2236_6,2236,6,"So let us then resolve that we are not only going to elect a new president--and a new vice president by electing my great running mate, Sargent Shriver--but we are also going to end this war. We are going to end it without delay, and restore our prisoners and our troops to their homes, and then we can get on with the real business of America. Now right at the top of the list--priority number one here at home--is to set in motion those economic policies that those Democrats have always believed in and to refine those policies so that we can guarantee a decent job for every man and woman in America who wants to work--that is pledge number one; and then let us launch the kind of a successful and practical attack against the problems of inflation that President Kennedy and President Johnson carried out so well from 1961 until 1965, and let us make sure that we have some dependable guidelines on profits and prices and interest rates and an evenhanded inflationary policy that will protect the people of this country against the unconscionable cost of living that now confronts every citizen in the land. ",dem,1972,False,False
6372,938_3,938,3,"What we all want, my friends, is liberty and prosperity here at home.  And we want peace and freedom around the world.  We have to work for these things.  We will never get them by just standing still.",dem,1952,False,False
69181,2016-07-21-national-convention-cleveland_3,2016-07-21-national-convention-cleveland,3,"Americans watching this address tonight have seen the recent images of violence in our streets and the chaos in our communities. Many have witnessed this violence personally, some have even been its victims. I have a message for all of you: the crime and violence that today afflicts our nation will soon – and I mean very soon – come to an end.",rep,2016,True,False
12208,3229_20,3229,20,"We can have a stronger economy without sacrificing workers' rights, workers' job security and safe workplaces. And I will keep fighting to protect striking workers from being permanently replaced. I will also continue to use my veto pen to stop Republicans in Congress from attacking our working families and the unions that represent them. Our unequaled progress throughout the entire twentieth century would simply not have been possible without the unions that helped to make it happen. I know I can count on you to help me build that bridge to the twenty-first century.",dem,1996,False,False
49836,2738_34,2738,34,"The second thing a president must do is to be in touch and in charge.  I do not doubt at all Mr. Reagan's desire for peace, but that's not enough.  A president must master, command, and learn if he is to lead.  This administration has failed to achieve a single significant foreign policy success.  Today in Central America, there are no talks.  In the Middle East, there's no policy.  And in Lebanon, there is no protection.  And on earth, there is no arms control.  When the fate of the earth is at stake--and if those bombs go off, nothing else will matter--it takes more than good intentions.  You need a president who learns, who knows, who's in charge, who masters, and who leads this strong nation to stop those weapons, before they destroy us all.",dem,1984,False,False
50851,1379_8,1379,8,"This power has long been the essence of the American ideal. I would hope that all of us would cherish that ideal--that all of us would remember that the perception of truth is more important than which party wins the election. It is only in this spirit that I could ask for your support today--in an unlimited faith in the people, and in an unlimited conviction that the truth will prevail.",dem,1956,True,False
39153,3230_41,3230,41,"Now, folks, you have a clear choice in thirty-nine days. Are we going to build a bridge to the past or a bridge to the future? Do we really think it's better to say you're on your own, or was my wonderful wife right--it does take a village like Longview to raise our kids and build our businesses and build our future?",dem,1996,False,False
374,2480_0,2480,0,"Good morning. Betty and I are delighted to be in the great state of Illinois, in particular in Bloomington and McLean County. Thank you very much.",rep,1976,False,False
31455,2826_9,2826,9,"We saved the Social Security system from collapse while benefits continued to rise. And this is one--let me just pause and say here--this attack, so falsely based that it's frightening so many senior citizens unnecessarily. I'm going to repeat what I said on a certain Sunday night recently. No one in our administration has any idea of pulling the rug out from under the people who are dependent on Social Security.",rep,1984,False,False
65314,2004-10-09-remarks-chanhassen-minnesota_43,2004-10-09-remarks-chanhassen-minnesota,43,"Our missions in Afghanistan and Iraq are clear. We will help the Afghan people and the Iraqi people by training them, so they can fight for their own freedom, so they can fight for the destiny of their people. We'll help them get on the path to stability and democracy as quickly as possible, and then our troops will come home with the honor they have earned.",rep,2004,False,False
45154,3236_26,3236,26,"What is the point of that? President Kennedy believed we could go into space and make a success of the space program. And he fought for it. I'm glad he did. I'm glad he supported it. I'm glad I have supported it. And I'm glad we've still got it. And I think those who thought it shouldn't be done were wrong. We have to continue to invest in research to build a better future. I want the young people here to be able to do those jobs of the future. We are today building a supercomputer with IBM that will do more calculations in one second than you can do on a hand-held calculator in 30,000 years. And we have to do that.",dem,1996,False,False
51227,2008-09-29-remarks-westminster-colorado_8,2008-09-29-remarks-westminster-colorado,8,"You see, Senator McCain just doesn't get it – he doesn't get that this crisis on Wall Street hit Main Street a long time ago. That's why his first response to the greatest fiscal meltdown in generations was to say that the """"fundamentals of the economy are strong,"""" and why he didn't say the words """"middle-class"""" once in an entire 90-minute debate. I read the other day that Senator McCain likes to gamble. He likes to roll those dice. And that's ok. I enjoy a little friendly game of poker myself every now and then.",dem,2008,True,True
44175,2448_7,2448,7,"And although I am a product of public schools, I strongly believe that our nonpublic schools are vitally important in our society. Public schools are better when they have competition from nonpublic schools. Therefore, it's always been my view that we should find a way under our federal tax policy to give an opportunity for those who want to send their children to nonpublic schools should get some tax relief.",rep,1976,False,False
19209,2618_22,2618,22,"You remember in 1973 when Israel was in the throes of a war. The Republican administration announced quietly that we would reassess America's relationship with Israel. And in effect, there was a cutoff of arms and a freeze on relationships in an attempt to force Israel to succumb to the will of the Republican president. It's good for us to think on these things.",dem,1980,False,False
20368,2988_12,2988,12,"He ran a country store in our little town of Hope. There were no food stamps back then, so when his customers--whether they were white or black, who worked hard and did the best they could, came in with no money--well, he gave them food anyway--just made a note of it. So did I. Before I was big enough to see over the counter, I learned from him to look up to people other folks looked down on.",dem,1992,False,False
9202,3202_11,3202,11,"So I went to Washington with a simple, straightforward economic strategy, as I said, to create the conditions and give people the tools to succeed in the global economy that we have today and the one we're certainly going to have in the twenty-first century. I wanted to, first of all, get the deficit down to decrease interest rates and increase investment in the private sector. Secondly, I wanted to increase investment in education and technology and research in the areas that would grow the economy, which meant that if we're going to do that while reducing the size of the government, we had to rather dramatically reform the way the federal government works and the way it delivered services.",dem,1996,True,False
15729,958_8,958,8,"But, as I have said, the great Communist conspiracy had its first real chance when the Republicans fumbled and bungled this nation into the Great Depression--""""fumbled and bungled"""" is not mine but one of their favorite oratorical epithets for everything the Democrats have done for twenty years. You remember the bitter winters of 1930 and 1931. Farmers in Arkansas--conservative, law-abiding farmers--organized to march on towns and loot the stores. Children left home to spare their parents another mouth to feed; so many of them left that the railroads put on special open boxcars to keep the kids from breaking into the closed ones. Millions of American men and women waited in the breadlines. An army of ragged veterans actually marched on our national capital. ",dem,1952,False,False
10358,2297_24,2297,24,"During eighteen years in politics, I have never seen such efforts to poison the political dialogue. These Republican politicians have fouled the political atmosphere for all of us who see public service as a high calling. They do not seek to defeat the Democratic Party; they seek to destroy it.",dem,1972,True,False
17551,2026_8,2026,8,"We want greater safety from crime and violence.  Last week I proposed a comprehensive and specific program of assistance--federal assistance to support our local police, courts, and penal institutions.  Passion and prejudice, bombast and bumper stickers will not lick crime.",dem,1968,False,False
40843,1793_12,1793,12,"I remember my father in the last days he lived.  He had excellent medical care because we're fortunate that the medical care under our system is the best in the world, but his medical bills that year were over $2,000, and I know what a difficult thing it was for him and my mother to pay those bills.  That's why I feel deeply on this subject, deeply from that standpoint and deeply because I think in this country of ours we must find a way in which our older citizens can get the protection that they need when these disastrous diseases come upon them.",rep,1960,False,False
3945,2291_10,2291,10,"But I believe it can be done. I believe that a president who keeps faith with the American people will in time revive their confidence in government and rekindle their confidence in America. I believe this because I have been out in the country, campaigning among the people. I have traveled this land for twenty months in quest of the presidency and in search of a vision for America.",dem,1972,True,True
