,speech_par_id,text,label,annotated_at
149,2012-09-27-virginia-beach-virginia_26,So now you've got a choice. Governor Romney wants to reverse this progress. Audience members. No!,not populist,1/8/21 14:04
150,1332_6,"In the circumstances, we are compelled to conclude that the sometime resident of Gettysburg, Pennsylvania, has his sense of direction sadly confused. We are also forced to conclude that Mr. Eisenhower--around and about next January 20th--should come to Pennsylvania for an uninterrupted sojourn. Retirement to his Gettysburg farm is the recommended course--for an extensive stay in Pennsylvania is good for any man.",not populist,1/8/21 14:06
151,1761_6,"I made a speech yesterday in Guthrie Center, Iowa, and I'm going to make another one next week in South Dakota, on farm programs.  I am setting forth in these two speeches some proposals, new proposals, to deal with the farm program that I think will make an asset rather than a liability out of the ability of the farmers of America to produce more than any farmers in the world have ever produced and to make us the richest country in the world from the standpoint of their tremendous production. But let me say, all the programs that I might advocate aren't going to mean a thing unless we can get them through the Congress.  I believe this problem is so important that it should be taken up very early in the next Congress so that the decisions on the program can be made having in mind farmers' plans for their 1961 crops.  But in order to get early action in the next Congress, we're going to have to have just as much support as we possibly can from those who will stand for this program.  Now, the fact that we will have received a mandate in effect from the people by electing the national ticket will get us some of that support.  But it would also help immensely if we could have in the House enough Republicans, that Charlie Hoeven of this district was the chairman rather than the minority member and leader of the House Agricultural Committee.  So I hope that that's what happens.",not populist,1/8/21 14:06
152,1031_2,He made enemies because he led the party of progress--and those who benefit by the vested privileges or injustices of an existing order always resent and resist change.  Franklin Roosevelt became president at one of the turning points in our history. The old order had reached the end of its tether. Our nation either had to revolutionize itself from within--or risk revolution from without. It had to recognize the existence of the twentieth century.,not populist,1/8/21 14:22
153,2919_10,"We need a president who will ask our young business and law school graduates to use their skills to put companies together, not take them apart; who understands the importance of our anti-trust laws in encouraging competition; and who believes as do most responsible members of the business community that it is time for some reasonable limits on the merger and acquisition binge that continues to sweep the country. I've been a chief executive for ten years.  I've made tough choices.  When officials had to be replaced, I replaced them.  When special interests had to be disappointed, I disappointed them.  When budgets had to be balanced, I balanced them.  And, working together, we've turned an economic basket-case into a showplace; and we cut taxes five times.",not populist,1/8/21 14:22
154,1130_1,"You have been hearing, as I have, that you better watch out for the Republican Party, because that party and its candidates are out to take something good away from the American people. Well I know that you know better than that.  I know you know more about America than that.  For the implication of that assertion by the Democrats is that everything good we've got has come to us from the generous hands and handouts of the present administration.",not populist,1/8/21 14:22
155,2004-09-15-gala-washington-dc_5,"My friends, Cesar's dream – our dream – is dim and denied in the Washington of today. To put it bluntly: it is time for us to stand up to the powerful interests and fight for a new moment of conscience in America. This is, quite simply, the most important election of our lifetime. Everything is on the line: our jobs, our health care, our role in the world, the character of our country – the Supreme Court of the United States. The stakes are high and the choices are clear.",populist,1/8/21 14:23
156,2016-11-01-valley-forge-pennsylvania_38,"It's time for new leadership. I've led a great life and I truly love our country. So now I want to give back to the country that's been so good to me, that's why I'm doing this.",not populist,1/8/21 14:23
157,3031_6,"You know it'd be pretty sad to be president of the United States for four years, and the best you could do for a campaign for reelection would be to say things about your opponent that aren't true. Four years from now, if you elect me, I'll still be talking about how we can build this country up and move this country forward and bring this country together. When Mr. Bush came here and traipsed across the state of Florida, calling me everything but a blue goose, he neglected to tell the people that we had the highest job growth rate of any state in the country in the last four years. His own labor secretary said it was enormous.",not populist,1/8/21 14:24
158,2000-08-03-national-convention-0_22,We know the test of leadership. The issues are joined. We will strengthen Social Security and Medicare for the greatest generation and for generations to come.,not populist,1/8/21 14:24
159,2008-09-20-beach-florida-1_16,"We also have to make sure that any plan we come up with is temporary and restores tough oversight and accountability on Wall Street. Third, I want to make sure that we're not rewarding some of the very CEOs who helped cause this mess. We're not going to stand for that.",not populist,1/8/21 14:24
160,1818_11,"Now in that connection, too, think back a minute.  Think back to the first time I visited Marietta.  Think back to 1952.  Do you remember what the situation was then?  Do you remember it was so bad that even the Democratic candidate for president said there was a mess in Washington, """"but I can clean it up better than General Eisenhower.""""  The people, of course, didn't believe that, but you remember we were in a war in Korea.  You remember there was corruption of Government in Washington because of boss rule.  You remember also that your prices had gone up 50 percent in that period, so that all the wage increases in the Truman period had been eaten up by higher prices at the stores.  All these things happened, and that is exactly what our opponents offer today.  Their program isn't new.  They talk about new frontiers.  But, my friends, if you're going to cross new frontiers, you can't cross them in an old jalopy that was broken down in 1953.  It was no good then and no better today in the United States.",not populist,1/8/21 14:32
161,2370_14,"It's a cheap shot when elected public official blame the business community for the economic, social, and political problems of our country. Another thing that we must do is to increase the chance for small businesses to compete for government contracts. The Republican administration has paid lip service to small businesses and big service to big businesses, and that' got to be changed too in the next administration.",not populist,1/8/21 14:37
162,2004-09-04-broadview-heights-ohio_83,"Before I answer some questions, I do want to talk about how to keep America safer. I just want to give you some principles on which I'm making decisions. First and foremost, you cannot negotiate with the enemy. These people are—you can't hope for the best with them. You cannot sit down and rationalize with them. That's not the way they are. These are people who have adopted an ideology of hatred and used terror to shake our will. They use terror as a tool to try to drive us out of the world and stop the march for freedom. That's just the stakes of the world we live in, and therefore, we must be resolute, firm, never yielding. We must find them in other countries so we do not have to face them here at home.",not populist,1/8/21 14:38
163,2016-10-13-hotel-columbus-ohio_5,"This Washington establishment will stop at nothing to stop all of us. These are the people who have given us decades of endless wars producing only death and bloodshed, but no victory. These are the same people who have flung our doors open to Radical Islam, putting us on the same path to France of multigenerational struggles with violence and extremism embedded in our communities.",populist,1/8/21 14:41
164,2598_22,"I would ask of you the exact same thing. Keep us on the road to a better America. On November the 4th, vote for your children. Vote for yourselves.",not populist,1/8/21 14:41
165,1167_7,"On top of that, after you have suffered all that, what are they doing?  They are cheating you.  They are not only cheapening your money and taking away your savings, but they are actually cheating.  The internal revenue tax collectors in Boston, St. Louis and San Francisco and 5 or 6 other places--some of them already jailed, thank goodness--have been enriching themselves with your tax money.  Let me point this out: in one case the existence of a crooked situation in this great collector office employing hundreds and hundreds of people to collect taxes, the existence of a crooked situation was pointed out in 1947.  It was 31/2 years later, at the insistence of Republican statesmen in Washington, pounding, pounding, pounding in order to get anything done and when convicted there wasn't any new evidence brought up.  They had the evidence all the time, and the same thing happened in San Francisco only not quite so long.I promise you this, ladies and gentlemen, if you want to charge me with this responsibility of the highest office in the land, if there is any evidence of crookedness it isn't going to take 31/2 years to get somebody behind the bars.",populist,1/8/21 14:41
166,2004-10-02-builders-columbus-ohio_43,"Senator Kerry has spent almost 20 years in the Federal Government, and he's concluded that it just isn't big enough. And he said—they asked him, """"Well, how are you going to pay for it?"""" He said, """"By raising taxes on the rich. By raising taxes on the wealthiest 2 percent of the population."""" We've heard that rhetoric before, """"raising taxes on the rich."""" There's one problem with that, that the tax increase would bring only in about $600 billion of revenue. And he wants to spend more than 2 trillion, so there's a tax gap. And guess who gets to fill the tax gap? Yes, you do. That's what happens. People make wild promises, and they can't pay for it, and then they're going to raise your taxes to pay for it.",not populist,1/8/21 14:42
167,2012-11-04-rally-hollywood-florida_20,"Giving more power back to the biggest banks, that's not change. Audience members. No!",not populist,1/8/21 14:42
168,1588_12,"Mr. Nixon could not see then what should have been obvious--and which should have been even more obvious when he made his ill-fated Latin American trip in 1958--that unless the Cuban people, with our help, made substantial economic progress, trouble was on its way.  If this is the kind of experience Mr. Nixon claims entitles him to be president, then I would say that the American people cannot afford many more such experiences. Secondly, in a manner certain to antagonize the Cuban people, we used the influence of our government to advance the interests of and increase the profits of the private American companies, which dominated the island's economy.  At the beginning of 1959 U.S. companies owned about 40 percent of the Cuban sugar lands--almost all the cattle ranches--90 percent of the mines and mineral concessions--80 percent of the utilities--and practically all the oil industry--and supplied two-thirds of Cuba's imports.",not populist,1/8/21 14:58
169,1195_4,"Suppose she had gone into our record of waste.  The army, buying a sufficient number of spare parts for a particular part of the jeep, bought a one-hundred year supply.  The Navy bought a fifty year supply of anchors at one time.  And the air corps got two airfields in North Africa for the price of five.  Those are just mere incidents that you pick up.",not populist,1/8/21 15:01
170,3013_29,"Now, you know I have said before here, I will say again, I do not have all the answers. But I know this: this country never got anywhere without its experimental, entrepreneurial can-do spirit. I was reading the other day what Herbert Hoover said about Franklin Roosevelt. It sounded just like what George Bush is saying about me. Herbert Hoover said when Roosevelt said, """"We've got to use the power of the government to help people and to make them more sufficient and to save free enterprise,"""" Hoover said """"Sounds just like what they're doing in Russia."""" That's what Hoover said. They haven't learned any different lines in sixty years.",not populist,1/8/21 15:02
171,1829_3,"One, it seems to me from the standpoint of the folks here, since this is one of the richest farming areas in all of the United States, that you obviously are interested in what kind of a farm program we're going to have, and I want to say, my friends, that there isn't any one issue in which there is a greater gulf and a greater difference between the two candidates for the presidency than on the farm issue, and I want to say that I welcome the opportunity to discuss it today or any time during the course of this campaign. Now, many of you here are not interested, I am sure, in this issue, but you all ought to be, and I want to tell you this: if my opponent's farm program were enacted into law, first, it wouldn't help the farmer.  It wouldn't help him.  It would hurt him.  It would hurt him because it would have the effect of putting the farmer directly under the control of owing to the federal government in Washington and the bureaucrats in Washington the responsibility for them to determine how much he could plant, what he could sell it for, and so on down the line.",not populist,1/8/21 15:02
172,2203_29,"Let's train the unemployed through private enterprise for those jobs. That's the kind of a future we can have. And finally we are going to have government after forty years of its power flowing from the states to Washington, let's get the power back to the people. Let's give the people of the United States a chance to determine how to run their schools, how to determine their future.",populist,1/8/21 15:02
173,2016-10-03-theater-akron-ohio_12,"I have said we're never going to let Wall Street wreck Main Street again, and I mean it. Contrast that – contrast that with my opponent. He wants to do away with the rules that have been imposed on Wall Street. He basically wants to let Wall Street, the banks, the hedge funds, all these other institutions basically do whatever they want again. Well, I'll tell you what, we're not going to let that happen. We need more rules, not fewer rules on them.",not populist,1/8/21 15:03
174,3261_5,"Senator Levin said that together all of us working hard in the United States have produced 10.5 million more jobs over the last four years. The thing that I'm proudest of is that the typical family income has gone up $1,600 after inflation in the last few years, in part because more than half of these jobs are in high-wage industries. We have to keep that trend going. For twenty years, Americans worked harder and harder and harder just to keep up, just to hold on. The average American family today is spending more hours at work and less time with their kids than they did in 1969. We have begun to turn that trend around.",not populist,1/8/21 15:03
175,2016-10-03-plaza-toledo-ohio_27,"So here's what we're going to do. We're going to close those loopholes. I've got a list of them we're going after. We're going to make Wall Street corporations and the super-rich start paying their fair share of taxes. We're going to pass something called the Buffett rule, which means multimillionaires cannot lower rates than their secretaries and other people working for them. We're going to put in place a new exit tax. If companies try to leave our country to avoid paying their fair share, if they try to outsource jobs, they're going to have to give back every tax break they ever received in our country. And then we're going to put that money to work creating opportunities here in America.",not populist,1/8/21 15:03
176,2262_1,"I don't have the support of John Connolly and Strom Thurmond. Richard Nixon has them--and, as far as I'm concerned, he's welcome to them. I want the support of workers and senior citizens, of the young and the poor, of that vast majority of Americans, black and white, who have been the victims of an administration which doesn't care about the people who need the government the most.",populist,1/8/21 15:04
177,2856_2,"We weren't meant to be a nation divided; we weren't meant to be a nation second best. We were meant to be, as our Olympic athletes showed last summer, a people with faith in each other, courage to dream great dreams, opportunities to climb higher, and determination to go for the gold. Providing opportunities for all of us to make this great, free nation greater and freer still is what we've been trying to do since we made a great sea change in 1981--a change to reverse the flow of power to Washington and begin restoring sovereignty to the people.",populist,1/8/21 15:04
178,2016-07-28-democratic-national-convention_46,"That's why we need to appoint Supreme Court justices who will get money out of politics and expand voting rights, not restrict them. And if necessary, we will pass a constitutional amendment to overturn Citizens United! I believe American corporations that have gotten so much from our country should be just as patriotic in return. Many of them are, but too many aren't. It's wrong to take tax breaks with one hand and give out pink slips with the other.",not populist,1/8/21 15:04
179,3016_30,"I am sick and tired of the Washington blame game and the finger pointing and the paralysis. I think it's time we got up off our duffs and went to work to bring this country back and make something of it again. And I'll tell you something else. We ought to start with a commitment to rural America, where people have proved year in and year out that they will work for everything they get. I think we can do better than corn and soybean prices going down, I think we can do better than declining farm incomes and better than a farm bill that has been mismanaged by people who never wanted to see it work.",not populist,1/8/21 15:06
180,2005_70,"The new Prime Minister is a man known for integrity and for courage and honesty.  His name is Houng--H-o-u-n-g--and he is a good man. Over twenty provincial chiefs have been removed for corruption.  Over two hundred officers of the military have been summarily court martialed for corruption, and everything that has happened is before the public.",not populist,1/8/21 15:06
181,2406_18,"This has hurt our nation. I've seen these problems and I've felt the frustration of people who sense that their problems are being caused not by themselves but by some remote bureaucrat in Washington, and who feel and express to me quite often that, """"There's been a wall built around Washington we can't quite penetrate. Governor, we don't know how to make our expression of complaint or suggestion heard anymore."""" There's been too much secrecy. And too little attention given to personal privacy. They've felt that the decisions had affected their lives and they didn't have any part in the decision-making process. ",not populist,1/8/21 15:06
182,2008-09-20-beach-florida-1_12,"So when John McCain says that lobbyists """"won't even get past the front gate"""" at his White House, my question is - who's going to stop them? Those seven lobbyists? His campaign manager?",not populist,1/8/21 15:06
183,1092_1,"For them, this is a revolution.  Through generations they have been counting the votes of the South ahead of time along with the cemetery tomb stones and the vacant lots that they carry in the election rolls in some of the cities they run up north. For me and for you, however, it is the most natural thing in the world that an American, nominated for high political office, should want to talk over the problems of America with his fellow citizens--no matter where they may live.  And I am not writing off a single precinct anywhere in the country as the captive of the administration machine.",not populist,1/8/21 15:06
184,2781_12,"The President: Andrea, I'm not going to comment on what my opinion might be there. We know that the government of the Soviet Union has traditionally been a kind of a collective government by the Politburo, and some leaders have, over the years, shown themselves as more dominant than others in that kind of collective. But I'm not going to hazard any guesses here because I've been facing a problem that no other president has faced, and that is the great turnover that in four years of my term in office we've had three leaders there. And I'm just not going to hazard a guess. I'm going to deal with the government as it's presented to me.",not populist,1/8/21 15:07
185,2947_42,Every one of our children deserves a first rate school. The liberal Democrats want power in the hands of the federal government. I want power in the hands of parents. I will increase the power of parents. I will encourage merit schools. I will give more kids a Head Start. And I'll make it easier to save for college.,not populist,1/8/21 15:07
186,2008-10-20-tampa-bay-florida_12,"The other week, Senator McCain came out with a proposal that he said would help ease the burden on homeowners by buying up bad mortgages at face value, even though they're not worth that much anymore. But here's the thing, Florida. His plan would amount to a $300 billion bailout for Wall Street banks. And guess what? It would all be paid for by you, the American taxpayer. That might sound like a good idea to the former bank lobbyists running my opponent's campaign. But that's not the change America needs.",populist,1/8/21 15:07
187,3359_44,"Well, I know that Mrs. Yeutter's file was in that group. Here's one right here. Nice innocent person. Her only crime was being a Republican. Now, that will not happen in a Dole White House. That is an outrage. That is an outrage.",not populist,1/8/21 15:07
188,1157_9,"So, ladies and gentlemen, I am certain there is no disagreement among us here present today that it is time for a change--high time.  I want to point out that no refreshing job will do.  Have any of you tried to refreshen a bad egg?  This isn't merely a face-lifting job that is demanded.  This is a top to bottom clean-out and clean-up.  We must get rid of people who have proved that they are too small for their jobs, too big for their britches and too long in power.",populist,1/8/21 15:08
189,1114_1,"There is no city of any size that I have visited in all the war-torn lands that presents such a picture of destruction as does Warsaw.  Today that capital, that ancient capital of a proud people who have probably sacrificed more for freedom than any other, almost, in the world--think of that capital, ground under the heels of a despotism that has no concern for the human, that exists only to glorify the state and to perpetuate the power of the central government, the dictators in the Kremlin.  The contrast was so great that I wanted to say first of all to you people, we have one job in the world today--to promote and maintain peace.  All our other problems are modified and colored and made more intensive by the existence of that one--this uneasy, this terrible world tension and remember the basis of that tension is this:  It is first the contention of the Communists that free government has failed, free government cannot control the processes of production, of agriculture, of our factories, of the output of human hands.  It cannot do it so that all of us can benefit from that product.",not populist,1/8/21 15:08
190,2196_12,"The threat is clear. At the moment of our highest prosperity we also face the gravest dangers. If we continue on our present course, we could possibly cause a world economic depression.",not populist,1/8/21 15:08
191,1588_3,"Castro and his gang have betrayed the ideals of the Cuban revolution and the hopes of the Cuban people. But Castro is not just another Latin American dictator--a petty tyrant bent merely on personal power and gain.  His ambitions extend far beyond his own shores.  He has transformed the island of Cuba into a hostile and militant Communist satellite--a base from which to carry Communist infiltration and subversion throughout the Americas.  With guidance, support, and arms from Moscow and Peiping, he has made anti-Americanism a sign of loyalty and anti-communism a punishable crime--confiscated over a billion dollars' worth of American property--threatened the existence of our naval base at Guantanamo--and rattled red rockets at the United States, which can hardly close its eyes to a potential enemy missile or submarine base only 90 miles from our shores.",not populist,1/8/21 15:08
192,1144_6,"What is the source of these unprecedented misdoings in our national government?  The answer is not hard to find.  This administration has allowed and helped the machine bosses in our cities to move their kind into federal posts, and to practice on the national level the vicious morals of boss politics.",populist,1/8/21 15:08
