Speech_id,text,length,par_id
2009,Thank you very much.,20,998
3303,"The world's democracies have an exciting opportunity to create in the twenty-first century a golden age in world affairs. The Western democracies won the Cold War without a hot war. We can afford to be strong. Indeed we cannot afford not to be. If we are sensible, if we are wise and steady, we can keep the peace and extend it, especially as we succeed in extending the domain of freedom and democracy around the globe. The Dole administration will make the United States and Israel partners in this great endeavor.",516,998
3303,Thank you very much.,20,999
1514,"During the election of 1860, one of the candidates, Lincoln, wrote to a friend, ""I know there is a God and that He hates injustice. I see the storm coming, but if He has a place and a part for me, I believe that I am ready.""",224,998
1514,"Now, in 1960, we know there is a God and we know that He hates injustice, and we see the storm coming. But if He has a place and a part for us, I believe that we are ready. Thank you.",183,999
1272,"Now, as I again thank every single person here--I see them from Wesleyan and from Trinity Colleges, and different towns--I said I  would not make.  This crusade and its leaders and I personally come before you to say this:  if you want to entrust us with the direction of the national government for the next four years, we will have one single ambition, that at the end of that four-year period you people could meet and say, ""That government tried to decide everything on the basis of what was good for the United States.  Moreover in doing so, they were to every single one of us, every group, every section, fair; they were just as God gave them the power to see justice and fairness.  And finally, they were of  us.  They were the people we sent there.  They were friendly.  They  wanted to help and they did not want to rule.""  Between those two words, ladies and gentlemen, there is a gulf as wide as the ocean; and our ambition is to help America make this transition into a  peaceful prosperity that shall be as secure and as safe for the individual as it is likewise for the whole nation.",1098,998
1272,"Ladies and gentlemen, I just now realized that I was standing on a  portico belonging to my old friend, Frank Murphy, of the ""Hartford Times.""  To him and his paper, my very deep thanks and gratitude.",200,999
2753,"Americans deserve a president who'll do the work, learn the facts, decide, command and lead.  On Sunday, you'll have a chance to measure us against that standard.",162,998
2035,Thank you very much.,20,998
1528,"I have asked Senator Magnuson, who is the chairman of our Resources Advisory Committee, to hold a conference on resources and mineral use here in the city of Casper in the state of Wyoming during the coming weeks, because I think we should identify ourselves in the coming weeks with the kind of programs we are going to carry out in January. If there is any lesson which history has taught of the administrations of Woodrow Wilson and Franklin Roosevelt, it is the essentiality of previous planning for successful action by a new administration. Unless we decide now what we are going to do in January, February, March, and April if we should be successful, we will fail to use the golden time which the next administration will have. I come here today speaking not for Wyoming or Massachusetts, but speaking for a national party which believes in the future of our country, which will devote its energies to building strength, and by building our strength here we build the cause of freedom around the world. Thank you.",1021,998
2021,"Thank you.  Thank you very much, my friends, you have given me your answer.  I have given you my commitment.  I know that the days ahead are difficult, I am fully aware of the problems that we face, I am very aware of the difficulties of this campaign, but I say to you tonight that whatever we will do, we can do; there has never been anything that we couldn't do if we had our minds to the task.  Some people have said that doing the impossible is impossible.  I say to you that doing what some people think is impossible, is what makes you great.  I think there is a basic goodness of this country, and I think there is a basic greatness.  That goodness will come to the forefront when a leader calls it and that greatness will come to the forefront when a leader asks for it and ladies and gentlemen, tonight I ask you to join me in the revival of the goodness of the nation, and I ask you to join in the rebirth of the greatness of this nation and together we can get the job done.  Thank you.",998,998
2747,"We have everything we need except the leader to take us there, and we can take care of that task on November 6.",111,998
2020,Thank you very much.,20,998
1529,"During the election of 100 years ago, Abraham Lincoln put the issue whether this country can exist half slave and half free. Now the question is can the world exist half slave and half free. I think it depends upon us. I am reminded of a letter that Lincoln wrote during the election of 1860 to a friend: ""I know there is a God, and that He hates injustice. I see the storm coming. But if He has a place and a part for me, I believe that I am ready.""",450,998
1529,"Now, 100 years later, we know there is a God, and we know He hates injustice, and we see the storm coming, but if He has a place and a part for us, I believe that we are ready. Thank you.",187,999
2746,"Thank you very, very much.",26,998
2752,Thank you very much.,20,998
2034,We are faced by stubborn and difficult problems.  This is not time for easy answers and I will offer none.  But it is a time for mobilizing the full resources of this nation to accomplish the unfinished business of America.  ,225,998
2034,I have come to Los Angeles to ask your help.,44,999
1515,"I campaign in this campaign and have spoken around the country, and yesterday the Vice President said that during this period of crisis at the United Nations we should cease all talk about the United States being weak. I don't say the United States is weak. I say it is a strong country but I say it could be stronger. I would much rather Mr. Khrushchev and Mr. Castro, while they are visiting the United States, should hear the voice of the opposition which does not want appeasement, which wants to see our country grow, which wants to see freedom expand, which wants to see a strong military defense, which wants to see a brighter life for our people. That is the voice of the United States I want Mr. Khrushchev to hear.",724,998
1515,"I don't want him to hear uniformity. I don't want him to hear silence. I want him to know that this is a vital country, that we are a strong people, that we believe our best days are ahead, and that we believe--and that we believe that the Democratic party can lead and that if we are successful in January this country will move again. Thank you.",347,999
3302,"Shortly before I left the Senate this last Memorial Day I had four or five flags flown over the United States Capitol, and one was in honor of the National Guard Association of the United States. So it's my privilege to present that flag to you, and it's my hope that as it flies above your national headquarters it will fly above a nation that is once again on the road to victory in the war on drugs. ",403,998
3302,"Thank you very much, and God bless America.",43,999
1273,"Just to make clear where I stand on this question in the event that emergencies of an economic character do occur, it is one of those diseases that is better prevented than it is cured after it has already hit us in its full force and left deprivation and suffering in its wake.  We need to marshal and keep in our most central position the best brains in America.  At the first sign of any recession, the government, private industry, local authorities, state authorities, must all begin to move in in advance and prevent those things.  That is the way we will avoid having bread lines and distress.  That is the way we will keep our social security and our pensions and our savings from running out from under us through the medium of inflation.  That is what we are trying to do, ladies and gentlemen, and I promise you that the finest brains that America provides--the individuals that you know in your own communities to command the finest prestige and to be of the greatest character, men and women who are incorruptible and who are wise and who studied and who want to help America will be the kind of people brought to Washington--not cheap politicians who merely want to perpetuate themselves in power.  That is the kind of service you will get from a friendly government.",1281,998
1273,Thank you very much. ,21,999
1267,"Now, ladies and gentlemen, in a very brief fashion that is what this crusade is about.  You, in exactly two weeks are going to make up your minds whether you want this old shopworn, worn-out administration or men and women from all sections of this country and all walks of life who want to serve America and not just to rule over America. ",340,998
2008,Thank you very much.,20,998
3316,"There are now forty-five days left until the election, and in those forty-five days Jack Kemp and I invite all Americans to compare the biggest idea of the Clinton administration, the plan to put the federal government in control of your health care, with the biggest idea of this campaign, our plan to let you keep more of your money and to decide which idea and which philosophy you trust for America's future.",412,998
3316,"Thank you for listening, and may God bless America.",51,999
1501,"I think we can do better than that, and I think when this country moves ahead here at home, when our people are working, when our economy is moving, then our power and influence increases around the world. Franklin Roosevelt was a good neighbor to Latin America because he was a good neighbor of the United States. You cannot separate a strong foreign policy from a strong vigorous domestic economy.",399,998
1501,"So I ask your help in this campaign. I served for fourteen years in the Congress, and I can say after that long time that I think this country is powerful, I think it is great, but I think it can be more powerful and I think it can be greater. I am not satisfied to see Mr. Castro and Mr. Khrushchev quarantined in Manhattan and moving around the world. I ask your help in this campaign, I think it is time we recognized that there are new frontiers to cross in the 1960s and we can cross them. Thank you for your help. I can assure you that if we are successful we are going to move in the 1960s. Thank you.",608,999
1298,"We are the citadel of freedom in a troubled world.  All of us must march forward together in a great crusade to build and maintain the strength and honor of America, to cooperate with others for peace throughout the world. ",223,998
2791,Thank you. God bless you.,25,998
2961,Thank you very much. ,21,998
2975,Thank you and God bless you.,28,998
2222,"We will make real the words of Robert Browning: ""Grow old along with me; the best is yet to be; the last of life for which the first was made.""",143,998
2222,"And while we complete that task, we will renew our love for this sweet land of liberty.",87,999
3128,"And yes, I'm grateful for this endorsement, these many endorsements, but it transcends that. You have my thanks for your service to your country. You have my support. You're on the side of the law, and I am on your side. With your strong support, I am absolutely convinced that we can make dramatic progress, more progress turning back the threat of drugs and crime, making our communities more safe and more secure. We talk of strengthening family. One way to strengthen family is give the families neighborhoods that are free of these criminals. That's what these people with me here today do every single day of their lives. And I am very, very grateful, grateful for this vote of confidence.",695,998
3128,May God bless the men who wear the badge and the women who wear the badge and serve our great country. Thank you very much. Thank you all.,138,999
2236,"I want to conclude on this note: I want us to understand that there is nothing wild or radical about the proposals that the Democratic Party brings to the American people in 1972. What we want are such conservative and respected values as the preservation of life, the establishment of peace, justice for all of our people, dignity for every citizen, and this means calling the country home to the ideals that were formed here in Connecticut and Massachusetts and those early colonies that laid the basis for the American republic. Some quarter of a century ago, along with many other Americans, I was caught up in World War II. In my case I was a bomber pilot and we were hit pretty badly over a dangerous target and it appeared for a few minutes that we would have to abandon the plane, but we assessed the damage and I decided that we could make it back and I issued this order: ""Everybody resume your stations, we are going to bring this plane home."" And I want to say tonight to all of those here and to Americans everywhere who share our cause and our love for peace and justice--resume your stations we are going to bring America home.",1142,998
2236,I just want to say to you that this is not a baloney sandwich; it is a magnificent grinder which Ted Kennedy and Abe Ribicoff are going to help me eat.,151,999
1059,You have been very good to come here. I know you are cold. So am I. Bless you all.,82,998
2550,"The American labor movement was built on realism, on persistence, and on democratic values. Our Nation's future depends on those same qualities exactly, qualities which today are still abundant in the American people. More remains for us to do. We must fight for progress. It will not be easy, but we're fighting for it the way the labor movement has always fought for progress--shoulder to shoulder. And as has been the case with the labor movement in this country and increasingly around the world, we fight to win. And I do not intend to lose along with your help.",567,998
2550,Thank you.,10,999
1071,"You have been terribly good to come out here at this inconvenient hour and afford me even this brief moment to talk to you. If you care to listen this evening, I think, maybe, I will try to have a little fun with the ",217,998
2578,Thank you very much. God bless you all.,39,998
3100,"We have a great country. We are the leader of the entire world. Soviet communism is dead. Peace is on the move all around the world. And Governor Clinton says we're a nation in decline. He ought to get outside of Little Rock and travel and find out that we are the most respected nation on the face of the Earth. I want to keep it that way by keeping us strong, keeping us determined, keeping us economically viable at home. ",425,998
3100,"You have a great, proud state, and I'm proud to be back in it. May God bless the people of Mississippi and the people of the United States of America. Thank you very, very much. ",178,999
1717,"That is the issue of our times.  Can we demonstrate that a free society can move ahead, that it can speak with power, that it can develop its resources, that it can provide individual employment for its people, that it can educate its children, that it can provide security for its older citizens?  These are the things that we must do, and I believe they can be best done by the Democratic party.  I ask your help in picking this country up.  I ask your help in picking this country of ours up and moving it into the sixties.  ",528,998
1717,Thank you.,10,999
1703,"This election may well be decided in Pennsylvania, and the election in Pennsylvania may well be decided in the city of Philadelphia.  This is a judgment which you make, which affects this country's security, its future, your own vision of a shining America which meets its opportunities and its responsibilities, which stands once again as the unchallenged leader of freedom, a country and a leadership which identifies itself in this country with the needs of people and identifies itself around the world with the needs of the people; that does not regard Africa or Latin America or Asia as pawns in the cold war, but as people who want to be free.  And we will associate with them not merely in the struggle against Communism, but in the struggle against the disease and ignorance and illiteracy and lack of hope.  I believe the 1960s can be, as Charles Dickens said, the best of years or the worst of years.  I believe it is going to be the best of years.  I believe on November 8th the United States is going to choose progress and this country is going to move again.  ",1075,998
1703,Thank you.,10,999
2587,Thank you.,10,998
1930,"When you go to the polls on November 3rd, you vote for the man and for the party and for the principles that in your judgment will be most likely to bring to your family the peace that you have prayed for and the prosperity that you have worked for.",249,998
1930,Thank you.,10,999
1924,And we will work together to make the world a place where free men can live in peace.,85,998
2593,Thank you very much.,20,998
1918,This is what it means to Americans today to have responsible and responsive fiscal and monetary policies. And these are the policies that I shall continue--with your help.,171,998
2430,"Thank you very, very much.",26,998
1139,"We can meet the future and build a security, a prosperity, that will make our past seem puny by comparison.  But we can't do it with a leadership that lives on past fears, and that sees everything in terms of political expediency.  Rural people, noted for straight thinking and hard work, can help us do better than that.",321,998
1139,"Farmers, like all other citizens, have had enough of what is humorously called the fair deal.  What we all want now, and what we are going to get, is an honest deal.",165,999
2356,"But once the campaign is over, let us have the statesmanship, let us have the ability to pull this country together and to work together for a cause that is bigger than any party and bigger than any man, and that is to make the next four years the best four years in America's history.Thank you.",295,998
3048,Thank you and God bless you all.,32,998
2342,"What I am simply saying to you at the last of my remarks tonight is this: I do not speak to you as a partisan.  I speak to you with no bitterness about this campaign, but I speak with you, as we should as we begin the closing days of the campaign, about our hopes and about our ideals.  And I will say to you simply, what I want for the next four years is that the next four years will be the best four years in this nation's history.  Give us the chance; let us do the job.",474,998
1893,Thank you.,10,998
2424,"The Government in Sunshine Act is in keeping with America's proud heritage that the government serves and the people rule. This afternoon, I am delighted to sign this legislation and to reaffirm that heritage and let the sunshine in.",233,998
1105,"If we destroy those things the America that has done all of these things for us, that has made possible the Mayo Clinic, will be changed.  It will be something else.  So no matter how far we must adjust ourselves to bring government into our affairs to help us out--and all of us admit that that is vitally necessary at times, but the very fact that it is necessary, ladies and gentlemen, I pray you make that your reason for watching the government more closely than ever before.  If you have to allow a suspicious looking character in your front door and you no longer have the lock on, then watch him very closely.  And that is what you should do here.",655,998
1105,"You know, I must apologize.  I didn't mean when I came in here to become so serious in expressing the deepest convictions of my heart about these things, but the great compliment you have paid me, the great honor you have done me, not only in writing my name in on your ballots some months back but by being here today to allow me to say hello, touched me so deeply that I felt it necessary to speak for this brief moment very seriously.  So I say let us make our program saving and leading America progressively forward to solving her problems with the faith of our fathers that the human being is made in the image of his Maker. ",631,999
3074,"Thank you all for being here. And may God bless the United States of America on this very, very special day. Thank you all.",123,998
1663,"The third area where I believe the national government can play a role is federal aid to education in the areas for school construction and for teachers' salaries.  There are many thousands of teachers who are underpaid.  There are many thousands of teachers with inadequate training.  I want to see the best teachers with the best training, but make sure that they are adequately compensated.  Otherwise, we are not going to get the best talent and our children will suffer.  Any time that a child grows up without the best education, he dooms himself to a life of economic hardship in many ways.  His children's chances are not so good, and it passes on generation after generation.  A good education is the most valuable resource that you can pass on to your children, and I believe it incumbent upon us in the 1960s to make sure that all of us, cooperating in our respective fields, to make sure that we do have a good educational system.  And this is one of the areas where I believe we have disagreed with the Republican leadership and with Mr. Nixon.  He cast the deciding vote, after speaking about the need two weeks before for well-paid teachers, he cast the deciding vote in the U.S. Senate against the bill which would have provided aid for teachers' salaries.",1272,998
1663,"These are the problems that we have to meet.  We build roads, we build homes, we also need schools.  I want to make it very clear that one of those areas where we are going to act, and this is only one of the areas that need action, will be in the field of education.  Ten years ago the United States turned out twice as many scientists and engineers out of our schools as the Soviet Union.  Today they turn out twice as many as we do.  And we need a better educated citizenry than any country to maintain a free society.  So I come here today to this community and ask your help in this area as in so many others, in strengthening our country, in building our country, in making it more secure, and making it an inspiration to all those who wish to be free.  I ask your help in this campaign.  Thank you.",805,999
1677,Thank you.,10,998
3060,"Press on, folks, and make a new future on Tuesday. Thank you and God bless you all. Thank you very much.",104,998
1111,Thank you very much.,20,998
2395,When they shall dieTake them and cut them up in little starsAnd they shall make the heavens so fineThat all the world will be in love with night.,145,998
1688,Thank you.  ,12,998
1850,"Oh, they talk about American purpose. But this country, in its churches, in its schools, in its homes, has an idealism which is the wonder of the world, and I only hope that I can be worthy of the American people in these years ahead.",234,998
1850,Thank you.,10,999
2381,"The concept of simple justice is one that I mentioned in my acceptance speech at the Democratic convention--that we ought to translate love from one another into the application of simple justice. Justice takes on many forms, and although it can be described as simple, it's a complex thing, and the complexity of it arises from the fact that our nation is made up of so many people. We're not a melting pot, as has sometimes been described, because a melting pot means that everything blends in together and becomes the same. We're more of a mosaic--a beautiful mosaic--of different kinds of people who have different kinds of background and interests and education and experience and hopes and dreams and aspirations and fears and prejudices, but we also fit together to make a picture of a nation in its finest form, which has been, and can be, an inspiration to all mankind. I want to restore the quality of our lives, and I want to restore the commitment of our country, and I want to honor its basic principles. And if you help me--beginning next year, hopefully sooner--we'll do it together. ",1099,998
1878,Thank you very much. ,21,998
2154,"I say, let us do everything that we can in these next four years to knock down the barriers of hatred that divide us at home and abroad. I think it can be done, but I can only do it with your help.",197,998
2154,"In this great state, with its great progressive tradition, I simply want to say, as Charlie Jonas indicated, we didn't take it in 1960, but '68 is a different year. I feel, as a graduate of one of your great universities and its law school, that of all the states in this Union, there isn't one from a personal standpoint I wouldn't rather carry, and seeing this crowd I think we are going to do it. Now, let's go on and win.",425,999
2632,"So, let's remember these things tomorrow. I appreciate your great support and the welcome that you've given me here, but I want to quote a man in closing that never had a chance to serve as president because he was killed. The last day he campaigned in 1968 Robert Kennedy had a vision of what this country ought to be. And in Los Angeles he made this speech the last day he lived. He said to the voters on that day, and I quote him, ""I ask you to recognize the hard and difficult road to a better America. The people must decide this election. I ask you to vote for yourselves. For your sake, and for the sake of your children, vote. Vote for yourselves.""",656,998
2632,Thank you very much.,20,999
2626,"To close my remarks, I want to quote from another Democrat who never became president, because he was killed a few days before the end of the primary season. Senator Robert Kennedy made a speech on his last day of what was to be his final campaign. It was in the presidential primary in California in 1968. And I would like to share his closing lines with you. He said, ""I ask you to recognize the hard and the difficult road to a better America. I ask you to vote for yourselves. The people must decide this election. They must decide so that no leader has any doubt about what the people want. For your sake and for the sake of your children, vote for yourselves.""",666,998
2626,Thank you very much. I need you. Viva San Antonio!,50,999
1449,"In any case, we are finishing in Michigan for the time being, but we are coming back to this state. We have to carry this state.",128,998
1449,"The law says that you can only vote once on election day, but if you will go out and register one person between now and the time of election in November, then you can vote twice. I think that this is an important time. I ask your help in this election. We can win this one. Let us try to work together and make Michigan Democratic, sweep this country in November, and then begin to go to work and roll up our sleeves and begin to move. Thank you.",447,999
2140,"Did you know Mr. Nixon has a big machine--a computer, to help run his campaign?  He wants to boil you down to little punch cards.  I suggest if he tries that in this neighborhood, it will blow out his machine.  You can't put proud people on punchcards.  And proud people don't want a punchcard president.",304,998
2140,"Let's get together and send Nixon back to Wall Street and Agnew back to Maryland.  Vote your hopes, not your hates; vote to heal, not to hurt; vote for the party that cares.  Let's get out the vote.  We need everybody.  Let's give Nixon a big surprise on November 5th.  Let's give America a great tomorrow--a united America--free of fear, free of hate, full of hope.",366,999
3276,"And so I say to you, probably no person in history who was not a child of Illinois has ever loved this state more or owed more to it than I do. But I ask you one last time, one week from tomorrow, let's build that bridge to the twenty-first century.",249,998
3276,Thank you and God bless you all. Thank you.,43,999
2168,"And some Americans might say, oh, we don't want that. We don't want that role of leadership. But I don't say that and you don't say it. Because we are a great people and this is a great country. And I believe that America can fulfill this role of greatness. And I want to tell you one thing we've got going for us. In addition to our wealth and in addition to our power, it's the fact that America as a world power wants no land from any other nation, we don't want to conquer anybody else, we don't want to dominate anybody else, we just want a world of peace.",561,998
2168,"We are an idealistic people, and with that kind of idealism which I can feel in this audience of young Americans, and with the right kind of leadership in Washington, we are going to have a great age in this next generation. We are not going to have three wars as we had in mine. We can have peace, we can have prosperity without war, we can have progress with justice. That's the kind of world you can create. That's why I say don't believe all this nonsense that this is a bad time to be alive. This is the best time, the most exciting time. You are going to make it that, and I am all with you.",597,999
1307,"I have been accused of being a grandstander about this.  I have been accused of not even knowing that the headquarters of Communism is in the Kremlin.  Ladies and gentlemen, President Roosevelt visited me two or three times during the war to come and see how we were getting along, to see the soldiers, and he went with his jeep up and down pretty close to the lines.  But he didn't go to Berlin.  Did you ever stop to think of that?  You go to where the fighting is and try to find out about it, do something to stop the killing of the soldiers.",546,998
1307,"Now, I have already used up more than my allotted time.  You people have been very patient, but let me bring you one message from my Mamie.  We got in from a long trip yesterday morning and she has been given a lot of chores to do and, therefore, was not able to make this trip--one of the first ones she couldn't make with me in this campaign.  So she asked me to extend to everybody I met--our old neighbors whom I met four years ago when we came to this city and who welcomed us--wouldn't I please extend her greetings to each of you.  And for my own part, thank you a lot for coming out.",591,999
1313,Thank you a lot.,16,998
3262,"That's the last thing I want to say. This election is not over. It has not even occurred yet, except among those of you who have voted absentee or if you live in one of those states where they let you vote for three weeks. Otherwise all these polls are pictures of horse races that aren't over. Now, I know there are no gamblers in this audience. But if there were people who had ever been to horse races in this audience, chances are that several of them held winning tickets on horses that were ahead at the three-quarter turn. Some of them held tickets on horses that were ahead in the stretch. But the only tickets they collected on were the horses that were ahead at the finish line.",688,998
3262,The finish line is November 5th. And I want you to be there. I want you to bring people there. And I want you to help us build that bridge to the twenty-first century. Thank you and God bless you all. Thank you.,211,999
1475,"In the election 100 years ago, Abraham Lincoln wrote to a friend, ""I believe there is a God and I know He hates injustice. I see a storm coming and I know His hand is in it. If He has a place and a part for me, I believe that I am ready.""",238,998
1475,"We believe there is a God and we believe there is a storm coming. But I think in 1960 if He has a place and a part for us, I believe we are ready. Thank you very much.",167,999
2197,"As President Kennedy said, ""Let us never negotiate out of fear. But let us never fear to negotiate."" The United States was in that position of assurance through strength when President Kennedy took office. He was still in that position when he suddenly confronted the Cuba missile crisis. For America's sake--for the cause of world peace--our next president must be in the same position.",387,998
2197,"This is, then, a fateful election year. Let us together refashion the conditions, the atmosphere, the environment that can lead to a durable peace. In that great effort I ask your confidence and your support.",208,999
3289,"This is about whether you're going to be diverted and divided, or whether we're going to find common ground and build that bridge to the twenty-first century together. You've got enough sense to figure out to talk to your friends and neighbors about that between now and Tuesday. Don't let the people of Arkansas be diverted from the real issue. This country is better off and this state's better off than it was four years ago. It's going to be better off four years from now if we stay on the right track to build that bridge to the twenty-first century.",556,998
3289,Thank you and God bless you all.,32,999
2829,Thank you all very much. Thank you. Thank you.,46,998
2183,"The times call out for that great generation, generous of heart, questing of mind, committed of spirit, to lift this world into the next millennium.",148,998
949,"And with your help--with the help of all of the people--the Democratic party will press forward with its great purpose to fulfill the promise we now behold about us everywhere. And I say, long may we benefit from the service and the counsel and the advice of Alben Barkley, and long may we heed his wisdom.",306,998
949,"You are so good to me. I am deeply touched by your coming here to listen to me this afternoon, and I thank you from the bottom of my heart, both for your courtesy and for your patience.",185,999
961,"This is the philosophy of change--change through progress and not retreat--which for twenty years has provided inspiration to Democratic leadership. And anyone who aspires to national stewardship must live by this philosophy. He must reject any thought that because much is right all is right, any feeling that we have come to some ultimate state of perfection where there is no room for further progress and no need to refine and refresh and advance.",451,998
961,We have been plowing through high seas for a long time. I don't believe you torpedo a sound and seaworthy ship just because you may not see eye to eye with every member of the crew.,181,999
2815,"Until next week, thanks for listening, and God bless you.",57,998
2801,"Distinguished colleagues and good friends, we are not asked to face the kind of perils those climbers did. Yet we do share the risks affecting the future economic well-being of our nations and of the world. But if those mountaineers could join hands at the top of the world, imagine how high our people can climb if all of us work together as powerful partners for the cause of good. Together, with faith in each other, with freedom as our guide, there is nothing that we cannot do.",482,998
2801,Thank you very much. God bless you all.,39,999
975,"No one can promise when peace will be won, but if you ask what hope I carry in my heart, I say to you that I am confident that, if we in the United States measure up to our awesome responsibility now in the days and the years of decision that lie ahead of us, then our remaining lifetimes and our children's will be lived in peace.",331,998
975,"And now, in closing, there is one promise that I do want to make. Once more it was Will Rogers who gave me the words. As he said--""I shall try during these next four years--to conduct myself so that when I come back to Oklahoma, I can shake hands with all my friends and not just have to wave at them while I am running.""",321,999
2818,Thank you very much.,20,998
978,"I would not like for you to think of this as the effort of another itinerant politician to strike up ""kissin' kin."" I don't believe I need to make such a gesture.",162,998
978,"I believe that in the year 1952, as it has been for more than a hundred years, it is enough in the South for a man to present his credentials as a life-long Democrat. I believe this is adequate assurance that the man who stands before you is a friend--deeply aware of the great contributions the South has made in the past to this nation of ours, supremely confident of the equally great contributions it will make in the future, determined that both shall receive their due and the South its rightful place in the sun.",519,999
1493,"One hundred years ago in the election of 1860, Abraham Lincoln wrote a friend, ""I know there is a God and that He hates injustice. I see the storm coming and I see His hand in it. But if He has a place and a part for me, I believe that I am ready."" Now, 100 years later, in the great election of 1960, we know there is a God and that He hates injustice, and we see a storm coming. But if He has a place and a part for us, I believe that we are ready. Thank you.",461,998
950,"I say these things to you not only because I believe them to be true, but also because, as you love your country, I love my country and I would see it endure and grow in light and become a living testament to all mankind of goodness and of mercy and of wisdom.",260,998
3284,"You have to decide whether we're going to go into the future by saying you're on your own, or whether we're going to build a bridge. And you have to decide whether you're really willing to say, whether you're Hispanic or African American or Asian American, or Native American, or Polish or Irish, or whatever--it doesn't matter. If you believe in the Declaration of Independence, in the Bill of Rights, in the Constitution, if you're willing to show up tomorrow and work or study and do your job as a citizen, we don't need to know anything else about you. You are part of our America and we're going forward. Will you help me in Arizona to build that bridge? Will you be there on Tuesday? Will you talk to your friends?",720,998
3284,God bless you. Let's do it. Your best days are ahead. Thank you.,64,999
2824,"Well, all right. Well, again, thank you all for being here. And now, as the little girl in a letter told me one day, now get back to your office and go to work.",160,998
2830,"Oh, I have to.",14,998
2830,Thank you. Thank you all. God bless you.,40,999
3290,"The difference in my position and his, the difference in Mary Landrieu's and her opponent is that if you look at the Family and Medical Leave Law, if you look at the 100,000 police on the street, if you look at the Brady Bill, which kept 60,000 felons, fugitives and stalkers and now will keep people who beat up their spouses and their kids from getting handguns--if you look at our new college loan program, if you look at the targeted tax cuts for college--we believe that we're a better, stronger country when we work together to help each other have not a guarantee, but the tools to make the most of their own lives. They believe you're better off on your own. You have to decide. Will you stand with us? Will you fight with us? Will you build that bridge to the twenty-first century with us? We need you, Louisiana.",822,998
3290,Thank you and God bless you.,28,999
1487,"I don't run for the office of the presidency in these difficult times saying that if I am elected life will be easy. I think for Americans life will be more difficult and challenging in the 1960s than it has ever been in the past. But I do say that if we are successful that I think it is possible for this country to regain its sense of national purpose. We are the great defenders of freedom, not only here in the United States, but all around the world. During the American Revolution, Thomas Paine said, ""The cause of America is the cause of all mankind."" I think today that the cause of all mankind is the cause of America. And I don't think that there is any American who would not be willing to bear burdens and meet his responsibilities if he can insure the freedom of his own country and the success of freedom around the world. That, in my opinion, is the great issue of the 1960 election--which party and which candidates can build a stronger America and in building a stronger America can advance the cause of freedom.",1030,998
1487,"I call upon all of you to join us in a journey to the new frontier. The voyage is a long and hazardous one, but we are all partners in a great and historic journey. I think in many ways that the brightest days of this country can be ahead. In the election of 1860, Lincoln said, ""This nation cannot exist half slave and half free."" I don't think the world can exist indefinitely half slave and half free. I think it is going to move by the end of this century in the direction of freedom or in the direction of slavery. I think it is up to us to determine which way it will go. I think it is up to the American people. During that same election 100 years ago, Lincoln wrote to a friend, ""I know there is a God and He hates injustice. I see the storm coming, but if He has a place and a part for me, I am ready."" In 1960, we know there is a God, and we know He hates injustice, and we see the storm coming. But if He has a place and a part for us, I believe we are ready. Thank you.",981,999
944,"I want, if I may, in closing to salute a tradition of leadership which embodies all I have been trying to say here today. The foundations of that tradition were laid by Samuel Gompers, and they have been built upon by William Green. You have held, sir, if I may say so, to the ideal of democratic leadership--the leadership which seeks the good of all, the leadership of him who wants only to serve.",399,998
2165,"And so I say to you, this cause is worth fighting for. This is the big one. Now let's go out and win and win it big. How about it?",130,998
2617,Thank you very much. God bless you.,35,998
2171,"The next president of the United States could possibly serve until 1976, the 200th anniversary of the birth of our nation.",122,998
2171,"The next president will lead this nation in its reach for greatness only if he summons a new ""Spirit of '76""--a spirit conceived in old glories, born to speak to its own time, destined to shape a glorious future.",212,999
1478,"But if, on the other hand, I should win the election, then I shall devote every effort of mind and spirit to fulfilling the oath of the presidency--practically identical, I might add, to the oath I have taken for fourteen years in the Congress. For, without reservation, I can solemnly swear that I will faithfully execute the office of President of the United States, and will, to the best of my ability, preserve, protect, and defend the Constitution, so help me God.",469,998
2159,Thank you. ,11,998
3247,"I'm pleased that Congress turned aside confrontation to enact these laws in a bipartisan manner and in the public interest. Five hundred years ago, no one could have imagined the greatness that would bloom between our shores, nor foreseen that the nation born here would become the model for people of all kinds working together for the common good. Preserving our environment and restoring its wonders are for our common good.",427,998
3247,"Let us truly celebrate this day as a day of rediscovery, a day in which we pledge to keep working across the lines that divide us to make America more beautiful and better than ever. Thanks for listening. Now I will sign the Water Resources Development Act.",257,999
993,If we go forward in that spirit there is nothing that can stop us.,66,998
1450,"I ask your help in this election. I think we can win this election. And I think then that this country will begin to move again, and that the title of citizen of the United States will once again be the proudest boast of any people. This country is a great country. I think it can be greater. This state is a great state, but I think it can be greater. It is with that optimism and that confidence that I think we should move again in this state and country. I ask your help. I am convinced that with it we can win. Thank you.",526,998
1336,"Our God-given abundance is a strong weapon in our hands for spreading democracy and freedom at home and abroad. You who open the soil to the seed know the urge to abundance in nature's vast resources. Let us work together to spread its benefits, to build a higher and more meaningful standard of living for the generations which will follow us on this land.",357,998
1322,"And so this administration which talked so boldly about ""liberation,"" and called itself a great crusade four years ago, missed a great opportunity to strike a blow for human freedom and injured the moral standing of the United States before the world and workers everywhere.",274,998
