,Speech_id,text,party,term,comp
36487,2448,One final comment: On July 4th this country celebrated its 200th birthday. It was a glorious day. I think more Americans were thrilled by what took place that day than almost any day in recent history.,rep,1976,False
8973,2718,"When our kids need education, as Americans we're willing to educate our kids.  And when they're handicapped, we are willing to give those kids a chance.  And when they need to go on to college, we want those kids to have a good education, and we're not going to rob them.",dem,1984,False
14818,1088,"We go out from here with unbounded trust in the American people. We go out from here to merit their unbounded trust in us.  Wherever I am, I will end each day of this coming campaign thinking of millions of American homes, large and small; of fathers and mothers working and sacrificing to make sure that their children are well cared for, free from fear, full of good hope for the future, proud citizens of a country that will stand among the nations as the leader of a peaceful and prosperous world.",rep,1952,True
8000,2004-09-14-states-las-vegas,"You have taken an oath to stand by America in times of crisis, war, and emergency. You're fulfilling that oath in many ways. Across the State of Florida—I happen to know the Commander in Chief of the Guard there—[laughter]—thousands of Guard members have mobilized in response to Hurricanes Charley and Frances. They are helping to control traffic, provide security, conduct search and rescue operations, and distribute food and water. One resident of Punta Gorda, Florida, put it, ""I don't know what this town would have done without the National Guard."" When tragedy strikes, Americans can always count on the Guard.",rep,2004,False
27538,2016,"2016 VICE PRESIDENT HUMPHREY:  Yes.  The present system, I think, is built-in trouble.  That is number one--that's where you start.  Number two, I believe in the random selective system--the lottery system.  Once your number comes up, you've had it and if it doesn't, you're free.  And I, also, believe you should give a student some choice as to whether he wants to accept, when his number comes up, or go on for the first two years of his college.  I have a full paper with the general view--I thought that Congress should have adopted most of those provisions.  I intend to see, to the best of my ability as president, that the selective service boards in this country are truly representative of this country, that no one feels, because of race or economic status, that the board is not fully representative.  These boards have a tremendous task.  They deserve our thanks and your pity.",dem,1968,True
2922,1808,"And, so, on this particular occasion, when we honor a man who was a great political leader, but a man also who had a great religious faith, Americas lesson from him is this: Keep America strong militarily.  Be sure that we are also the strongest nation in the world economically.  But also, above everything else, remember that America must present to the whole world the image of a people concerned about the problems of the world because if poverty and misery and disease and tyranny exist we would be concerned even if there were no communism.",rep,1960,False
6953,2012-10-23-event-morrison-colorado,"He turned around the Olympics. He helped create tens of thousands of jobs as a successful businessman, and by the way, being successful in business, that's a good thing. There's nothing wrong with that. We think that's good. We want more people to become successful. We take pride in that.",rep,2012,False
27716,3334,"Now, I'm going to ask you a question. Should I get tougher on Clinton? And you won't get mad at me if I get a little tougher?",rep,1996,False
17581,2016-10-29-center-phoenix-arizona,"Every single one of Arizona's 15 counties is losing insurers next year because of Obamacare. In Phoenix, there are 8 Obamacare insurers this year. Next year there will be only one. And it was announced this week that Obamacare premiums in Phoenix will go up 145% next year. One insurer in the state will have a $14,000 deductible.",rep,2016,False
13466,2004-10-02-builders-columbus-ohio,"We'll continue to work for a free society in Iraq. It's hard work there. You know it's hard, and I know it's hard. It's hard for a reason, because the terrorists fear freedom. Liberty will transform societies. Someday, an American President will be sitting down with a duly elected leader of Iraq talking about the peace, and our children and grandchildren will be able to grow up in a more peaceful world. In the long run, our interests are served by spreading freedom and liberty and, therefore, spreading peace.",rep,2004,False
17256,2016-10-27-expo-springfield-ohio,"Under my contract, if a company wants to fire their workers, move to Mexico or other countries, and ship their products back into the United States, we will put a 35 percent tariff on those products. And folks, just in case you have any questions, when that happens you're not losing your companies anymore. And if you do, at least the country's gonna make a lot of money. OK? We will immediately begin renegotiating NAFTA, and if we don't get the deal we want - right now it's a one-way highway. We lose our jobs, we lose our companies, we lose everything. We lose our cash. They get the cash, they get the jobs, they get the companies. We get the drugs, we get the unemployment. That's what we get. We get nothing. We get less than nothing.",rep,2016,True
39566,1434,"1434 Now, outside of the United States, the great objective of all true Americans remains world peace.",rep,1956,True
27917,2943,"2943 Lloyd Bentsen and I want to work with you to keep this country militarily and economically strong, and the two go hand-in-hand, you can't have one without the other; to take back the streets and neighborhoods from the crack gangs and the drug kingpins; to take government back from the influence peddlers and the sleaze merchants; to take America back from dishonest contractors and polluters; and to lead an Administration that stands for clean air and clean water and a clean environment and a clean government in Washington, D.C.",dem,1988,True
34381,3219,"Now I tell you, yes, we're better off than we were four years ago and it wasn't an accident. And, yes, there are big differences between our opponents, the nominee for president, Senator Dole, Mr. Gingrich and all of them--we fought over many different issues that we honestly disagreed on. They said if our budget plan passed, it would bring on a recession and increase the deficit; that's what they said.",dem,1996,False
3520,2012-09-09-rally-melbourne-florida,"And then, on Thursday night, I spoke about the stakes in this election. Now, you've now heard both sides make their argument, and I hope you know at this point, there's a big choice to make. And it is the clearest choice of any time in a generation. It is not just a choice between two candidates; it's not just a choice between two parties. It is a choice between two fundamentally different paths for America, two very different visions for our future.",dem,2012,False
9644,2004-10-18-marlton-new-jersey,"The President. Thank you all. Thanks for coming. Thanks for the warm welcome. It is great to be back in the State of New Jersey. Oh, I know it might surprise some to see a Republican Presidential candidate in New Jersey in late October. The reason why I'm here, with your help, we'll carry the State of New Jersey in November.",rep,2004,False
18377,2196,"There is a lack that makes our leaders seem victims rather than masters of change. In an effort to increase our power over events, we have replaced our ancestral faith in free men and individual initiative with a new faith in government. But we have discovered an extraordinary paradox of bureaucracy: it renders powerless not only its subjects but also its leaders. Thus, in making government bigger, we find we are making both its master and beneficiaries smaller. In enlarging Washington we diminish America.",rep,1968,False
21100,1875,"Now, here's where you come to a fundamental choice. You see, my opponent says America has been standing still for the last seven and a half years; hasn't moved off the dime, and now we've got to get her going again. Now, look here--look around Fresno County. You've had the most fantastic growth in the last seven and a half years of any area in the country, and why did it happen? It happened because you had an administration in Washington which encouraged individuals to get out and make their contributions to progress in this county and in this state,. And I say, my friends, we do not want to stop those policies, but we want to build on them and to see that we continue that growth rather than to stop it, and I think that, as I came here on the seventy-fifth anniversary of Fresno, was the spirit of that city then. It's the spirit of this crowd here, and I can assure you that America knows that we have been moving forward and we do not want to go back to the policies we left when Dwight Eisenhower became president in 1953.",rep,1960,False
6772,2012-10-01-denver-colorado-0,"AUDIENCE: Boo! MR. ROMNEY: That will kill jobs. That will kill jobs. The National Federation of Independent Businesses asked Ernst & Young to look and see what impact that will have on America. And the answer is that will cost 700,000 jobs. I don't want to lose jobs. I have a plan, by the way, that adds 7 million jobs. My tax plan does this. It brings down the tax rate. It brings down deductions and credits for high income people, brings down that tax rate so that small businesses can afford to hire more people.",rep,2012,True
14946,3072,"Let me just say, we're going to move on now over to the Apple Festival in North Carolina, but I want to say this: I am ready for the fight. We are going to take this battle for a better America to the American people. We are going to win the battle for school choice. It's important that parents can choose where their kids go to school. We are going to win the battle to back up our law enforcement officers and have a little more respect for the victims of crime and a little less for the criminals. We need your help in the Congress for that one. I need Bob up there on that. ",rep,1992,False
35728,3353,"What we want is a balanced budget. We want increased Medicare spending. We want to save Medicare. One thing we want to veto is Bill Clinton on November 5, 1996. We also want a balanced budget amendment to the Constitution--a balanced budget amendment to the Constitution. I am for it. He's opposed to it. I also support a constitutional amendment to protect the flag of the United States of America. I am for it. He's against it. I also believe it's permissible to have voluntary prayer in school, and I support an amendment to do that. I'm for it. He's against it.",rep,1996,False
13064,2004-09-03-remarks-moosic-pennsylvania,"I appreciate the fact that Senator Arlen Specter is with us today. Put him back in for 6 more years in the Senate. Look who is next to him, Rick Santorum, United States Senator. Congressman Don Sherwood is here as well. I appreciate you being here, Congressman—good man.",rep,2004,False
17383,2016-10-05-pavilion-henderson-nevada,"Countless Americans who have died in recent years would be alive today if not for the open border policies of this President Obama and Hillary Clinton. This includes incredible Americans like 21-year-old Sarah Root. The man who killed her arrived at the border, entered federal custody, and then was released into a U.S. community under the immigration policies of Obama-Clinton. He was released again after the crime, and is now at large.",rep,2016,True
6287,2012-10-05-event-abingdon-virginia,"Now I also — I also believe, in addition to energy, that — that we have an opportunity to create more jobs by selling our goods and services abroad. So I want to open up more trade with other nations. And if China's stealing jobs unfairly, I'll crack down on China. (Cheers, chanting, applause.)",rep,2012,False
21,2866,"Well, let me tell you, you have some outstanding candidates for the Congress who feel just the same way. Jack Lousma served with distinction as a colonel in the marine corps and as an astronaut. He piloted the space shuttle Columbia on one of its first flights. And today he is a candidate for the United States Senate. And he believes in keeping your taxes down, and I can guarantee you, his opponent, the present incumbent, does not believe in keeping your taxes down.",rep,1984,False
13771,2004-10-16-beach-florida-2,"Audience members. Boo-o-o! The President. So they asked him why— you might remember the most famous quote of the 2004 campaign, when he said, ""I actually did vote for the $87 billion, right before I voted against it.""",rep,2004,True
7167,2004-09-10-discussion-portsmouth-ohio,"Doug White is with us from the statehouse. Anybody else from the statehouse here, I want to thank you all for coming. Appreciate you serving the folks here in this part of the world in the statehouse of Ohio.",rep,2004,False
4581,2012-10-17-mount-vernon-iowa,"And now the choice is up to you. The election now is up to you. It comes down to this. Over and over again, our opponents tell us that because government can't do everything, it should do almost nothing. If you can't afford health insurance, hope you don't get sick. If you can't afford to start a business or go to college, borrow money from your parents. If a company releases harmful pollution into the air, you know what, that's the price of progress. That's not who we are. That's not what America is about.",dem,2012,False
1787,2012-09-09-palm-beach-florida,"Now, we just had our convention in Charlotte, North Carolina. The people could not have been nicer. Michelle, she was pretty good. So I want to give advice to young men out there: When you marry, you marry up; you improve the gene pool.",dem,2012,False
34813,3227,"So we're going through this period of change. What I want us to do is I want us to be able to say when we start the new century that we are confident that the American Dream is available for every person, without regard to their station in life who is willing to work for it. I want us to be able to say with confidence that even though ethnic, religious, racial, tribal divisions are tearing the heart out of lives all over the world, in America we relish our diversity, we're proud of it and we're growing stronger because of that diversity, because of our shared values and our commitment to work together. That's what I want us to be able to say.",dem,1996,False
24317,2204,"Why do they say that? Why do they try to mislead the older people of America? I will tell you why. Because they are afraid of what the older people are going to do to them on Election Day, and for good reason. What have they done, my friends--my friends, let me tell you our position. What has happened to those people over sixty-five in the last eight years? There are 20 million of them in this country. They haven't had an increase in their pensions, they haven't had an increase in their life insurance, they haven't had an increase in their Social Security. They have been standing still, and prices and taxes have been going up at alarming rates, and many of them driven into poverty as a result. And that is why I with my leadership got through the Republican platform committee a new provision which will provide for an automatic increase in Social Security whenever prices go up. That's what we are for and that's what the older people are going to vote for.",rep,1968,False
2247,2012-11-01-rally-boulder-colorado,"But let me tell you, Colorado, we know what change looks like. We know what's going to help the middle class. We know what's going to grow jobs. We know what's going to reduce the deficit. And let me tell you, what Governor Romney is offering sure ain't it. It is not it. Giving more power back to the biggest banks, that's not change. Leaving millions without health insurance, that's not change.",dem,2012,False
1000,2012-11-05-des-moines-iowa,"And what the protectors of the status quo in Washington are counting on now is that you'll get worn down by all the squabbling. You'll get fed up with the dysfunction. You'll give up on the change we've fought for. You'll walk away and leave them to make decisions that affect every American. In other words, their bet is on cynicism. But, Iowa, you taught me to bet on you. You taught me to bet on hope.",dem,2012,False
10065,2123,2123 We don't intend to turn this over to a party that looks to the past.  I don't intend to turn this government over to a man that has made an alliance with Strom Thurmond.  I don't intend to have any compact with extremism of the left or the right.,dem,1968,True
38000,3154,"I've got a big difference with Governor Clinton on another thing. I worry about the doctors. Some of them can't practice medicine for fear of being sued all the time. I worry about Little League coaches that don't want to coach because they're afraid some crazy lawyer is going to come along and bring a lawsuit on them. I worry about the American spirit, when people pass by people that are hurt on the road for fear if they pick them up and help them, somebody will sue them. We are suing each other too much and caring for each other too little. And we've got to stop these crazy lawsuits. And Governor Clinton owes his election, his past elections, to the trial lawyers. He refuses to move for tort reform and putting a cap on these lawsuits. Send me some new members of Congress, and let's get that job done.",rep,1992,False
40608,1032,"I am told that many of you are student editors of your high school newspaper. I was the editor of my preparatory school paper and also of my university school paper. I encountered undoubtedly the most useful curriculum experience that I ever had in my undergraduate and my school days--what's more, I even made some money at it while I was in college, which I promptly invested--and invested very badly. I should encourage you to continue academic journalism, but don't come to me to discuss your investments.",dem,1952,False
38238,2048,"We are indebted to you, sir. We are indebted to--I am sorry, Billy, if I gave you a fast trot this morning, but actually, I was slowing down to shake hands.  You ought to take a real morning walk with me.  It will give you a good workout.",dem,1968,False
40706,2507,"2507 To preserve the peace, we must be willing to pay the price for a mighty force. To preserve the peace, we must be willing to shoulder the burdens of our alliances and our friendships. To preserve the peace, we must be tough-minded and persistent in our dealings with our adversaries. Never--not once--can we drop our guard. To preserve the peace, we must apply the enormous talents and technology in this great country to advancing gains made in far-flung corners of the world, stretching from the Middle East to southern Africa.",rep,1976,True
9345,2004-10-31-cincinnati-ohio-1,"Iraq is a dangerous place today because Iraq is moving toward freedom. There will be elections in Iraq in January. And think how far that society has come from the days of torture chambers and mass graves. Freedom is on the march in this world, and America is more secure because of it. Much of our foreign policy is driven by my deep belief that everybody yearns to be free. See, freedom is not America's gift to the world; freedom is the Almighty God's gift to each man and woman in this world.",rep,2004,False
12484,2409,"2409 To my good friend Tom Eagleton, to Governor Warren Hearnes, to Joe Teasdale your next governor, to Jim Baker, to your Congressman Robert Young, to Dick Gephardt, and Bill Hungate, one of the great congressmen of all times, and to all you wonderful Missourians, how you doing tonight? We're going to win next Tuesday?",dem,1976,True
17746,2016-09-07-philadelphia-philadelphia-pennsylvania,"In a Trump Administration, our actions in the Middle East will be tempered by realism. The current strategy of toppling regimes, with no plan for what to do the day after, only produces power vacuums that are filled by terrorists. Gradual reform, not sudden and radical change, should be our guiding objective in that region.",rep,2016,True
5676,1825,"Take my opponent, for example.  He says on the Cuban situation that he did not intend to suggest that the American government should intervene in the internal affairs of Cuba.  And yet the words he used, ""the U.S. government should support the anti-Castro forces in Cuba"" have been interpreted by his friends among the press, by all the people abroad, by all of the allies of the United States, as meaning exactly that.  I say, we cannot have as president of this country a man who doesn't know what he's talking about when he says something affecting the security of the United States.  Because the words that man speaks as president must be carefully weighed.  They are heard all over the world, and in this instance, may I say, we cannot afford these mistakes, because if he had been president--think of that--and had made this mistake, it would have been disastrous for the United States, in my opinion.  He might not have the opportunity, as he is now trying to do, apparently, to correct it.  ",rep,1960,False
41009,2063,"I found a quotation from my notes, political philosophy, which I once had the privilege of teaching.  And one of my favorite philosophers was that great theologian and philosopher, truly, of course, a saint, Saint Thomas Aquinas.  And here is what he said.",dem,1968,False
10775,2385,"2385 I know that one of the common concerns that unites us is the preservation and strengthening of the American family. It is a concern I have often spoken out on during this campaign, and I would like to discuss it with you today. ",dem,1976,True
8620,3176,"And so that's your call. And now, as we go down to the wire on November 3rd, and all the polling and all the pundits won't make any difference at all: It's up to the American people. When you enter that voting booth, please ask yourself three commonsense questions: Who has the right vision for America's economic future? Who can lead us through this global transition? And which candidate has the character? Who would you trust with your family? Who would you trust with your country when a crisis arrives?",rep,1992,False
34208,1354,1354 There are great unmet needs for more schools and teachers for our children.,dem,1956,True
38612,3343,"Michigan is a very important state or other states that are represented here: Illinois, Ohio, Mississippi, Iowa, South Carolina, Kansas. I think we're all right in Kansas. We're all right in South Carolina. I just heard this morning, too.",rep,1996,False
40818,3355,"Now, I don't want to be partisan or anything, but this is serious business. So I want to ask you as I conclude here to think about it. It really is serious. I want you to think about it--up and down the stairs as you are up there, people everywhere, here, all around everywhere, because they believe there's a better way. I don't have any personal quarrel. I talk to President Clinton--well, I spent ninety minutes with him in San Diego in the debate--didn't talk a lot. We won that debate. That wasn't any--that was hands down. And I understand they just took a poll in Texas and it showed no gender gap--no gender gap.",rep,1996,False
34278,1432,"1432 We finally look upon change, the ever-unfolding future, with confidence rather than doubt, hope rather than fear. We, as a people, were born of revolution. And we have lived by change--always a frontier people, exploring, if not new wilderness, then new science and new knowledge.",rep,1956,True
17500,2016-10-03-center-pueblo-colorado,"What I say is not lost on the American people, because 70% of you believe our country is headed in the wrong direction. We cannot have another 4 years of Barack Obama, and Hillary Clinton will be worse. We can turn this all around – but not if we don't make a change in leadership RIGHT NOW. The failed political establishment must go – it must go for the sake of your country, your future, and those you love the most.",rep,2016,True
34785,2139,"They are mothers and fathers--people with elderly parents they care for, with children in school.  They want to know that they are going to have a lasting peace in Vietnam before another class of youngsters reaches draft age.  They want an end to the nuclear armaments race.  They want to be able to count on a growing income and a safe, decent neighborhood for their families.  They want to be respected, not manipulated.",dem,1968,False
25156,3319,"3319 And there are a number of other things--litigation reform. You know, when I fell off that little thing out in Chico, California, the first call I got--the first call I got was from the trial lawyer. You know, was the railing defective? I said, ""Who? I don't know. I don't know"" So, you know, I like lawyers. I married one. We trust each other.",rep,1996,True
13804,2004-10-29-remarks-toledo-ohio,"We've just got 4 days to go, and the voters have a clear choice between two very different candidates and different approaches and different records. You know where I stand, and sometimes, you even know where my opponent stands. We both have records. I'm proudly running on mine. My opponent has an interesting idea of how to win friends. During this campaign, he's insulted our allies and he questioned the good work of our troops in combat.",rep,2004,False
20371,2004-07-29-national-convention-boston,"For four years, we've heard a lot of talk about values. But values spoken without actions taken are just slogans. Values are not just words. They're what we live by. They're about the causes we champion and the people we fight for. And it is time for those who talk about family values to start valuing families.",dem,2004,False
32172,3218,"We really do believe we must build a bridge to the future, we can't build a bridge to the past. We really do believe that at this moment in history, if we do the right things, if we build the right kind of bridge, we can make it possible for more people than ever before in history to live out their dreams and live up to their God-given potential. But we have to do the right things.",dem,1996,False
135,2133,"2133 And that choir, or that singing and choral group, listen, is there any chance that I could just take this band and group with me from here on out?   Are you ready to go?  ",dem,1968,True
39725,2698,"2698 One of the most critical elements of my economic program is the control of government spending. Billions of dollars of waste, extravagance fraud, and abuse in federal agencies simply are being ignored, for all practical purposes, by the Carter administration.",rep,1980,True
1933,2012-11-02-rally-hilliard-ohio,Audience members. I-O! The President. O-H!,dem,2012,True
34898,1815,"Now, I want to talk about a subject that is also very close to my heart.  I remember the year my father died, in 1956, in the election year.  He was seventy-seven years old.  That year, he had a number of doctor bills, operations.  I remember they ran over $2,000.  My mother also was ill that year, and together the bills of the doctors ran over $3,000.  I want to tell you something about them.  It was the best medical care that you could possibly get, and we have the best in the world, and we want to keep it that way; but my mother and father found it difficult to pay those bills.  They did.  They saved enough that they were able to, but I realize and you realize that for many of our older people, when they get beyond sixty-five particularly, it's a very difficult problem they are confronted with when a major illness strikes.  Now, the question is: what can we do about it?  My opponent says when he was here, ""Oh, Mr. Nixon is against helping the older people who need medical care.""  Now, that is just a complete falsehood.  It's a falsehood, and I will tell you why.",rep,1960,False
32125,2106,"2106 Ed Muskie--friend of the labor movement.  Ed Muskie, governor, senator, expert in city affairs.  Ed Muskie--judicious, wise, mature, responsible.  One heartbeat away a vice president is from the presidency.  ",dem,1968,True
7198,1978,"1978 You heard the Hitler objective of divide and conquer.  There are some who do it deliberately and there are some who do it maliciously, and there are some who do it because they don't know any better, but it is not to your interest to hate your neighbor.  It is not to your child's good to fear your friend.",dem,1964,True
7800,915,"There will always be selfish people; there will always be groups who try to turn our common inheritance to their private profit, and it will always be the job of government to restrain them. But there is too much talk of conflicting interests. The natural wealth of the United States is our common trust. We must husband and increase it for the future, and our emphasis must be not on rivalry or conflict but on cooperation. ",dem,1952,False
17010,2023,"Why, the other day one man said, ""Mr. Vice-President, you don't realize what you are up against.  You are up against new Nixon.""  And another fellow said to me, ""Oh no you're not.  No you're not,"" he said.  ""You're up against the old Nixon.""  I said, ""Never mind about the new one or the old one; the one I'm worried about is the real one!""  And that's the one you ought to worry about, too. ",dem,1968,False
23642,3287,"Now, McCain-Feingold would end all corporate contributions, so it would take care of that part of the problem. But we should also end contributions to either party from individuals who are not citizens. There are many immigrants who play an important role in our country. And all you have in California know I have done my best to defend legal immigration and the rich contribution it makes to the United States of America.",dem,1996,False
15360,2152,"When I was ten years ago in St. Louis dedicating a building, a friend of mine, Sam Krupnick--it happened to be a Jewish building--told me that the Hebrew word which was similar to these two words was ""tzedakah."" I said, ""What does it mean?"" He thought a moment, and he said, ""It means 'Do justly.'"" ""Do justly not because the law requires it, not because your religion requires it, but because this is what every man owes to his fellow man.""",rep,1968,False
12989,2000-08-03-national-convention-0,"At times we lost our way, but we're coming home. So many of us held our first child and saw a better self reflected in her eyes. And in that family love, many have found the sign and symbol of an even greater love, and have been touched by faith.",rep,2000,True
11780,2004-10-29-columbus-ohio-2,"Because we led, Afghanistan is a free Nation and an ally in the war on terror; Pakistan is capturing terrorist leaders; Saudi Arabia is making raids and arrests. Because we led, Libya is dismantling its weapons programs; the army of a free Iraq is fighting for freedom; and more than three-quarters of Al Qaida's key members and associates have been brought to justice. And we've got another asset at our disposal: freedom. We believe—I believe in the power of liberty. Think about what has happened in a short period of time. Young girls in Afghanistan couldn't go to school because the Taliban was so barbaric and backward. And if their mothers didn't toe the line of ideological hatred, they were taken into the public square and whipped and sometimes executed in a sports stadium. Because we acted in our own interests, because we acted to protect ourselves, because we upheld a doctrine that said, ""If you harbor a terrorist, you're just as guilty as the terrorist,"" millions of people went to the polls to vote for the President of Afghanistan. The first voter was a 19-year-old woman.",rep,2004,True
3513,2012-09-09-rally-melbourne-florida,"The President. Thank you. Well, look, I am so thrilled to be here! It is good to be back in Florida. And I am so grateful to Mary, not only for her introduction, but for sharing her story, for fighting on behalf of America, for reminding that the values we care about aren't Democratic or Republican values, but are American values. So give Mary a big round of applause.",dem,2012,False
17175,2792,"2792 But I'm honored to be with you. We've come to Hammonton, just as we went to Elizabeth and Hoboken and Doylestown and Buffalo and Endicott and Waterbury, because you're what America is all about. You are America's future.",rep,1984,True
3800,2012-10-25-rally-richmond-virginia,"The President. Hello, Virginia! Are you fired up?",dem,2012,False
8345,2004-10-04-discussion-clive-iowa,"Mr. Henning. Well, Mr. President, we just went through some estate planning. We have two daughters in the business, and in order for us to be able to pass this on, they would have to sell the business if something happened, if we didn't take care of it.",rep,2004,False
21140,2398,"I think of the Civilian Conservation Corps that I knew about when I was a child on the farm. I was too young to participate but my first cousins did. And many of our neighbors did. I think about the REA when it turned on the electric lights in my house when I was fourteen years old. I think about the Marshall Plan under Truman, and aid to Turkey and Greece, and the United Nations, and the formation of the nation of Israel. I think about the Peace Corps, in which my mother served when she was about seventy years old.",dem,1976,False
4536,2284,"2284 Third, I would send the vice president to Hanoi to speed the arrangements for the return of our prisoners and an accounting of the missing. I would also instruct our diplomats to contact the opposing parties in Laos and Cambodia in order to secure release of prisoners held in those countries, and an accounting of missing in action, including American civilian newsmen now missing in Cambodia. There are six known prisoners in Laos, and nearly three hundred missing. No effort has been made to secure their release.",dem,1972,True
20184,2004-09-15-gala-washington-dc,"As President, I will set a new direction. We know the answer to closing the achievement gap is both higher expectations and greater resources. You can't promise to leave no child behind and then leave the money behind. John Edwards and I have a plan to invest in our future, provide the needed funding and put a good teacher in every classroom – so that all our children will have the chance to develop their God-given potential. And the chance to go to college.",dem,2004,False
32325,3230,"I am very proud of the fact that on October 1st, 10 million Americans will get an increase in their minimum wage. You may not know there is also in that bill tax cuts to help small businesses if they invest more, tax cuts to help small businesses--self-employed people that have to buy their own health insurance policy. And there is also a $5,000 tax credit for any family that will adopt a child. That's pro-family, pro-work, and pro-business. What I want to see us do now is to give the American people tax credits for child rearing. I want to see tax cuts for education. I want to see tax cuts for home buying. I want to see tax cuts for medical care. And I want to explain in a minute how all that works, but the main thing I want to say to you is, we can afford the right kind of tax cut. But we should not have a tax cut that is a big, across-the-board tax cut that goes to people like me who don't need it and that will increase the deficit again.",dem,1996,False
313,1823,"In an open society like ours, a ban on atom testing is self-policing, in that any activities of this nature are widely reported immediately.  The Soviets, by contrast, simply do not permit people--even their own people--to move freely about the country and speak or write what they see.  The limited inspection system which they are willing to accept would permit them to cheat and allow the cheating to go undetected.",rep,1960,False
39636,908,"We have got to preserve and improve our public rangelands, and one of the keys to that is to prevent over-grazing. I think those ranges should be used for public grazing purposes, but they are public property and must be managed for the public interests and not for the interests of a preferred few. The Republican platform, my friends, in guarded but unmistakable language advocates turning over the control of public rangelands to private interests. This has aroused the concern in this part of the country of even the Republican newspapers and I don't blame them.",dem,1952,False
29381,2160,"But Bob Finch has put his finger on it very well. He talks about the chemistry of a campaign and the feel of it. The feel of it is here, as I have seen it across this nation, not just the numbers, but what you are trying to say, what you believe, what you want for America. Oh, I see it in your faces. I also see it in some of your signs. I have seen a lot of interesting ones here today. Here is one, ""We Love Pat."" That is fine. I do, too--I mean Pat Nixon, of course.",rep,1968,False
41410,2512,"I went back to Washington, looked into it, and we started the action which culminated in my decision, as president, to keep the facility here. And it had been contemplated, or at least talked about, being transferred from here to Oklahoma. It is here because I made the decision to keep it here. And I am glad to report that as a result of Secretary of Transportation Coleman's analysis, he has recommended, and the Ford administration has decided, to put $50 million into this facility here in this area.",rep,1976,False
33435,2715,"2715 When Mr. Reagan took office, you notice the very first thing he did was to take Harry Truman's portrait down in the Cabinet Room and put Calvin Coolidge's picture up.  We knew we were in trouble right then.  Coolidge was a wise man and he once said this:  ""When more and more people are thrown out of work, the result is unemployment.""  We say that when more and more people are put back to work, the result is justice, and we need a president who will lead this nation in an all-out effort to make certain that all Americans have a chance for employment.  And that's the key issue of this campaign.  Mr. Reagan is bragging about the fact that he's put a lot of the people he put out of work back to work.  We need a president who will keep people at work and put more people to work and get our young people in that employment force, train our youth and encourage minority entrepreneurship, rebuild our country.  We rebuilt Western Europe.  We rebuilt Japan.  The time has come to rebuild the United States of America.",dem,1984,True
4355,2012-11-01-las-vegas-nevada,"Right now—we could be putting more folks back to work right now, fixing roads and bridges, expanding broadband to rural neighborhoods, making sure our schools are state of the art. Let's put Americans back to work doing the work that needs to be done, especially our veterans, because no one who fights for this country should have to fight for a job or a roof over their heads when they come home. That's my commitment to you. That's what's at stake in this election. Change is a future where, yes, we reduce our deficit, but we do it in a balanced, responsible way. I've already signed a trillion dollars' worth of spending cuts. I'll work with both parties to streamline agencies and get rid of programs that don't work. But if we're really serious about the deficit, then we've also got to ask the wealthiest Americans to go back to the tax rates they played—they paid when Bill Clinton was President.",dem,2012,True
20796,2824,"2824 We want to see your business community continue to grow and grow. We're working hard to be sensitive to your concerns and to build on the beginning that we've made together. And I'm delighted to be able to take part in this celebration today. Minority Enterprise Development Week provides an excellent opportunity to salute some of America's most successful entrepreneurs, the men and women who are the real heroes behind America's success.",rep,1984,True
25815,985,"Our way is hard. It requires courage, yes, but we have enough of courage--we had it at Lexington and Concord and at every crisis since. It requires strength, yes, and we are strong. But more, it requires patience--patience, fortitude, forbearance, wisdom, and again patience. Do we have it? I think we do.",dem,1952,False
29368,1327,"1327 America had a chance for greatness in these past four years. Instead, it has been a time of wasted opportunities. Where the free peoples have sought wisdom and leadership, all we have offered is a contradictory clatter of boasts and threats. The first job of the now Democratic administration will be to restore coherence to American foreign policy, confidence to our friends and allies abroad, and vigor to our leadership in the world.",dem,1956,True
38344,2074,"2074 And I want to tell you, even if it required that, I would be proud to have been associated in this fight for what I call human rights that you have all been involved in. ",dem,1968,True
33929,1630,"1630 That is not the presidency for which I run.  I don't want to be the president of a nation perishing under the mushroom cloud of a nuclear warhead, and I intend, if president, or if I continue in the Senate, to build the defenses which this country needs, and which freedom needs.  ",dem,1960,True
281,1837,"1837 Jerry Ford is one who needs no words from me in this district, but I want to say to you that, as one who has been a close personal friend of his from the time I came to the Congress and he came, as one who knows that he has worked with the President so closely in these past few years, I don't think there is any one man--and I use these words advisedly--who is more valuable in the House of Representatives, Democrat or Republican, than Jerry Ford of this district in Michigan--and let's have him back with tie biggest vote ever from this district. ",rep,1960,True
19805,2016-08-24-coliseum-jackson-mississippi,"And thank you for all the support you've given me right from the beginning. I will not forget it, Mississippi. We love Mississippi right from the beginning, right from the beginning.",rep,2016,False
35146,3186,"We're going to win not just on character and trust. We're going to win on a positive agenda. We have the best program for rebuilding our schools, putting the faith in the teacher, putting the faith in the family to have a choice. Give the parents the right to choose public, private, or religious schools, and all schools will be better.",rep,1992,False
10447,2004-09-04-remarks-kirtland-ohio,"Another drag on our economy is the Federal Tax Code. Yes, that Tax Code is a complicated mess. It's filled with special interest loopholes. You realize it takes 6 billion hours of paperwork and headache every year to comply with the Tax Code. In a new term, I will lead a bipartisan effort to reform and simplify the Federal Tax Code.",rep,2004,False
