,Speech_id,par_id,text,party,term,comp,label,drawn
263,2249,6,"So let us end this war. Not because it is the most difficult task that will face the next President of the United States but because as long as it continues it corrupts and poisons and afflicts everything we try to do to redeem our own society. But once this war is ended, then we can be about the business of strengthening the health care of the American people; then we can be about the business of providing a more hopeful and happier life for the older people in our country. Then we can quit vetoing education and child development daycare center bills of the kind the President vetoed; and then we can launch a truly effective attack on the problems of crime and drugs that face us all across this country.",dem,1972,FALSE,not populist,keyword
264,1113,3,"I have talked about the influence of taxes on these prices.  For example, how many of you people know that every time you eat a boiled egg you are paying at that moment 100 concealed taxes on that egg?  I am not trying to spoil your appetite for eggs; I am just trying to show you that your grocer or the man who delivers the eggs is not the man who is responsible.  All along the line these taxes are piled onto everything you buy.  They are piled on to every process through which materials must go before they come to you; the feed, the work, the transportation, the retailing, the wholesaling, the jobbing, everything.  Everything is taxed.  And let us make no mistake about this one thing, my friends.  You and I are the ones who pay the taxes.  Let's not let anyone kid us.  when they are trying to collect 85 billion dollars from this country it is not merely the rich who are paying it.",rep,1952,FALSE,not populist,keyword
265,2016-08-31-center-phoenix-arizona,23,"Only the out of touch media elites think the biggest problems facing America -- you know this, this is what they talk about, facing American society today is that there are 11 million illegal immigrants who don't have legal status. And, they also think the biggest thing, and you know this, it's not nuclear, and it's not ISIS, it's not Russia, it's not China, it's global warming. To all the politicians, donors, and special interests, hear these words from me and all of you today. There is only one core issue in the immigration debate, and that issue is the well being of the American people.",rep,2016,TRUE,not populist,keyword
266,1829,9,"It can be done if America keeps her strength militarily, economically, and, above all, morally and spiritually.  It can be done if America also keeps her nerve, because, remember, they're going to be testing us all over the world, probing here, there and every place else.  We're going to have to have the maturity to take the rough seas with the calm.  We're going to have to have the good sense not to blame ourselves for what the Communists do abroad to embarrass us.  If we do all these things and if we have the united support of an American people who don't think we're a second-rate country--and, believe me, we aren't, and I resent anybody who says it in any respect--if we have that kind of support, we then will provide the leadership that you want and that America needs.",rep,1960,FALSE,not populist,keyword
267,1041,5,"I used to think my distinguished opponent believed that, too, but that was before he began recommending great budget cuts which could only come out of our strength or the strength of our allies. And before he began demanding that the American people return to the Senate the worst collection of reactionaries and isolationists this country has known for many years; and before he asked the American people to believe that he could settle the Korean tragedy by going to Korea when all the world knows that the source of the Korean tragedy lies, not in Korea--it lies in Moscow. Let me say this: I am glad that the general shares our profound and passionate desire to end the war as soon as we honorably can. But I would have thought he would know that the best way for us to end this war is for all Americans to stand united on a policy of firmness and strength, opposed both to retreat and surrender on the one hand, and to expansion of the war on the other.",dem,1952,TRUE,not populist,keyword
268,1785,17,"Why?  Because ours is a program which leaves to the individual the choice, the choice of what he wants in the way of protection.  Theirs is the one that compels people to have coverage whether they want it or not, and we say that all Americans of this age should have the right to have insurance who want it, that none of them, however, should be compelled to have it against their will.  Ours is the right way.  Theirs is the wrong way again, and we believe the American people know this and they prefer ours to theirs.",rep,1960,FALSE,not populist,keyword
269,2395,20,"He was deeply concerned about one aspect of politics which prevails now perhaps. He got there, as you know, in the midst of Watergate. And his first major test as a freshman was when President Nixon ordered the Secretary of Agriculture to reveal the income tax returns of three million farmers to examine them without their permission. And Jerry Litton thought that was wrong to let the Secretary of Agriculture look at those income tax returns. So he started an uphill fight and he joined with a Republican senator from Connecticut and eventually they put so much pressure on the President of the United States--a freshman congressman from Missouri--that the President backed down. And one of the last remaining comments that Jerry Litton made was that the most devastating result of Watergate was the disillusionment of the American people, particularly young people, about our own government.",dem,1976,FALSE,not populist,keyword
270,2978,38,"So it's doubly ironic that my opponent now wants to turn back--to clog up the circulatory system of America's economy with exactly the kind of big government schemes the Europeans are discarding. Economists call the resulting economic paralysis """"Eurosclerosis""""; I call it Dukakinomics. It rhymes with Carternomics. It didn't work then, and it won't work now.",rep,1988,FALSE,not populist,keyword
271,2004-09-09-remarks-johnstown-pennsylvania,21,"Thinking about taxes, the Federal Tax Code needs to be changed. It's a complicated mess. It is full of special interest loopholes. Americans spend hours after hours filling out their tax form. They estimate about 6 billion hours worth of paperwork and headache on an annual basis is spent by American workers and small-business owners and big businesses. You see, the American people need a simpler, fairer, progrowth Tax Code. In a new term, I will lead a bipartisan effort to simplify and make more fair the Federal Tax Code.",rep,2004,FALSE,not populist,keyword
272,2016-10-24-manchester-new-hampshire,29,"What happened is trickle-down economics came back. So here is what I am going to do. We are going to ask the wealthy to finally pay their fair share. We are going to – we are going to close the loopholes, we are going to end the fact that millionaires can pay a lower tax rate than a nurse or a teacher or a police officer. We are going to make big banks pay for the risks they pose to our economy because Elizabeth is absolutely right. No – no bank is too big to fail, and no one should be above the law, and we are going to enforce that and contrast that with Donald Trump. He believes that if you give trillions and that is trillions with a 't' in tax cuts to the wealthy millionaires and billionaires and corporations, and everything will work out.",dem,2016,FALSE,not populist,keyword
273,2004-08-12-remarks-carson-california,0,"Over the last few weeks, John Edwards and I have made our way across this country we love, from sea to shining sea, because we believe in America and we believe we can do better. And at every stop we've made, from great cities to the great Southwest, from the flag-draped front porches of Main Street America to the small family farms that dot the Midwest, we've met Americans who believe that too. While millions are struggling to find work, and millions more are struggling to pay the bills, these folks hold on to an optimism that is both courageous and classically American. They know we can do better. They know our best days lie ahead. And they still believe in an America where a willingness to work hard is rewarded with the opportunity to earn a decent living and the chance to get ahead.",dem,2004,TRUE,not populist,keyword
274,2004-10-14-reno-nevada-0,40,"I have a different record and a different philosophy. I don't believe in big Government, and I don't believe in indifferent Government. I'm a compassionate conservative. I believe in policies that empower people to improve their lives, not try to run their lives. We're helping men and women find the skills and tools necessary to prosper in a time of change. We're helping all Americans to have a future of dignity and independence, and that is how I will lead our country for 4 more years.",rep,2004,FALSE,not populist,keyword
275,2893,0,"Thank you, Dr. Jemison, for that kind introduction.  It is a great honor to be introduced by a man who led a bus boycott before Montgomery and has been a fighter for freedom and justice for more than three decades. I want to commend two other outstanding leaders of the National Baptist Convention who have inspired millions by their service in the cause of justice--Dr. W. Franklin Richardson and Dr. C. A. W. Clark.",dem,1988,TRUE,not populist,keyword
276,1043,22,"We have not, for example, promised you an easy way out of all difficulties if only you will close your eyes and follow me. We have not promised you large reductions in defense and in foreign aid and large reductions in taxes. It might be politically smart--that is, it might be if you don't give the American people any credit for good sense--but it would be a commitment that would not honor at any early date except at the expense of national security.",dem,1952,FALSE,not populist,keyword
277,2004-10-11-coors-denver-colorado,37,"It's in our interests that freedom spread. Freedom is powerful. If just given a chance, freedom is a powerful notion. Everybody wants to be free, I think. I believe freedom is God's gift to every man and woman in this world. At the heart of much of what I say to the American people is that belief.",rep,2004,FALSE,not populist,keyword
278,2016-10-20-fairgrounds-delaware-ohio,26,"We will be a rich nation once again. But to be a rich country, we must also be a safe country. National Security begins at the border.",rep,2016,TRUE,not populist,keyword
279,3301,63,"And when I look back on my life, I see less and less of myself and more and more a history of this civilization that we have made that is called America. And I am content and always will be content to see my own story subsumed in great events, the greatest of which is the simple onward procession of the American people. What a high privilege it is to be at the center in these times--and this I owe to you, the American people.",rep,1996,TRUE,not populist,keyword
280,2008-10-04-newport-news-virginia,23,"And if you think that Washington lobbyists who are working day and night to elect him are doing it to put themselves out of business, well, I've got a bridge in Alaska to sell you. So here's John McCain's radical plan in a nutshell: he taxes health care benefits for the first time in history; millions lose the health care they have; millions pay more for the health care they get; drug and insurance companies continue to profit; and middle class families watch the system they rely on begin to unravel before their eyes. Well, I don't think that's right. I don't think we should settle for health care that works better for drug and insurance companies than it does for hard working Americans. I don't think that's the change we need. We can do better than that.",dem,2008,TRUE,populist,keyword
281,980,17,"In foreign affairs, our Democratic administrations over these twenty years have replaced a policy of isolation and national weakness with a policy of national strength and cooperation with other free countries. We know that strength and unity is the only way to peace, in these times when independence is under attack overtly and covertly in every quarter of the world. In foreign affairs, the Republican leadership has laid down another record you should have in mind before you decide its time for a change. The Old Guard reactionaries have opposed every measure to build up America's strength and America's alliances against the Communist conspiracy. Many of them have argued quite openly for a policy of weakness, a policy of abandoning our friends abroad, a policy of retreat in the face of Soviet imperialism. They have hurled lies and slanders against great patriots, such as General Marshall, who have devoted immediate tax cuts which could only result in gutting the strength of our armed forces and our allies and opening the door for new Soviet conquests.",dem,1952,TRUE,not populist,keyword
282,3146,4,"Our lieutenant governor is here somewhere, Connie Binsfeld; the chairman of our party, Dave Doyle, right here in Michigan; and our national committee people, Chuck Yobb and Betsy Devost. We've got a first-class political team, and that's why we're going to win. One point I made tonight, and I feel strongly in my heart about it, being president, is that the next president is going to have to stand up against the special interests in that big-spending Congress. And I believe I'm the one to do that. You cannot be all things to all people, try to keep every single group--you've got to call them as you see them, as the umpires do in the World Series. I have done it, and I believe that's why the American people will put their trust in me. ",rep,1992,TRUE,not populist,keyword
283,2937,21,"They carried Texas by 30,000.  They carried the state of Illinois by 8800 votes.  Don't let anybody tell you that you don't count.  That the work you're doing out there in your precincts and neighborhoods doesn't count.  And remember this folks, it's not pollsters that vote on Election Day, it's the American people.",dem,1988,FALSE,not populist,keyword
284,2139,8,"Richard Nixon cast the tie-breaking vote against Federal Aid to Education in 1960, so I doubt if your youngsters would have the benefits of it today. There are thirty-five thousand young Ohioans in college this fall--your kids--with federal loans and scholarships.  They probably wouldn't be there if the Republicans had had their way with aid to higher education.",dem,1968,TRUE,not populist,keyword
285,3320,46,"We need to educate the American people. We need to go into the inner cities in St. Louis and other places and make certain that young people, starting in kindergarten, have opportunity scholarships, where we put up so much money at the federal level, the state matches it to give that money to the low-income parents, and they put their child in the best school possible. Why shouldn't everybody in America have the same choice that President Clinton and Vice President Gore have?",rep,1996,FALSE,not populist,keyword
286,2100,2,There are two weeks left in this campaign.  It's time we focused on the central issue:  Whom can the American people trust to lead this country for the next four years?  Can we trust each other as people?,dem,1968,FALSE,not populist,keyword
287,2004-10-29-orlando-florida-2,7,"By now, it is clear that no matter who tells him, no matter how many times he hears it, and no matter how bad things get, George W. Bush just doesn't understand the problems facing America. In Iraq, every day, every headline, has brought fresh evidence that our Commander-in-Chief doesn't see what's happening -- isn't leveling with the American people about why we went to war in Iraq...how the war is going â€“ and has no idea how to put our policy back on track. His mistakes and misjudgments have hurt our troops, driven away allies, diverted our focus from Osama bin Laden and the real war on terror.",dem,2004,TRUE,not populist,keyword
288,2012-10-10-mount-vernon-ohio,41,"And I will do that. I care for — for the American people and want to help families like yours. At the same time, I know the best way to do that is not always to have the government get between the entrepreneurs and the innovators and the doctors and the people who need help. And I'm not going to put a bureaucrat between you and your doctor. Thank you.",rep,2012,TRUE,not populist,keyword
289,2012-10-01-denver-colorado-0,5,"It'll be a conversation with the American people that will span almost an entire month. We'll get to describe our respective views. And I believe the people of Colorado will choose a better way forward for our country. We can't afford four more years like the last four years. Now, the president's pathway is not something which is unknown to us. We've seen the pathway he's proposed over the last four years. As a matter of fact, we heard his speech not terribly far from here about four years ago about where he would take the country.",rep,2012,FALSE,not populist,keyword
290,2252,2,"Hope for peace, however, is not maintained on mere faith alone. It also requires a strong commitment built on effort and determination. It is tragic, both for the future of the UN as well as for the future of the world's peoples, that the Nixon administration has failed to make that strong commitment. It is tragic not only because that failure has undermined the letter and spirit of the UN Charter, but also because a strong American commitment to the UN is essential in weaving the fabric of world peace and stability. In short, while Richard Nixon says he backs the peace officers of the United States, he has turned his back on a great force for peace in the world--the United Nations.",dem,1972,TRUE,not populist,keyword
291,2046,33,"So I say to you, I say to you the job can be done and I intend to do it. Now, let me say something else about this candidate.  For someone who calls himself a friend of the little man--by the way, the action is up here.  Don't pay attention to that.  That happens in every town around the country.  That is nothing new.  Pay no attention, there are always a few.  But thank God for the overwhelming majority of American people.  ",dem,1968,TRUE,not populist,keyword
292,1812,10,"I think that the American people at this point realize that in these past seven and a half years we have had the kind of leadership in which the President has recognized that he must fight against pork-barrel schemes, which would spend more of the peoples' money in Washington so that you have less to spend here.  I don't think we can afford to have in the White House a man who, every time there's a problem, says, spend money--not his, but yours.  That's why I say, you can't afford him in the White House.",rep,1960,FALSE,not populist,keyword
293,2004-09-20-new-york-city,23,"I've got to talk about taxes. He's not going to tax the American people, because we're going to win in November. A couple of other things about a changing world. Listen, there's a skills gap in America. We've got communities where jobs have left, and there are new jobs being created. And so what we've got to do is fill that skills gap through good policy, Pell grants for community colleges. We've got great ideas to make sure people have the skills necessary to fill the jobs of the 21st century. Two out of—one out of every— two out of every four jobs are created— require a college degree. And yet, one in four of the students gets there. It's a problem. That's why I'm for remedial education in high schools. I believe over time we've got to have rigorous exams before they graduate. I want to expand Pell grants so more people start their careers with a college diploma.",rep,2004,TRUE,not populist,keyword
294,2885,22,"If you believe that the time has come to strengthen our military forces, not to line the pockets of dishonest defense contractors and consultants; if you believe the time has come to crack down on terrorists, not do business with them; and if you believe, as I do, that its time to wage a real war and not a phony war against drugs--stand with us. And if you want to build an America that is so strong that no nation can challenge us; so productive that no nation can compete with us; so true to its purpose that no force on earth can divide us; then reach out, roll up your sleeves, and let's go to work for a Dukakis-Bentsen victory this fall. My friends, we're going to win this November because we stand for what the American people stand for.",dem,1988,TRUE,not populist,keyword
295,2012-11-01-green-bay-wisconsin,32,"Now, let's be clear: Achieving this agenda won't be easy. It's never been easy. We always knew that. Back in 2008, when we talked about change, I told you I wasn't just talking about changing Presidents. I wasn't just talking about changing parties. I was talking about changing our politics. I ran because the voices of the American people—your voices—had been shut out of our democracy for way too long: by lobbyists and special interests and politicians who believe that compromise is somehow a dirty word; by folks who would say anything to win office and do anything to stay there.",dem,2012,FALSE,populist,keyword
296,3329,16,"It's not their money. It's not my money. It's not Bill Clinton's money. It's your money. It's your money, and you have--shouldn't have to apologize for wanting to keep it. And the government ought to apologize for taking too much of it in the first place.",rep,1996,FALSE,not populist,keyword
297,2482,6,"Let me tell you, if you like Jimmy Carter, you like taxes. I think you prefer Jerry Ford, who wants to reduce your middle-income taxes. A big issue, a major difference between Jimmy Carter and myself--I think we've got to keep a lid on federal spending. I think the federal government has to pull in its belt and stop spending your money as recklessly as we have.",rep,1976,FALSE,not populist,keyword
298,1822,6,"And I say to you: you know what we can do.  You know how we will react to Mr. Khrushchev or to anyone else because we have been through the test. Now let us look at our opponent for a moment.  What do we know about him?  First of all, we know something about him as far as this campaign is concerned.  On three occasions during our debates the American people have had an opportunity to see how he would have made a decision differently from the way the President of the United States has made that decision, decisions affecting the security of his country.  And, so, you must test him, as you test us, by that record.",rep,1960,TRUE,not populist,keyword
299,3037,32,"I know there are people in Montana that think that that would happen to them if they voted Democratic. You need to go to them and say there is a new Democratic party, a tired old Republican party, and of all the choices they have, our program will put the most people to work, lift the most incomes and bring the American people together. We can do better. We can do better and we're going to do better with your help.",dem,1992,FALSE,not populist,keyword
300,2008-10-01-crosse-wisconsin-1,5,"This financial crisis is a direct result of the greed and irresponsibility that has dominated Washington and Wall Street for years. It's the result of speculators who gamed the system, regulators who looked the other way, and lobbyists who bought their way into our government. It's the result of an economic philosophy that says we should give more and more to those with the most and hope that prosperity trickles down to everyone else; a philosophy that views even the most common-sense regulations as unwise and unnecessary. And this crisis is the final verdict on this failed philosophy - a philosophy that we cannot afford to continue.",dem,2008,FALSE,populist,keyword
301,1162,3,"But now, ladies and gentlemen, let the same rate of deterioration of your money continue and in four more years, the years that this administration wants you now to decide they can perpetuate their clumsiness, this is what you will have.  Fifteen cents will buy that.  Now, how far can 15 cents go down and still rattle against a nickel in your pocket?  That is inflation, ladies and gentlemen, and this is the tragic part of it.  It is a deliberate policy of this administration to depreciate that money.  That way it pays for its past mistakes and fools you into believing that you are richer than ever.",rep,1952,FALSE,not populist,keyword
302,1013,4,"These are the solid issues--so called--on which we have attempted to make our positions expressly clear all over the country. On the other hand, we have the fear issues--the fear issues--the Republican issues. A substantial part of the Republican campaign has been built around these fears. They are trying their best, it seems to me, to scare the American people, telling us that our future is black and hopeless; that our government is trying to enslave us; that our present prosperity, if you please, is false and will soon come down, crashing down upon our heads.",dem,1952,FALSE,not populist,keyword
303,2012-09-28-2012-fundraiser-5,35,"I'm not fighting to create Democrat or Republican jobs, I'm fighting to create American jobs. I'm not fighting to improve schools in blue States or red States, I'm fighting to improve schools in the United States of America. I'm not fighting on behalf of rich values or poor values or 47 percent values or 53 percent values, I'm fighting for American values.",dem,2012,FALSE,not populist,keyword
304,1559,9,"I have confidence in this nation's ability to look out for its older citizens, to see that they have a decent pension and a decent home and decent medical care.  The people who oppose this program for medical care under social security are the very same people who fought President Roosevelt in 1935, the very same people who supported Alf Landon in his campaign in 1936, running on the single platform of repealing social security.  They said, then, it would mortgage our future and socialize our economy.  But the Democratic party of Franklin Roosevelt had confidence in the United States, and I have equal confidence that we can do a far better job than this administration has done in this area, as in so many others.  I have confidence in an America where the farmer is not treated as a second-class citizen, where he can obtain, through joint action, by his own efforts and the co-ops and governmental action, the kind of bargaining power in the marketplace that will permit him to have a decent, livable income.  I think it is time that this nation faced up to the agricultural revolution which is a great asset, which is a great source of defense, which is a great source of peace, and a great source of security to us in a hungry world.  And I cannot believe that the same programs which have left us with $9 billion of surplus food rotting away in a country which has over 4 million people living on surplus food packages, and hundreds of millions around the world--I cannot believe that the American people in 1960 are going to endorse that kind of an agricultural program again.  I think we can do a better job.  ",dem,1960,FALSE,not populist,keyword
305,900,11,"Patriotism, I have said, means putting country before self. This is no abstract phrase, and unhappily, we find some things in American life today of which we cannot be proud. Consider the groups who seek to identify their special interests with the general welfare. I find it sobering to think that their pressures might one day be focused on me. I have resisted them before and I hope the Almighty will give me the strength to do so again and again. And I should tell you--my fellow Legionnaires--as I would tell all other organized groups, that I intend to resist pressures from veterans, too, if I think their demands are excessive or in conflict with the public interest, which must always be the paramount interest.",dem,1952,TRUE,not populist,keyword
306,3327,16,"I believe the people in this state, regardless of party affiliation, once they understand precisely what we have here--this is not rocket science--this is a tax cut. As I told the President last night, you want to spend 20 percent more in the next six years, I want to spend 14 percent more and give that other 6 percent back to the American people. We believe that's fair.",rep,1996,FALSE,not populist,keyword
307,1857,28,"Now listen, I have been in the Communist world. I have been in the Communist world, and I have been in the free world. I have been in the Communist world and I have been in America, and I can tell you this: these people of ours, the American people, are a great people. The American people are dedicated to peace--they are dedicated to freedom, and they are willing to do what is necessary to support their leaders in a great crusade for peace and freedom.",rep,1960,FALSE,not populist,keyword
308,2751,4,"He said, """"This one is going to be different.""""  The scholars were already calling from all over the world because they know when this reference library is set up, they will find facts in that library they can find nowhere else on earth. This campaign is now wide open.  The American people, starting in Louisville and then in Philadelphia, were finally able to see what is at stake.  They were able to see the difference in issues, in approach, and in candidates.",dem,1984,TRUE,not populist,keyword
309,2146,4,"I am especially indebted to Larry O'Brien, our national chairman--Senator Mondale and Senator Harris, who are my co-chairmen--to Terry Sanford of North Carolina and others with the Citizens Committee, and to the thousands and thousands of others all across this country, in all walks of life, and may I give a special thanks tonight to the wonderful work of the young people that have really rallied around us.  I owe a special debt of gratitude to my family all of whom have worked ceaselessly.  In facts, Mrs. Humphrey asked me whether or not--""""Daddy, do you want me to get up and come on down with you?""""  And I said, """"Let's wait, Dear, until we can announce a victory statement completely.""""  But we have had a wonderful and rich experience together as a family.",dem,1968,FALSE,not populist,keyword
310,2114,2,"The Republicans--who have fought social security, federal aid to education, Medicare, minimum wage, conservation legislation--you just name it. Or the Democrats--who have been responsible for every piece of constructive legislation passed in the last thirty-five years? Mr. Nixon's """"extra effort"""" is an effort to mislead the American people.",dem,1968,TRUE,not populist,keyword
311,2004-11-01-city-iowa-0,29,Our strategy is clear. We have strengthened the protections for our homeland. We are reforming and strengthening our intelligence capabilities. We are transforming our All-Volunteer Army. There will be no draft. We are relentless. We are steadfast. We are determined to protect the American people. We're staying on the offensive. We're fighting the terrorists abroad so we do not have to face them here at home.,rep,2004,FALSE,not populist,keyword
312,1380,25,"The reason is simply that if the Republicans should be returned to office again, the powers of the directorate which has governed in the last four years will be shared and perhaps preempted by a man you know, and know well, too well. I refer to the heir apparent, hand-picked by President Eisenhower, Richard Nixon. President Eisenhower will not be a more vigorous leader in the next four years than in the last four years. He will almost certainly be even less disposed to lead. He will have greater need to conserve his energies. The habit of total delegation once formed is not easily changed.",dem,1956,TRUE,not populist,keyword
313,2016-08-05-green-bay-wisconsin,105,"Hillary wants to shut down energy production. Hillary wants to essentially abolish the Second Amendment, take away your right. Crooked Hillary wants far left activities judges forced over there by Bernie and by Pocahontas.",rep,2016,TRUE,populist,keyword
314,1073,21,Who provided the military aid to Greece and to Turkey which saved those brave nations from Soviet conquest? Was it the Old Guard Republicans who now? It was not.,dem,1952,FALSE,not populist,keyword
315,2012-10-08-monument-keene-california,8,"But the truth is, we would not be here if it weren't for Cesar. Growing up as the son of migrant workers who had lost their home in the Great Depression, Cesar wasn't easy on his parents. He described himself as caprichoso—[Laughter]—capricious. His brother Richard had another word for him: stubborn.",dem,2012,FALSE,not populist,keyword
316,2008-10-30-columbia-missouri-0,47,"And as someone who watched his own mother spend the final months of her life arguing with insurance companies because they claimed her cancer was a pre-existing condition, they didn't want to pay for her treatment. I know what it's like to see a loved one suffer, not just because they're sick but because of a broken health-care system. It is wrong. And when I am president, I'm going to stop insurance companies from discriminating against those who are sick and need care the most. That is a promise that I make to the American people.",dem,2008,FALSE,not populist,keyword
317,3358,14,"In fact, even President Clinton hasn't said it's a tax cut for the rich. In the first debate, in Hartford, he said, well, I could use it. Well, if he can use it making $200,000 a year, I think a lot of people here could use it making a lot, lot less.",rep,1996,FALSE,not populist,keyword
318,2196,14,Another contributor to the frustration felt by many citizens is simply progress. Some modern technology requires institutions so large that little room seems left for the individual. But this problem is a mandate for a new commitment to humane technology; it is no excuse for despair. The major problem is the tendency of those in the present administration to promise far more than they can deliver through government or pay for through taxes. In recent years Americans have often believed the promises and exchanged their own wealth and freedom for bureaucratic solutions to their problems. But the problems have remained and the administration has demanded still more federal money and power.,rep,1968,FALSE,not populist,keyword
319,3353,23,"And don't forget, if you're a senior, don't forget who raised taxes on your Social Security benefits in 1993. Not a single Republican voted for that. And Bill Clinton wants you to forget that tax increase. He said at first if you make $25,000 and you're a senior, you're rich; you ought to have 85 percent of your benefits taxed. That's the Bill Clinton who's trying to frighten people now.",rep,1996,FALSE,not populist,keyword
320,2705,7,"I'm Walter Mondale.  You may have heard of me--but you may not really know me. I grew up in the farm towns of southern Minnesota.  My dad was a preacher, and my mom taught music.  We never had a dime.  But we were rich in love and faith, and they taught me the values I've carried ever since.",dem,1984,TRUE,not populist,keyword
321,2008-09-25-york-city-0,2,"It's time for everyone to recall that the political process is not an end in itself, nor is it intended to serve those of us who are in the middle of it. In the Senate of the United States, our duty is to serve the people of this country, and we can serve them best now by putting politics aside and dealing in a focused, straightforward, bi-partisan way with the problem at hand. For the Congress, this is one of those moments in history when poor decisions, made in haste, could turn a crisis into a far-reaching disaster. If we do not act, credit will dry up, with grave consequences for workers and business across the American economy and beyond. People will no longer be able to buy homes and their life savings will be at stake. Businesses will not have enough money to pay their employees. And, as ever, the greatest burden is borne by the American people. Seven hundred billion dollars is a staggering and unprecedented figure, and there should be no misunderstanding about the dimensions of this proposal. Seven hundred billion dollars, for example, could rebuild the crumbling infrastructure in every town, county, and state in this country. A great deal is being asked of the American people. And great care must be taken to ensure their protection.",rep,2008,TRUE,not populist,keyword
322,2000-08-03-national-convention-0,57,"Good people can disagree on this issue, but surely we can agree on ways to value life by promoting adoption, parental notification. And when Congress sends me a bill against partial-birth abortion, I will sign it into law. Behind every goal I've talked about tonight is a great hope for our country. A hundred years from now this must not be remembered as an age rich in possession and poor in ideals. Instead, we must usher in an era of responsibility.",rep,2000,TRUE,not populist,keyword
323,2004-09-16-rochester-minnesota-1,25,"We need to expand tax-free health savings accounts. We'll help the working uninsured purchase health savings accounts. We'll help small businesses with health savings accounts. We want there to be a tax-free plan for Americans from all walks of life to be able to call a health plan their own. If they change jobs, they ought to be able to take the plan from one job to the next. If they save money in their plan, it ought to be theirs tax-free. We want plans where they make the decisions, not faceless bureaucrats and HMOs.",rep,2004,FALSE,not populist,keyword
324,3113,7,"These are just some of the ideas I'm fighting for: health care reform, a sound environmental record, great energy strategy. But while I'm out there trying to find ways to rebuild America, build it up, Bill Clinton is spending his energy tearing down America. The only way he can win is if he convinces the American people that we're in decline. And we are not. We are the United States of America, the most respected nation on the face of the Earth. So don't listen to that gloom and doom. While I'm focusing on the future of these kids, he's out there distorting our record. I am proud of the record, and I will stand by it. But if Candidate Clinton wants to talk about the past, that's okay. We pulled the train here this evening to blow the whistle on Governor Bill Clinton. Just like that sign says. ",rep,1992,FALSE,not populist,keyword
325,3109,25,"This is a fundamental issue in this election. Governor Clinton trusts government planners to make better decisions than you can. I believe that you can invest your money, make your own decisions, better than any government planner or any mandating congressman in Washington, D.C. ",rep,1992,FALSE,not populist,keyword
326,3240,22,"We've got the crime bill coming down for four years in a row. If we can do it for four more years, the American people might actually feel safe again on their streets, in their schools, in their homes, in their neighborhoods. We can turn the crime problem around in every place in the country. The next big step is to keep on until we put all 100,000 police on the street so we can get that crime rate down, tackle the problem of gangs and make America as safe as it ought to be again.",dem,1996,FALSE,not populist,keyword
327,3074,8,He offers a treasure trove of new government programs that will cost at least $220 billion more of your money. I say you already give too much to the taxman. He wants to raise taxes by $150 billion just to start; that's just for openers. I want to cut them and get the economy started in high gear.,rep,1992,FALSE,not populist,keyword
328,3340,48,Thank you very much for coming out this morning. It's a beautiful day in Albuquerque. It's really exciting to be here. I'm very optimistic as I said at the start. We're going to win this election because the American people are going to take a look at both of us.,rep,1996,FALSE,not populist,keyword
329,2055,1,"Now this country faces decisions--decisions about our future, about where we are going, and what this country will make of itself. Senator Ed Muskie and I are two of the people involved in those decisions.  The others are Dick Nixon, Curtis LeMay, George Wallace, and Spiro Agnew.  The American people have to ask:  which of these men are worthy of their trust?  Which of these men can bring this country forward, can build on the economic and social growth which you have helped build:  peace in the world; unity in our country; and the steady economic growth that are necessary to both.",dem,1968,TRUE,not populist,keyword
330,3064,32,"We start with a simple fact: government is too big and spends too much. I've asked Congress to put a lid on mandatory spending except Social Security. And I've proposed doing away with over 200 programs and 4,000 wasteful projects and to freeze all other spending.",rep,1992,TRUE,not populist,keyword
331,2004-10-11-hobbs-new-mexico,27,"Audience members. The President. Yes, you know how it works. First of all, as I told you, he doesn't have enough money to pay for all his programs. There's a tax gap, and guess who usually gets stuck filling the hole? Yes, you do. Something else about taxing the rich, the rich hire lawyers and accountants for a reason: to dodge the tax bill and stick you with it. We're not going to let him do it to you; we're going to win in November.",rep,2004,TRUE,not populist,keyword
332,2138,6,"Mr. Nixon seems more interested in appealing to the special interests, to the Wall Street stock brokers, for instance, to whom he sent letters promising them special treatment if he becomes president. The Humphrey-Muskie administration will put families before financiers--better education, health care, preschool training for every child, improved Medicare and expanded Social Security, day care centers for working mothers, neighborhoods which are safe and secure, where good housing is available at reasonable cost--that's what counts to Democrats and this will be the priority of a Humphrey-Muskie administration. And we must unleash the full women-power of this country.  In 1963 I sponsored an amendment to the Constitution to provide equal rights for women.  We must now push forward to achieve these objectives.  I helped pass legislation which prohibits discrimination in employment on the basis of sex.  When I am president, the federal government will be a model employer of women--and this means from the White House on down.  For women who seek to resume their former careers or to prepare for new careers when their children are grown, we can--and we must--help them in this effort.  I have proposed an Adult Opportunity Act which will support continuing programs of adult education and special refresher courses.  The abilities, the skills and the energies of the women of America have too long been wasted.  When I am president, this waste will be ended and a new day for American women will dawn.",dem,1968,TRUE,populist,keyword
333,2207,22,"If Mr. Nixon is re-elected--a prospect I seldom dwell upon--I predict that he will call for higher taxes in the form of a national sales tax. This Nixon sales tax would leave the loopholes wide open, but it would hit hardest at the working class, the poor, older people, and middle income families. To take the sting out, the President will call it a value added tax. But a sales tax by any other name smells the same.",dem,1972,TRUE,not populist,keyword
