,Speech_id,text,party,term,comp
3775,1175,"Now, if that were all, you would say, ""Well, maybe so; maybe you couldn't do any better; maybe no one could have done better.""  But, did you know this:  did you know of the scandals that have come up in the Bureau of Internal Revenue, among the people who collect your taxes--not all of them, remember--the great mass of the public servants of America are a great people dedicated, loyal, but have you read in the headlines how many have been lining their pockets with your money? As a matter of fact, one lady wrote to me not long ago and she said, ""General, I would like to vote for you but I would like one promise.  I want your promise that all the taxes I pay actually get to Washington.""  Ladies and gentlemen, hasn't the United States come to a pretty pass when a burdened, hard-working citizen, taxpayer, has to say to a prospective federal official, ""I want to know that my taxes actually get down and are used for what you propose to use it for.""  I think it has come to a place where we hang or heads in shame for our federal government. ",rep,1952,True
54832,2012-09-21-session-new-orleans,"Ms. Pauley. Mr. President, from Washington, DC, Paulette asks a question. She says: ""If one makes $106* a year or less, they pay Social Security taxes on 100 percent of their income; a millionaire pays 10 percent or less. Will you try to get the cap removed for Social Security taxes?""",dem,2012,False
18337,3099,"I don't believe Governor Clinton is committed to the issue. Once again, here are the facts; these are facts. Arkansas ranks near the bottom in every important per capita law enforcement expenditure: for prisons, forty-sixth; for judicial and legal systems, fiftieth; and when it comes to per capita spending for police officers, Arkansas ranks forty-ninth. That is not good enough for the United States of America. ",rep,1992,False
71630,2004-10-27-sioux-city-iowa,"When I am President, I will fight a tougher, smarter, more effective war on terror. We will hunt down, capture, and kill the terrorists wherever they are. I will never give any other nation or organization a veto over our national security. But I will never forget what Roosevelt, Truman, Eisenhower, Kennedy, and Reagan all knew – that America is stronger, our troops are safer, and success is more certain when we build and lead strong alliances, not when we go it alone.",dem,2004,True
36456,1247,"We might see in all this a kind of change in tempo in the cold war--even the beginning of a kind of cold peace.  But whatever language we use to describe this Soviet formula for action, we could--I think--make few blunders so serious as to doubt its menace to the free world's unity. Perhaps the only more serious blunder we could make would be to hold any deep doubt that--if we are both wise and courageous--we can best back this challenge and the forces behind it.",rep,1952,True
6302,2858,"He says he cares about the middle class, but he boasts, ""I have consistently supported legislation, time after time, which increases taxes on my own constituents."" Doesn't that make you just want to be one of his constituents? He's no doubt proud of the fact, as a United States Senator, he voted sixteen times to increase the taxes on the American people.",rep,1984,False
48261,1436,"My record of fourteen years--supporting public education, supporting complete separation of church and state, and resisting pressures from any source on any issue--should be clear by now to everyone. I hope that no American, considering the really critical issues facing this country, will waste his franchise by voting either for me or against me solely on account of my religious affiliation. It is not relevant, I want to stress, what some other political or religious leader may have said on this subject. It is not relevant what abuses may have existed in other countries or in other times. It is not relevant what pressures, if any, might conceivably be brought to bear on me.",dem,1960,True
35702,2389,"I think we need two things in government. One is competence. I happen to be a businessman, and a farmer, and an engineer, and a physicist. And I've had experience as a school board member, as a state senator, as a governor.",dem,1976,True
37006,2983,"Now you may have noticed that my opponent is not talking much any more about one of his earlier campaign themes, ""Good jobs at good wages."" I think he decided that it wasn't doing him much good to be talking about our accomplishments. These jobs are good jobs. Again, my opponent uses some funny numbers to try to undercut the prosperity that Americans are experiencing across this land. Leave it to the pessimists to always be looking for the tunnel at the end of the light.",rep,1988,True
68670,2016-08-23-arena-austin-texas,"We also just learned today that more than half the people who met with Hillary Clinton from outside government while she was Secretary of State were donors to the Foundation. This creates the nexus which is at the core of a RICO case. In other words, they merged the two into the Clinton Family racketeering enterprise.",rep,2016,True
56240,2012-11-03-rally-bristow-virginia,"But, Virginia, my bet's on you. My bet's on you and the decency and the good sense of the American people. And it's not a partisan bet I'm making. When the other party has been willing to work with me to help the middle class, I'm right there with them. I'm happy about it. I would have less gray hair if they're ready to go. Come on.",dem,2012,False
42275,1829,"As a matter of fact, let me tell you what his program would entail.  Let's suppose a farmer had a son who also wanted to be a farmer.  He couldn't even go into farming unless he inherited a certificate from his father or unless he was able to buy the right to farm from somebody else.  Nobody could go out and start farming without getting permission from the government.  That is one thing the opponent's program would do.  Let me tell you something else it would do.  What would it do to the prices?  The prices, of course, as far as farm prices in the stores are concerned, would go up.  As far as farm income is concerned, the real help would not come to the farmers, because of the cuts in acreage that would be required by this program.  As a matter of fact, this program is so radical and has so many controls in it that even Henry Wallace--and he's certainly no conservative, as you know--even Henry Wallace said that this program was rejected by Mr. Roosevelt back in 1935 as being too radical and as it was a program that would require more regimentation of farmers in America than they have in many Communist countries today.",rep,1960,False
40086,2066,"This fellow Nixon went out the other day and said, you know what that Humphrey wants to do?  He wants to spend more money on education, all these silly programs.  He wants to spend more money on this war on poverty.  He wants to spend more money on all of these training programs and education.",dem,1968,False
34289,3056,"My fellow Americans, we need to take a new direction. We need to take a new direction. Just imagine how you are going to feel on November 4th if all the fearmongering and mudslinging produces a headline that says, ""Four more years."" I want you to think about it. I want you think about it. You see all these pundits talking about how this election is going to come out. What they're all saying is, ""The young won't really vote. The working poor won't really vote. The blue-collar people will get divided and distracted. People will give up on their future. They won't seize the future.""",dem,1992,False
4256,1767,"And I would say that what we need in this country if we're going to continue to grow is that we're going to have to stress not what government can do for people so much as what a hundred and eighty million Americans can do for themselves if they're given a chance by their government. It means that we have to face up to the blunt fact that our national leadership can't prepare us for competition with the Communists by trying to make everything as easy as possible for everyone, by the government trying to do that. It means that we're going to have to play up the key matter of personal incentives rather than playing them down.",rep,1960,True
34551,2610,"I understand you've had a good day so far. If there's one thing I don't relish, it's trying to substitute for Coretta King and Andy Young and Jessie Jackson as a speaker. I might let Reverend Moss take my place up here; I know he'd do a better job. One thing that I think is good about people who lead congregations and lead larger groups than that, congregations of congregations, is that you have a chance to take your activism, your deep commitment, your experience and turn it into advice for people--a very precious possession that you have.",dem,1980,False
43528,2931,"Today rural America is exporting its most precious commodity--its children.  In a Dukakis-Bentsen Administration, we'll be exporting the finest grain and beef in the world instead.  We'll be exporting our products, not our jobs.",dem,1988,False
30817,1903,"Fourth, we will continue to press ahead with weather satellites, deep sea nuclear weather stations, and other scientific advances so that we can understand the weather and so that we can become its master. Fifth, I am asking for early passage of the Water Resources Planning Act to help us look ahead to future patterns of water needs, to look ahead to plan our projects so that supply will be ready for demand. Sixth, we will begin to draw fresh water from the oceans before very long. We already have plants in operation that are converting salt and brackish water into 2.5 million gallons of fresh water every day, and within a few years desalted water will be an actual reality for millions of Americans.",dem,1964,True
45546,3020,"In the Middle East, I supported the President when it became necessary to evict Saddam Hussein from Kuwait, and I support his decision now to provide air cover to Saddam's Kurdish and Shiite opponents in the north and the south of Iraq. But I am angered by the administration's appeasement of Saddam Hussein before the war, and disappointed by its callous disregard for democratic principles after the war. Just this week another friend of freedom, my running mate, Senator Gore, laid out in precise and devastating detail the errors of this administration in dealing with Saddam Hussein.",dem,1992,True
5464,1941,"Your nation will face other crises in the days ahead, and in the time when it does, I know that you will do for whoever is your president at that time what you did for President Kennedy: give him your confidence, give him your strength, give him your prayers. I am proud to say to you tonight that I sat in all but one of those thirty-seven meetings, and the coolest man in that room all the time was the man that you people had selected to lead you, John Fitzgerald Kennedy. So when you go to make your choice, you will choose a Commander in Chief, you will choose a man that will try to find peace in the world, but will also try to find peace at home--peace between the farmer and the consumer, peace between the businessman and the laborer, peace between the manufacturer and the trade union. Because little good does it do us to become a mighty industrial nation, if we waste all of our talents chewing on each other.",dem,1964,True
62702,2004-10-30-minneapolis-minnesota-0,"In the last 4 years, Americans have learned some things about me as well. Sometimes I'm a little too blunt. I get that from my mother. But all the time, whether you agree with me or not, you know where I stand and where I intend to lead this country.",rep,2004,False
13804,1049,"Now, all of this is only by way of saying that it seems to me a little strange that a presidential candidate can get cheers simply by saying that he does not change his philosophy to suit his geography. But that, I regret to say, is the strange campaign that we are having this year. I understand that word went out from the Republican camp the other day that at last we were going to hear the real Eisenhower. Well, judging by what we have heard, the real Eisenhower doesn't sound much different from the other one. And I am sorry to have to tell this audience that, for better or worse, you have already seen the real Stevenson, such as he is. In the few days remaining, we are not planning to bring out any new model.",dem,1952,False
21358,1890,In this world the solid unity of communism has begun to crack. We have worked to help the nations of Eastern Europe move toward independence. This is their people's goal and this is our people's continuing resolve.,dem,1964,False
30306,2985,"I ask for your support; I need your help. I need your vote. Every vote counts. And I want you to send out the word to everyone you know, to everyone who cares about you. Tell them we need their help, your parents and your brothers and your sisters and your friends and the teachers and the nurses and the lawyers and the bus drivers--everyone, now, tell them: We need your help.",rep,1988,False
14918,2794,"REAGAN. I made a general statement, and he made it specific. Well, I know I have to go and move on here, but I just want to tell you one thing. I can't resist. When Jack introduced me as knowing something about farming, and I think I do, I do have to tell you how I learned some of those lessons. Maybe it'll ring true with some of you.",rep,1984,True
65278,2004-10-23-fort-myers-florida,"Audience members. Boo-o-o! The President. My opponent is a person who said he actually did vote for the $87 billion, right before he voted against it. He then said, ""The whole thing was a complicated matter."" There's nothing complicated about supporting our troops in harm's way.",rep,2004,True
30426,2007,"What is taconite?  It is just a plain old hard rock, harder than granite.  We found that there were two billion tons of it lying across northeastern Minnesota, two million tons.  Worthless, they said, just like some people say of the poor.  It had always been with us, they said, and nobody had ever made anything out of it, so it would always be that way.  That is what some people say of the poor.",dem,1968,False
60078,2004-09-09-remarks-colmar-pennsylvania,Audience members. Four more years! Four more years! Four more years!,rep,2004,False
63129,2004-09-16-st-cloud-minnesota,"Because we acted, because we led, the Government of a free Afghanistan is fighting terror; Pakistan is capturing terrorist leaders; Saudi Arabia is making raids and arrests; Libya is dismantling its weapons programs; the army of a free Iraq is fighting for freedom; and more than three-quarters of Al Qaida's key leaders and associates have been brought to justice. We have led. Many have joined, and America and the world are safer.",rep,2004,False
787,1957,"We are not going to rattle our rockets and bluff with our bombs. We are going to always be alert, and cautious, and careful, and realize that we are dealing with the lives of 3 billion people that live in the world, and that we are a small minority of 190 million. We are going to keep our guard up, but our hand out.",dem,1964,False
62626,2004-10-07-remarks-wausau-wisconsin,Audience members. Four more years! Four more years! Four more years!,rep,2004,False
69040,2016-08-08-economic-club-1,"American steel will send new skyscrapers soaring. We will put new American metal into the spine of this nation. It will be American hands that rebuild this country, and it will be American energy—mined from American sources—that powers this country.",rep,2016,True
47958,2868,"And then, just after our tax cuts were voted, and he said the most he could see was an anemic recovery. That was right before the United States economy created more than six million new jobs in twenty-one months. My opponent said decontrol of oil prices would cost American consumers more than $36 billion. Well, one of the first things we did was decontrol the oil prices, and the price of gasoline went down 8 cents a gallon. Maybe all we have to do to get the economy in absolutely perfect shape is persuade him to predict absolute disaster.",rep,1984,True
43659,1753,"I know what it is for a family to attempt to meet the bills at the end of the month.  I have seen housewives come in and refuse to buy strawberries out of season.  I have seen them come in and instead of buying that good-looking steak, get the stewed meat or the hamburger in order to balance the budget.",rep,1960,False
47573,3035,"They have tried it. Their whole idea is you don't really need much of a government policy on anything as long as you keep taxes low on the wealthiest Americans, let the middle class pick up the slack, pass it off on to the deficit, get out of the way, and see what happens. That is wrong. We have tried it their way and it has failed. If this is the common-sense part of America, let's bring common sense back to America and get rid of trickle-down economics!",dem,1992,False
64545,2004-10-16-beach-florida-0,"Most of all, I want to thank the grass-roots activists who are here, the people who are putting up all the signs, turning out crowds like this at this rally, the people who are making the phone calls. There is no doubt in my mind that with your help, we'll carry Florida again and win a great victory on November the 2d. The last few years, the American people have come to know me. They know my blunt way of speaking. I get that from Mother. Americans also know that I tell you exactly what I'm going to do, and I keep my word.",rep,2004,True
23263,2948,"We need a president who will clean up America's environment. My friends, I am that man.",rep,1988,True
32169,2163,"And so now we look at America, this great land of ours, and I say to you tonight, as important as all of these foreign policy problems are, there is no ground that is more important than the ground we stand on. What we have to do is to see to it that America is worthy of the challenge that is ours, the challenge that comes only to a great people, the challenge to keep peace and freedom not only for ourselves but for the world in the last third of this century. And as we look at America we find many things. We find a great people. We find a rich country, but we also find many, many disturbing factors that have already been alluded to by previous speakers, and I refer to them first in the order in which they have already been alluded to.",rep,1968,True
52125,2012-11-02-campaign-rally-springfield,"We believe America is stronger when everybody can count on affordable health insurance and Medicare and Social Security, when our kids are protected from toxic dumping and pollution, when our consumers aren't being taken advantage of by credit card companies or mortgage lenders. We believe in a democracy where everybody's voice is heard, where you just can't buy an election. And we believe in politicians who understand that there's some things the American people can do better for themselves, for example, that politicians in Washington—mostly men—shouldn't be controlling health care choices that women can make perfectly well for themselves.",dem,2012,True
18174,1665,"First, can we in this country maintain full employment, build a stronger and more vital society, that demonstrates that freedom and productivity go hand in hand together?  Secondly, how can we maintain the peace and maintain our own security around the world and strengthen freedom? Now, these two questions are interrelated with our productivity, our industrial strength, our sense of purpose.  All these help the cause of freedom, not only within the United States but all around the world.  One of the issues which divide Mr. Nixon and myself in this campaign and one of the questions which you will be called upon to render your judgment on November 8, because all Mr. Nixon and I can do is present our views of what our country requires, and then you decide on one day, is the question of whether what we are doing now is sufficient, whether our power and prestige in the world is growing in relation to that of the communists or deteriorating.  That is the question that involves us all.  It involves our children, it involves the future of our country.  I have made the charge in this campaign that our prestige has been declining, and our prestige is important, because it involves the question of whether other countries will follow our leadership.  Will the countries of Africa and Latin America and Asia and Western Europe and Eastern Europe, will they decide that the communist system represents the future and we represent the past?",dem,1960,True
26526,2005,"VOICE FROM THE FLOOR:  Mr. Vice President, today President Johnson obviously-- VICE PRESIDENT HUMPHREY:  Will you please identify yourself? VOICE FROM THE FLOOR:  Richard Dobbins, news writer, KIKK Radio.",dem,1968,True
56647,2012-09-13-event-fairfax-virginia,"I listened — I looked at that — at the text of his speech at the convention. I expected there to be some new ideas in there. There are no new ideas. He's got — he's out of ideas, he's out of excuses, and we — you're going to make sure in November you put him out of office.",rep,2012,False
43285,3352,"And I would say one final word about Medicare. Remember what happened in Florida in 1994, when they made thousands and thousands of phone calls--the Democrats--and scared senior citizens and probably caused Jebb Boyce...[missing text]...the governorship--and they're willing to go for it again...[missing text]. Well, let me conclude by saying this--there are a lot of young people here today. In fact, I don't see anybody but young people here today--yeah. But I want to say to those behind me and those in front of me and to the right or left, or wherever--another real problem we have in America is the fact that drug use has doubled in the last forty-five months. Marijuana use is up 140 percent. Cocaine use is 160 percent. And I pledge to young people, we're going to cut that in half in our first four years. I'm not going to be AWOL like President Clinton's been AWOL in the war on drugs.",rep,1996,True
64568,2004-10-16-beach-florida-0,"But we need to worry about our children and our grandchildren. We need to worry about whether or not Social Security will be around when they need it. For their sake, we must strengthen Social Security by allowing younger workers to save some of their payroll taxes in a personal savings account that will earn a better rate or interest than the current trust, a personal savings account they can call their own, an account the Government can never take away.",rep,2004,False
20935,2962,"Businesses have been voting with their feet. At a time when the U.S. has gained 1.6 million manufacturing jobs, Massachusetts has lost 38,000. Let met put it another way: if Pennsylvania had created jobs at the same rate as Massachusetts did under my opponent--and this is all jobs, not just manufacturing--there would be 184,000 fewer people in Pennsylvania with jobs today.",rep,1988,True
32666,1907,"I believe I know what your choice is going to be. In all this nation, no citizens anywhere value responsibility in government more highly than the great citizens of the great state of Connecticut.  You have responsible government at the state level.  You have responsible government at the local level.  You have gotten good government because you have insisted on it and because you have been active in it.",dem,1964,True
67647,2016-10-20-the-waldorf-astoria,Donald will tell us after the benediction whether he accepts that this dinner is over. He has to wait and see. But there's nothing funny about the stakes in this election. In the end what makes this dinner important are not the jokes we tell but the legacy that we carry forward. It is often easy to forget how far this country has come.,dem,2016,True
44719,2845,"From our earliest years, our presidents have stressed the crucial role of preparedness in promoting peace and stability. George Washington said, ""There's nothing so likely to produce peace as to be well-prepared to meet a foe."" Harry Truman said, ""The will for peace without the strength for peace is of no avail."" And John Kennedy said, ""The primary purpose of our arms is peace, not war. Our preparation against danger is our hope for safety.""",rep,1984,False
56975,2012-10-17-rally-leesburg-virginia,"I was with a woman who has her own business, and I said how'd you get — how'd you get going? She said, well, my husband lost his job and he took a class in upholstering. And she, being the better business mind in the family, formed a corporation and hired him as her first employee. And — and she went on, she said, to hire 39 more people as upholsterers. And she now has a leading upholstering company. And I thought, well, that's creative and innovative.",rep,2012,False
49840,1231,"We will strengthen both liberty and security.  That is the aim of this crusade. Next:  what is true of government is true of labor.  In addressing the American Federation of Labor Convention last month in New York, I summed up my principles in two firm convictions.  First, I pledged a government that would give fair and just hearing to all labor's needs and problems.  Second: I declared slanted appeals to labor--that treated our working men as a race apart, rather than in the fullness of their dignity as free American citizens wanting no kind of special treatment--stern and patronizing.",rep,1952,True
64817,2004-10-28-dayton-ohio-1,"When former President Bush led a coalition against Saddam Hussein in 1991, Senator Kerry voted against using force to liberate Kuwait. Audience members. Boo-o-o!",rep,2004,True
71841,2004-10-17-conference-washington-dc,"My First exposure to that came from my father, when I was a girl growing up in Mozambique. He was a doctor who sometimes allowed me to accompany him on his rounds. I was always amazed by how much time he devoted to each of his patients-how he would hug them, ask them about their lives, and listen carefully to every story, every detail they shared.",dem,2004,False
53003,2012-09-09-palm-beach-florida,"And let me tell you exactly—let me repeat, for those of you who didn't catch it on Thursday, what I'm talking about when I say ""moving forward."" We are going to put together a real, achievable plan to build this economy on a stronger foundation. It starts with no longer shipping jobs overseas. Let's export goods made here in America.",dem,2012,False
71538,2004-07-29-national-convention-boston,"My dad did the things that a boy remembers. He gave me my first model airplane, my first baseball mitt and my first bicycle. He also taught me that we are here for something bigger than ourselves; he lived out the responsibilities and sacrifices of the greatest generation to whom we owe so much.",dem,2004,False
13564,1101,"Well, now, my neighbors, let's take a look ahead--I say to you tonight from my deepest conviction, peace can be won. We can win a peace that will be just and enduring, a peace worthy of the destiny which our founding fathers saw here in Philadelphia. The first step toward winning a peace that we can trust to endure is to establish in Washington an administration which we ourselves can trust.  We will win this battle for peace only after we have won the battle of Washington.",rep,1952,True
67551,2016-07-28-democratic-national-convention,Bernie Sanders and I will work together to make college tuition free for the middle class and debt free for all. We will also liberate millions of people who already have student debt. It's just not right that Donald Trump can ignore his debts and students and families can't refinance their debts.,dem,2016,True
35089,2821,"I'm going to continue to get our--or in our efforts to get passed in the Congress the Tuition Tax Credit Bill. This bill would help hard-working parents who--like yours--who pay to send you to this school and to other independent schools throughout the country, and yet who are also paying their full share of taxes to support the public schools. And I think that only fairness dictates that there should be credit given taxwise for this double burden.",rep,1984,False
58703,2004-09-13-care-muskegon-michigan,"And then we had some corporate scandals, and that affected the psychology of the country. Make no mistake about it, when somebody doesn't tell the truth in the corporate world, it affects economic growth. There should be no question in anybody's mind today that we will not tolerate dishonesty in the boardrooms of America.",rep,2004,False
46693,897,"And let us remember that we are not meeting here alone. All the world is watching and listening to what we say, what we do and how we behave. So let us give them a demonstration of democracy in action at its best--our manners good, our proceedings orderly and dignified. And--above all--let us make our decisions openly, fairly, not by the processes of synthetic excitement or mass hysteria, but, as these solemn times demand, by earnest thought and prayerful deliberation.",dem,1952,False
4873,2737,"On that evening, I was the chairman of Minnesotans for John F. Kennedy.  And he was the chairman of something called Democrats for Nixon. Thank God I had my way and he didn't.",dem,1984,True
32418,1132,My very good friends: I am sure that you will let me call you that because otherwise you would not have done me the great honor of coming out on a threatening--looking morning to give me a chance to say hello and to say a few words to you.  I am sure you will allow me first to pay a tribute to your university.  I happen to be a university president on leave and before many weeks are over you people are going to decide whether that leave is a permanent one.,rep,1952,False
49479,3369,"Now, the president--the president says, well, we can't afford this tax cut. I don't think he came down and asked you if you could afford the tax increase that happened in 1993 without a single Republican vote in Congress. He raised taxes $265 billion. He said, well, we only did that for the rich. Seventy percent of that tax increase is paid for by small-businessmen and small-businesswomen in Miami and across the country. Senior citizens coughed up 24 to 28 billion because he raised taxes on your Social Security benefits. And he's out there trying to scare you on Medicare. He's the president who raised taxes on Social Security.",rep,1996,False
30771,1081,"     Before we go along, perhaps, you would let me introduce to you my youngest son, John Fell Stevenson, who has joined me on the train for a day or so; in spite of the fact that he needs a haircut, he is doing all right in school.  Could I also introduce my sister, Mrs. Ernest Ives, and my Aunt Miss Letitia Stevenson.  We also have two famous ladies aboard this train, the Vice-Chairman of the National Democratic Committee and the head of the Women's Division, Mrs. India Edwards of Washington; and Mrs. Edison Dick, the National Co-Chairman of the Volunteers for Stevenson; she is a reformed Republican.  We seem to be in the process of reforming a lot of them.",dem,1952,False
49346,1542,"I said in Cleveland the other day that I could not think of one single original piece of social legislation which had been passed by the Republicans in their terms of office. The Cleveland paper attacked me and said I was highly unfair. I forgot completely what President Taft did about child labor in 1904. I am prepared to say I was wrong, but what have they done since President Taft? ",dem,1960,False
43527,2931,"The Republicans said they were cutting prices to boost exports.  Well, we exported $43 billion dollars worth of farm products the year before they took over.  Last year, we exported $15 billion less.  Some boost!",dem,1988,False
16754,2594,"Together we can make the greatest nation on earth even greater, but let me remind you of this: coming to this meeting is not enough. Announcing that you are for me and Fritz Mondale is not enough. Sending out a newsletter outlining the devastating effect of Ronald Reagan's election is not enough. What we need the next three weeks is workers on the street, in the polling places, in public meetings, letting your voice be heard so that every person in this country that works for a living know the crucial issues at stake.",dem,1980,False
15411,1699,"In the late forties, Mr. Nixon and I were both members of theLabor Committee.  There were seven votes on FEPC, fair employment.  Mr. Nixon voted against it, every single time, and I voted for it.  Minimum wage--I see some signs waved around by great supporters of Mr. Nixon.  I want to ask them three questions.  They talk about prosperity:",dem,1960,False
8365,2524,"And as I look around this room tonight, it is obvious to me that Americanism has not died. Americanism is alive; it is well. It is living from Cleveland to Rocky River, to Parma and North Royalton, to Richmond Heights, to Shaker Heights, to Garfield Heights. Gosh, I can't think of all the other communities. But they are all wonderful communities in this great state of Ohio, and it is similar, I am sure, in all the communities throughout the United States. And I am proud to say that as long as I am president, I will do all that I possibly can to keep that wonderful spirit alive.",rep,1976,False
68991,2016-08-08-economic-club-1,"This is a city controlled by Democratic politicians at every level, and unless we change policies, we will not change results. Today, I will outline my economic vision. In the coming weeks, we will be offering more detail on all of these policies, and the ones we have already rolled out can be viewed on my campaign website.",rep,2016,True
58060,2012-10-26-economy-ames-iowa,"What this requires is change, change from the course of the last four years. It requires that we put aside the small and the petty, and demand the scale of change we deserve: we need real change, big change. Our campaign is about that kind of change--confronting the problems that politicians have avoided for over a decade, revitalizing our competitive economy, modernizing our education, restoring our founding principles.",rep,2012,True
9062,2646,"America is ready for a new beginning. America is ready for a new commitment. America is ready for an administration that will not betray that commitment. This is our promise today. It is why we are gathered to begin this volunteer effort. When individual Americans make a commitment, and go to work to reach out to their friends to persuade and influence them, to test their views, to give their time and energy--when individuals make such a commitment, and such an investment of themselves, they do it thoughtfully. They are not easily fooled. They are watching and weighing every day the value of their commitment. They have a claim on the candidate's conscience and the claim is kept open.",rep,1980,False
2286,3006,I'm glad to be here at Michigan State today. One of America's greatest universities. A place with a reputation for a fighting spirit. I showed up here to debate today.,dem,1992,False
37424,2559,"I've looked forward to a chance to speak to this banquet, because I want to express to you my concerns about our country and the human fabric that binds us together in our diverse nation. The diversity of our country is a major element of what makes us strong. This nation has indeed drawn heavily from its Spanish heritage, for too many of us forget what you and your ancestors and your families and those who look to you for leadership have contributed. The achievements are too numerous for me to enumerate tonight. But we should especially be thankful for the basic traditions that you've contributed--a belief in strong, loving families, a belief in hard work, a deep and enduring belief in God, and a burning commitment to freedom and to justice for all people.",dem,1980,False
34447,3095,"First of all, our economy is sluggish. Here in New Jersey and all across the country it's sluggish. Think of the ad agencies, the printing companies, other suppliers in your neighborhoods, and people that you work with every day. They're still cutting budgets and payrolls, and I don't want to load on more federal mandates that will force them to lay off people.",rep,1992,False
67132,2016-10-30-wilton-manors-florida,"The stories that I told you about him showing up and acting like he's done something, well, he shows up and criticizes our country. He shows up and discriminates against African Americans when he was denying them the right to rent apartments. He chose to make his products in other countries, not America. He's built a career on stiffing small businesses. I take that personally. My dad was a small business owner. I'm sure glad he never got a contract from Donald Trump.",dem,2016,False
34715,1457,"I don't say that this administration has remained silent on all these issues. In fact, on occasions they remind me of the exhortation from King Lear that goes: ""I will do such things. What they are, yet I know not. But they shall be the terrors of the earth.""",dem,1960,True
62230,2004-10-14-vegas-nevada-1,"Audience members. Boo-o-o! The President. When you're out gathering the vote, remind your fellow citizens that only four United States Senators voted to authorize the use of force and then against sending the money to support them in harm's way, two of whom—two of those four—are my opponent and his runningmate.",rep,2004,True
55769,2012-10-17-mount-vernon-iowa,"I've got to tell you, we don't have to collect a bunch of binders to find qualified, talented, driven young women ready to learn and teach in these fields right now. And when young women graduate, they should get equal pay for equal work. That should be a simple question to answer. When Governor Romney was asked about it, his campaign said, we'll get back to you. That shouldn't be a complicated question: equal pay for equal work. I want my daughters paid just like somebody else's sons are paid for the same job. That's straightforward.",dem,2012,True
48537,1378,"Not just to hold the line, but to meet difficulties, to seize opportunities, for the benefit of all, the people turned the Congress back to the Democratic party in 1954. And that is why they will turn the executive branch back to the Democratic party in 1956. It is not to stubbornly insist, as Eisenhower does, that our security lies in the deterrent effect of our lead in nuclear weapons. This is what we were saying ten years ago about our lead in the earlier atomic bombs. And to our surprise the Russians caught up within no time. And they'll do it again in the hydrogen field. Maybe they have already.",dem,1956,True
27733,3044,"[Missing text] I'm glad to be here with Congressman Neal Smith and with Jean Lloyd Jones, your fine Senate candidate, and Elayne Baxter who's going to Congress from here. He's not here, but I want to put in a plug for my friend Dave Nagle who's running for Congress in another part of Iowa. I wish you to help him.",dem,1992,False
9512,915,"To meet such demands will require our best efforts. We shall have to import from abroad large additional amounts of many materials, and that, incidentally, will have the helpful effect of gradually building a firmer basis for workable economic relationships among nations.  But we will have to do better than we have been doing with the resources within our own borders. Soil and water, fish and wildlife, forests and grasslands, minerals and waterpower--they are all related to one another in nature's order and we cannot separate the problems of one from those of all the others. Our approach must be unified on a wide front by integrated plans, by cooperative effort. This means better administrative arrangements within the federal government and intelligent and better coordinated action by states, by localities and by private enterprise. Most of all, it means better cooperation among all the agencies, public or private, that deal with natural resources. ",dem,1952,True
27560,2212,"Money made by money should be taxed at the same rate as money made by men. Tax justice demands equal treatment for Americans who earn their living in a shop and Americans who collect dividends in the mail. I have demanded a program to close $22 billion in tax loopholes. It will not take one extra cent from any American whose income comes from wages or salaries, or from investments that are already fairly taxed.",dem,1972,True
44156,2448,"It just so happens that the record and the program of the Ford administration coincides with the aspirations of the groups that you represent. It's my observation that those who have an ethnic background want a job, a meaningful job opportunity. They are willing to work and will go out and try to find a job. This administration believes that everybody who wants a job should have a job, and this administration is going to achieve that result. We don't think the situation is adequate today, but our program of trying to expand the domestic economy, the private sector, where five out of six jobs exist, is the way to get a job for the young American, for those who want a job and who are willing to work.",rep,1976,False
33309,2016,"VICE PRESIDENT HUMPHREY:  Well, let me take them in order.  First, on the prosperity side, we had ninety months consecutive economic growth.  The net income for families adjusted for price increases adjusted for taxes is 32 percent and eight years of 32 percent increase under the Kennedy-Johnson, Johnson-Humphrey period, as compared to the Nixon Republican Eisenhower period, they had 9 percent.  They had an increase of unemployment of two million.  We have the lowest unemployment rate that this country has had in twenty-five years.  Our gross national product is approximately eight hundred and eighty billion dollars.  There were three recessions under the Republican administration of '53 to '61, that cost this country, approximately, one hundred and seventy-five billion dollars in lost income.  The wholesale index for 1953 to 1961 has gone up--was almost identical in its increase as from 1961 to 1968.  The wholesale price index went up 9.2 and it's gone up to 9.3 in the last eight years, despite the war in Vietnam.  Taxes were reduced three times.  Had the same tax rate been in effect in 1968 that was in effect in 1964, we would have had a balanced budget with a substantial surplus.  The surtax is a very modest increase in taxes--very, very modest--a temporary one of one year--and even with that surtax, we have far lower federal taxes today, than we had four years ago.  So, on that side, I think we have a very good record--an extraordinarily good record.",dem,1968,False
561,3007,"Take the money and use it to increase our investment in governmental labs doing research with private companies to find new technologies that can be used for dual purposes--for defense and for domestic needs. Take the money and use it to retrain defense workers and people who used to be in the service, and to retool industries, and to rebuild communities. And finally, do what Senator Nunn has recommended. I basically have just adopted his ideas whole cloth on what should be done with people who are mustered out of the service. Senator Nunn has suggested that we ought to provide certification procedures whereby people who served well in the armed forces and may have ten or fifteen years built up, haven't had their twenty years of retirement in, be able to be retrained and then recertified as teachers or police officers, or do other important work, to be role models to our young people.",dem,1992,True
