,Predictions_prob_1,Predictions_prob_0,text,speech_par_id,uncertainty,already_annotated,already_sampled,drawn,label_bb,label_yl,agreement
148,0.01106371,0.98893629,"SEPARATION OF CHURCH AND STATE: Q.Jews and others in this country are very concerned about the separation of church and state.  How can you allay fears that the wall of separation is being increasingly eroded? PRESIDENT BUSH:I don't think the wall is being eroded.  Certainly legally it's not, and it shouldn't be eroded.  I believe firmly, and I've stated this over and over again, of separation between church and state.  Where you get into some complications or some discussion of this is when you get into school choice.  I happen to favor it.  Some people don't, thinking that it's going to get church and states involved.  But what we propose in that area, for example, is to help the families and let them choose. ",3076_37,0.977872579,FALSE,NA,uncertainty,neither,neither,1
149,0.042179634,0.957820366,"And a candidate, like Hillary Clinton, who will lie to the Congress and the FBI, destroy 33,000 emails, put her office up for sale, and put our confidential information in reach of our enemies – is a candidate who is truly capable of anything. In addition, it was just learned, Hillary was given the exact debate questions, word for word, by Donna Brazile – who is now under tremendous pressure to resign. But I ask you, why shouldn't Hillary Clinton resign from the race – she was given the questions, used the questions, and never said that she did something that was totally inappropriate?",2016-10-20-fairgrounds-delaware-ohio_5,0.915640731,FALSE,NA,uncertainty,neither,neither,1
150,5.68E-05,0.999943153,"I have traveled from one end of America to the other during this campaign.  I have been in big cities and small.  I have talked about the issues, about the future of our country, and about the need for mutual trust between the people and their president.",2089_1,0.999886306,FALSE,FALSE,random,neither,neither,1
151,0.011305466,0.988694534,"The Hillary Clinton documents released by WikiLeaks make more clear than ever just how much is at stake in this election. This election will determine whether we remain a free country, or we become a corrupt Banana Republic controlled by large donors and foreign governments. The election of Hillary Clinton would lead to the destruction of our country.",2016-10-11-panama-city-florida_0,0.977389069,FALSE,NA,uncertainty,neither,neither,1
152,0.940761401,0.059238599,"Hillary has nobody but herself to blame for her mounting legal troubles. Her criminal action was willful, deliberate, intentional, and purposeful. Hillary set-up an illegal server for the obvious purpose of shielding her criminal conduct from public disclosure – and exposure.",2016-10-29-center-phoenix-arizona_6,0.881522803,FALSE,NA,uncertainty,neither,neither,1
153,7.46E-05,0.999925401,"But Nancy and I want to thank all of you for your heartwarming reception, and I want to thank you for your support--or help in--or support in helping us put America and our future back in the hands of the people. And, believe me, we couldn't have accomplished all we have without strong Republican leaders like Chuck Percy. Chuck has defended the interests of your state with the same determination that he has protected the interests of our nation. And if we're going to build on the gains that we've made, we'll need Chuck Percy back there to help us do it. So, now, if by some chance you intend to vote for me, please don't vote against me by voting for Chuck's opponent. A vote for the Mondale-Simon ticket is a vote to go back to failed policies which gave us higher taxes, higher prices, and a weaker America.",2876_4,0.999850802,FALSE,FALSE,random,neither,neither,1
154,6.20E-05,0.999937999,"I had an experience that — that reminded me of that and touched my — my heart. I was — I was a leader in the Boy Scouts some years ago and — — (few ?) Scouters here — and it was in a Boy Scout Court of Honor, and we had this formica table. And I was seated at the end of it on the podium.",2012-10-23-event-henderson-nevada_30,0.999875997,FALSE,FALSE,random,neither,neither,1
155,7.33E-05,0.999926704,"Michele Clements. I was a full-time employee at a local electronics manufacturing plant here in Rochester. And in February of 2003, they laid us all off and sent our jobs overseas.",2004-10-20-discussion-rochester-minnesota_49,0.999853407,FALSE,FALSE,random,neither,neither,1
156,0.094523662,0.905476338,"My opponent supported the grain embargo, spoke out for it often. He even questioned the patriotism of a senator from his own party when that senator called the embargo """"unfair"""" and """"unworkable."""" But, now, there's a new Mondale out there, and he seems to have changed his tune. He says that he privately opposed the embargo--very privately. ",2840_22,0.810952676,FALSE,NA,uncertainty,neither,neither,1
157,0.986548478,0.013451522,"We are going to end the government corruption Hillary Clinton put her emails on an illegal secret server open to foreign hacking. Then she bleached and destroyed 33,000 emails – after a congressional subpoena. She lied to Congress, under oath, and her staffers took the fifth amendment and got immunity deals. It's worse than Watergate.",2016-10-04-prescott-valley-arizona_39,0.973096957,FALSE,NA,uncertainty,neither,neither,1
158,0.964443459,0.035556541,"We increased border patrols. We increased penalties on drug kingpins and others. And we put more people in the schools, early, to give the kids something to say yes to--those DARE officers and others. They tried to cut the Safe and Drug-Free Schools Program in half. That's their program for our kids--cut the Safe and Drug-Free Schools Program in half. Paul Wellstone and I said, no thank you. We want more people out there trying to keep our kids out of trouble and giving them a future. And I think that's what you ought to support.",3277_32,0.928886918,FALSE,NA,uncertainty,neither,neither,1
159,0.161014288,0.838985712,An all out war on drugs. Using the National Guard and military to stop drugs at our borders. Putting more drug enforcement agents on the street to lock drug dealers up. And trying violent juvenile criminals as adults--adult time for adult crimes to make our streets safer.,3326_4,0.677971424,FALSE,NA,uncertainty,neither,neither,1
160,6.22E-05,0.999937847,"I've been president now for almost four years. I've made thousands of decisions, and each one of those decisions has been a learning process for me. Every decision I make leaves me better prepared for the next one. What I've learned has made me a better president and will make me a better president in my second term. I consider myself--",2626_21,0.999875694,FALSE,FALSE,random,neither,neither,1
161,6.53E-05,0.999934702,"Trade policy has got to be wise. I tell the people, we've opened up our markets for foreign goods, and that's good for consumers. If you've got more to choose from, you're going to get the product you want at a better price and better quality. So what we're saying to places like China, """"You treat us the way we treat you."""" The best trade policy is to level the playing field, because we can compete with anybody, anytime, anywhere in this world.",2004-09-20-new-york-city_21,0.999869403,FALSE,FALSE,random,neither,neither,1
162,6.22E-05,0.999937846,"After we won the war, Harry S. Truman believed in the transformational power of liberty to convert an enemy into an ally, and so he worked to build a democracy in Japan. There were a lot of citizens here who, I'm confident, weren't very happy about that decision. """"Why would you want to work with an enemy? The enemy can't possibly convert to a democracy. Too many of our lives were lost during the war."""" But we had great faith in the ability of liberty to transform a nation. And today, because of that faith, I sit down with Prime Minister Koizumi talking about the peace we all want, talking about how to deal with the issues of the world to make the world more peaceful.",2004-10-14-point-oregon-0_58,0.999875691,FALSE,FALSE,random,neither,neither,1
163,0.072765147,0.927234853,"Fellow Democrats, fellow citizens: I thank you for the nomination you've offered me, and I especially thank you for choosing as my running mate the best partner any president ever had, Fritz Mondale. With gratitude and with determination I accept your nomination, and I am proud to run on the progressive and sound platform that you have hammered out at this convention.",2547_0,0.854469707,FALSE,NA,uncertainty,neither,neither,1
164,0.979529156,0.020470844,"This is the biggest scandal since Watergate. Hillary wants to blame everyone else for her mounting legal troubles, but she has brought this all onto herself. Hillary is the one who set-up an illegal private email server in a closet to shield her criminal activity.",2016-10-31-campus-warren-michigan_7,0.959058312,FALSE,NA,uncertainty,neither,neither,1
165,0.014385385,0.985614615,"And we as a people have fought harder, paid a higher price, done more to advance the freedom and dignity of man than any other people who ever lived on this Earth. Ours is the land of the free, because it is the home of the brave. America's future will always be great, because our nation will be strong. And our nation will be strong because our people will be free. And our people will be free because we're united--one people under God with liberty and justice for all.",2876_34,0.971229231,FALSE,NA,uncertainty,neither,neither,1
166,5.89E-05,0.999941097,"Everyone shares the sympathy for the circumstances, which have created a part-time presidency. But we cannot understand--and we will not accept--turning the government over to men who work full time for the wrong people or a limited group of people. And the plain truth is that this situation would get worse, not better, in a continuation of this administration, because what influence the President has with his party in Congress has depended on his running again.",1333_18,0.999882195,FALSE,FALSE,random,neither,neither,1
167,0.832683763,0.167316237,"And while the administration's looked the other way on drugs, a tragic number of America's youth have gone the wrong way on crime. It began almost the day this administration was sworn in when they cut the drug czar's office, or drug policy office, control office by 83 percent--83 percent. Then they cut by more than half the Defense Department's budget for planes and troops to help keep drugs from ever crossing our border. Then they proposed cutting the number of drug enforcement agents by more than six hundred in the United States. They all but stopped searches for drugs at major ports of entry and have returned hundreds of drug smugglers to Mexico without charges being filed.",3312_34,0.665367526,FALSE,NA,uncertainty,neither,neither,1
168,7.45E-05,0.999925481,"This Election Day, you have one magnificent chance to deliver justice for every forgotten man, woman and child in this country. On November 8th, the arrogance of Washington D.C. will come face to face with the righteous verdict of the American voter. The failed and corrupt political establishment will be replaced with a new government of, by and for the people.",2016-10-05-pavilion-henderson-nevada_45,0.999850962,FALSE,FALSE,random,neither,neither,1
169,0.014337236,0.985662764,"We must use our heads to guide us in doing the work that our heart tells us has to be done. We must keep our eyes in the stars but keep our feet on the ground. These works can be done only if we live together, if we work together, if we move forward together as one nation and as one people. """"United we stand, divided we will fall.""""",1934_11,0.971325528,FALSE,NA,uncertainty,neither,neither,1
170,9.27E-05,0.999907314,"But isn't this narrow and shortsighted and not at all how we think of history? Yes, the deeds of infamy or injustice are all recorded, but what shines out from the pages of history is the daring of the dreamers and the deeds of the builders and the doers. These things make up the stories we tell and pass on to our children. They comprise the most enduring and striking fact about human history--that through the heartbreak and tragedy, man has always dared to perceive the outline of human progress, the steady growth in not just the material well-being, but the spiritual insight of mankind.",2800_45,0.999814628,FALSE,FALSE,random,neither,neither,1
171,0.935252695,0.064747305,"I want to create safe zones in the Middle East. My plan suspends visas when we can't perform effective screening, and it puts forward a new ideological screening program to keep out people from our country who don't support our values. After all, that is what taking the oath of citizenship is all about.",2016-08-23-arena-austin-texas_22,0.870505391,FALSE,NA,uncertainty,exclusionary,exclusionary,1
172,0.033869904,0.966130096,"Law enforcement and social justice go together, and that is what we are going to give you in this country.  So, my friends, I must leave you now, but I do so with this message: if we are going to build the kind of a country that we want, we must do it by building trust in each other.  We must trust one another to be a nation of Americans, and the great program for this nation is to have a program of social and economic betterment where we can say that we are really """"one nation under God, indivisible with liberty and justice for all""""--a nation of enthusiasm, and a nation of progress.  ",2117_26,0.932260192,FALSE,NA,uncertainty,neither,neither,1
173,5.78E-05,0.999942213,"His economic plan has two basic parts, too: raise your taxes, and the second part is raise them again. But I've got news for him: The American people don't want his tax increases, and he isn't going to get his tax increases. All right. All right. All right. Reagan-Bush, we're a package.",2868_17,0.999884425,FALSE,FALSE,random,neither,neither,1
174,9.27E-05,0.999907307,"Now, he also says--and I, and I, I don't dislike President Clinton. I mean--actually we've visited from time to time. We haven't visited lately.",3333_22,0.999814614,FALSE,FALSE,random,neither,neither,1
175,0.933551295,0.066448705,"The American people are still waiting for Hillary Clinton to apologize for all of the many lies she's told to them, and the many times she's betrayed them. Tell me, has Hillary Clinton ever apologized for lying about her illegal email server and deleting 33,000 emails? Has Hillary Clinton apologized for turning the State Department into a pay-for-play operation where favors are sold to the highest bidder?",2016-08-18-charlotte-north-carolina_21,0.867102589,FALSE,NA,uncertainty,neither,neither,1
176,0.032767068,0.967232932,"The B-1 is one of the clearest examples as to what is at stake in this campaign. My opponent either favors the canceling or the delay of the B-1. His running mate in the Senate, Senator Mondale, voted against the B-1 in the Senate no less than three times. They say the B-1 is unnecessary. I certainly hope and pray that is true, but what if those critics are wrong?",2452_4,0.934465864,FALSE,NA,uncertainty,neither,neither,1
177,0.19290791,0.80709209,"And one of the things we want to share on the basis of our experience here in the South with the rest of the country is that the time for division is long past. Our future is one nation under God, black and white together. No more division. We're ready to go forward together.",3048_8,0.614184181,FALSE,NA,uncertainty,neither,neither,1
178,5.31E-05,0.999946939,"And then a second factor is this. I have seen, as I have pointed out, many meetings in which Republicans are there cheering a Republican candidate. But never have I seen so many Democrats and Independents out. Let me tell you about the last three days. In Florida two days ago I was introduced by a congressman, a good friend of John Saylor's and mine, who came to the Congress twenty years ago, and that congressman who has voted the Democratic ticket for thirty-five years this year is voting the Nixon-Agnew ticket because we need new leadership for America, a Democrat in the state of Florida.",2184_7,0.999893877,FALSE,FALSE,random,neither,neither,1
179,0.042213182,0.957786818,"And to me, that is what we're supposed to be doing. We're supposed to bring people together. We're supposed to unify our country. We're supposed to solve our problems by working together.",2016-10-12-state-fairgrounds-pueblo_14,0.915573637,FALSE,NA,uncertainty,neither,neither,1
182,0.037896364,0.962103636,"Real change also means restoring honesty to our government. As you know, the FBI has reopened its investigation into Hillary Clinton and has discovered another 650,000 emails. Hillary lied under oath when she said she turned over all of her work-related emails – just one more lie out of so many.",2016-10-31-campus-warren-michigan_6,0.924207271,FALSE,NA,uncertainty,neither,neither,1
183,0.97827709,0.02172291,"We agree on the importance of ending the illegal flow of drugs, cash, guns, and people across our border, and to put the cartels out of business. We also discussed the great contributions of Mexican-American citizens to our two countries, my love for the people of Mexico, and the leadership and friendship between Mexico and the United States. It was a thoughtful and substantive conversation and it will go on for awhile. And, in the end we're all going to win. Both countries, we're all going to win.",2016-08-31-center-phoenix-arizona_5,0.95655418,FALSE,NA,uncertainty,neither,neither,1
184,0.267974401,0.732025599,"But just when you were beginning to lose faith you find that there is some constancy with him. The old Mondale increased your taxes, and the new Mondale will do it again. You know, in our debates, I got a little angry all those times that he distorted my record. And on one occasion, I was about to say to him very sternly, """"Mr. Mondale, you're taxing my patience."""" And then I caught myself. Why should I give him another idea? ",2846_29,0.464051199,FALSE,NA,uncertainty,neither,neither,1
185,0.017517606,0.982482394,"And the decisions you make now about what you do in this campaign--as well as the decisions we make in November--will have fateful implications for our future. We can have one nation under God, with liberty and justice for all.  We have the resources and the know-how to achieve it.",2026_15,0.964964787,FALSE,NA,uncertainty,neither,neither,1
186,0.155177332,0.844822668,"And let me say to each group in this audience that if this country ever gets to a point where we cannot live together as an American family, where we cannot live together as friends and neighbors, then there is no hope in this world.  This election is going to decide something.  We are going to decide whether we can move ahead together, or whether we are going to move back torn apart.  We are going to decide in this election whether we can build a better America for our kids, whether we can build better cities for our people, we are going to decide whether or not we can have one nation, one nation--not two--one nation, under God--not under a demagogue-- one nation indivisible, not divided--one nation with liberty and justice for all.  That is what we are going to decide.    ",2079_21,0.689645336,FALSE,NA,uncertainty,neither,neither,1
187,0.059247196,0.940752804,"Those words were true in his time, and they are true in our time. Last month our nation was attacked again. A U.S. Ambassador and three of our fellow Americans are dead, murdered in Benghazi, Libya. Among the dead were three veterans. All of them were fine men on a mission of peace and friendship to a nation that clearly longs for both. President Obama has said that Ambassador Chris Stevens and his colleagues represented the best of America, and he's right. We all mourn their loss.",2012-10-08-virginia-the-mantle_4,0.881505608,FALSE,NA,uncertainty,neither,neither,1
188,0.983916092,0.016083908,"But in addition to defending DAPA and DACA, there's more we can do. We need a simple, straightforward system where other people with sympathetic cases who are contributing to their communities can make their case and be eligible for deferred action too. Like people who experience and report extreme labor abuses. And we won't stop there. We're going to end family detention, close private detention facilities, and stop the raids and roundups. No child should have to say goodbye to their parents every morning not knowing if their mom or dad will be there when they get home.",2016-09-15-institute-washington-dc_15,0.967832185,FALSE,NA,uncertainty,neither,neither,1
189,0.231904598,0.768095402,"Yes, we have some choices to make here at home, the kind of an America that we are going to build right here at home, and that basic choice and the one at the heart of my campaign is this; is this to be one America?  Is this to be one America under God, indivisible, with liberty and justice for all?  Or is it to be  three or four Americas, a nation divided against itself, black and white, poor and rich, slum and suburb, North and South?  The choice in 1968 is simply this: are we going to accept as inevitable the conflict and the hatred which are becoming a part of our everyday life, or my fellow Americans, are going to stand up together as one people and say that this can be one America, one family, one community, and that we can make this country work for every man, woman and child regardless of race, color or creed?",1998_6,0.536190805,FALSE,NA,uncertainty,neither,neither,1
190,7.23E-05,0.999927697,"His vote against supporting our troops in combat is part of a pattern. He opposed the B-1 bomber. He opposed the B-2 stealth bomber. He opposed modernization of the F-14D, all of which helped us secure our country in Afghanistan and Iraq. He opposed the Apache helicopter. He opposed the Patriot missile system. My opponent has built a 20-year record of military weakness. He can run from his record——",2004-10-19-port-richey-florida_57,0.999855393,FALSE,FALSE,random,neither,neither,1
192,0.309579392,0.690420608,"But just when you're beginning to lose faith, however, you find that there is some constancy. The old Mondale increased your taxes, and the new Mondale will do it again. You know, in our debate, I got a little angry at all those times that he distorted my record. And on one occasion, I was about to say to him very sternly, """"Mr. Mondale, you're taxing my patience."""" And then I caught myself. Why should I give him another idea? That's the only tax he hasn't thought of.",2829_30,0.380841216,FALSE,NA,uncertainty,neither,neither,1
193,0.054424251,0.945575749,"Can we do better? You bet. Will we do better by going back to the policies of Jimmy Carter, Walter Mondale, and the governor of Massachusetts? No way.",2955_23,0.891151499,FALSE,NA,uncertainty,neither,neither,1
194,7.29E-05,0.99992706,"The first responsibility of leadership is to gain mastery over events, and to shape the future in the image of our hopes. The President today cannot stand aside from crisis, he cannot ignore division, he cannot simply paper over disunity. He must lead. But he must bear in mind the distinction between forceful leadership and stubborn willfulness. And he should not delude himself into thinking that he can do everything himself, or even make all the decisions himself. America today cannot afford vest-pocket government, no matter who wears the vest.",2164_5,0.999854121,FALSE,FALSE,random,neither,neither,1
195,0.181975571,0.818024429,"As I said earlier tonight, the first time I met with Prime Minister Rabin and President Sadat, and they said, """"Mr. President, what is it that you want in your term of office?"""" and I said, """"I want direct negotiations, which we'd never had, and I want a recognition of Israel's right to exist by her major Arab nations, which we had never had. And I'd like an agreement of peace instead of war, and I would like to have open borders and diplomatic recognition and an exchange of ambassadors and free travel, for tourism and trade."""" And President Sadat replied, """"That's a beautiful dream, but we'll never see it in my lifetime.""""",2601_17,0.636048859,FALSE,NA,uncertainty,neither,neither,1
196,0.918777146,0.081222854,"The American people are coming out of their living rooms, they are leaving their offices. They are turning away from work and play. They are coming together to stand together, side by side, as Americans have seldom done in our times. They are coming out as never before because they want the world to know that this is a nation united, one nation indivisible, under God.",1942_1,0.837554292,FALSE,NA,uncertainty,neither,neither,1
197,5.54E-05,0.999944622,"Well, I have come down here to Texas to ask your help on this occasion in this election to rebuild our state and country. This is a contest not merely between the Vice President of the United States and myself. This is a contest between the Republican party and the Democratic party, between all that the Democratic party has done to rebuild the economy of this section of the West, all that the Democratic party has done through the administration of Jefferson and Wilson and Roosevelt and Truman, and all that the Republican party has not done under Coolidge, McKinley, Taft, Dewey, Landon, Nixon, and the others.",1484_2,0.999889243,FALSE,FALSE,random,neither,neither,1
198,0.023122767,0.976877233,"We Americans have fought harder, paid a higher price, done more to advance the freedom and dignity of man than any other people who ever lived on this Earth. Ours is the land of the free because it is the home of the brave. America's future will be great because our nation will be strong. And our nation will be strong because our people will be free. And we're free because we're united. We're united--one people, under God, with liberty and justice for all.",2868_40,0.953754466,FALSE,NA,uncertainty,neither,neither,1
199,0.091982697,0.908017303,"On one hand, we have my opponent, Donald Trump, and in recent weeks, he's tried to restrain himself and clean up his image. But as Maya Angelou once said, 'When some-one shows you who they are, believe them the first time.' And we know who Donald is. For five years, he has led the birther movement to de-legitimize our first black president. His campaign was founded on this outrageous lie. There is no erasing it in history.",2016-09-16-symposium-washington-dc_16,0.816034607,FALSE,NA,uncertainty,neither,neither,1
200,0.294706828,0.705293172,"And when the returns come in one week from tomorrow, America will know, and the world will know, that in this land of the free there is no North, no South, no East, no West.  We are one nation, united, indivisible. It is the sons of Georgia that have carried that flag to every corner of this globe, and they have brought her back without a tarnish on it. They know there is only one nation, one people, one flag, one Constitution, united and indivisible under God.",1966_19,0.410586344,FALSE,NA,uncertainty,neither,neither,1
